A;RTSALEDATA;238;20240923 01:07;VALNET;
B;238;2632567;1;20240923 01:07;;;10;ARTHUR ST;COONAMBLE;2829;1012;M;20240830;20240919;180000;R1;R;RESIDENCE;;AAD;;0;AU428756;
C;238;2632567;1;20240923 01:07;A/381615;
D;238;2632567;1;20240923 01:07;P;;;;;;
D;238;2632567;1;20240923 01:07;P;;;;;;
D;238;2632567;1;20240923 01:07;V;;;;;;
B;238;2633672;2;20240923 01:07;;;13;YARRAN ST;COONAMBLE;2829;1107;M;20240821;20240918;150000;R1;R;RESIDENCE;;AAA;;0;AU426824;
C;238;2633672;2;20240923 01:07;A/389438;
D;238;2633672;2;20240923 01:07;P;;;;;;
D;238;2633672;2;20240923 01:07;V;;;;;;
B;238;4566229;3;20240923 01:07;;;;WINGADEE RD;WINGADEE;2829;21.65;H;20240916;20240916;43786;RU1;3;FARM;;RMX;;0;AU420716;
C;238;4566229;3;20240923 01:07;11, 12/132684;
D;238;4566229;3;20240923 01:07;P;;;;;;
D;238;4566229;3;20240923 01:07;P;;;;;;
D;238;4566229;3;20240923 01:07;V;;;;;;
B;238;4571760;4;20240923 01:07;;;;NELGOWRIE RD;COONAMBLE;2829;23.29;H;20240117;20240822;10903;;V;VACANT LAND;;;;0;AU360209;
C;238;4571760;4;20240923 01:07;1/1307577;
D;238;4571760;4;20240923 01:07;P;;;;;;
D;238;4571760;4;20240923 01:07;V;;;;;;
Z;20;4;4;10;
