A;RTSALEDATA;054;20240923 01:05;VALNET;
B;054;512841;1;20240923 01:05;;;99;MIRROOL ST;COOLAMON;2701;1018;M;20240821;20240918;469000;RU5;R;RESIDENCE;;CLM;;0;AU426696;
C;054;512841;1;20240923 01:05;1/222825;
D;054;512841;1;20240923 01:05;P;;;;;;
D;054;512841;1;20240923 01:05;P;;;;;;
D;054;512841;1;20240923 01:05;V;;;;;;
B;054;4450466;2;20240923 01:05;;;97;BOURKE ST;MATONG;2652;8157;M;20240902;20240917;132000;RU5;V;VACANT LAND;;MAT;;0;AU424310;
C;054;4450466;2;20240923 01:05;1/722200 1, 2, 9, 10/15/758657 1/1174581;
D;054;4450466;2;20240923 01:05;P;;;;;;
D;054;4450466;2;20240923 01:05;P;;;;;;
D;054;4450466;2;20240923 01:05;V;;;;;;
D;054;4450466;2;20240923 01:05;V;;;;;;
Z;13;2;2;7;
