A;RTSALEDATA;102;20240923 01:05;VALNET;
B;102;3384343;1;20240923 01:05;;;41;EBURY ST;BUNDANOON;2578;695.6;M;20240830;20240913;875000;R3;R;RESIDENCE;;BMD;;0;AU415090;
C;102;3384343;1;20240923 01:05;21/3/1510;
D;102;3384343;1;20240923 01:05;P;;;;;;
D;102;3384343;1;20240923 01:05;P;;;;;;
D;102;3384343;1;20240923 01:05;V;;;;;;
B;102;3419872;2;20240923 01:05;;;77;LYTTON RD;MOSS VALE;2577;1.909;H;20240807;20240913;5398350;E4;3;COMMERCIAL;;EIV;;0;AU413055;
C;102;3419872;2;20240923 01:05;5/1129996;
D;102;3419872;2;20240923 01:05;P;;;;;;
D;102;3419872;2;20240923 01:05;V;;;;;;
B;102;3096301;3;20240923 01:05;;;106;BURRADOO RD;BURRADOO;2576;2200;M;20240827;20240917;2860000;R2;R;RESIDENCE;;BLD;;0;AU422873;
C;102;3096301;3;20240923 01:05;14/270382;
D;102;3096301;3;20240923 01:05;P;;;;;;
D;102;3096301;3;20240923 01:05;P;;;;;;
D;102;3096301;3;20240923 01:05;V;;;;;;
B;102;4568975;4;20240923 01:05;;11;2;CYPRESS PDE;BOWRAL;2576;430;M;20240313;20240918;1800000;;R;RESIDENCE;11;;;0;AU426017;
C;102;4568975;4;20240923 01:05;11/SP108560;
D;102;4568975;4;20240923 01:05;P;;;;;;
D;102;4568975;4;20240923 01:05;V;;;;;;
B;102;3750569;5;20240923 01:05;;;32;BAKER ST;MOSS VALE;2577;713.1;M;20240807;20240918;1045000;R2;R;RESIDENCE;;ECA;;0;AU425740;
C;102;3750569;5;20240923 01:05;16/1191876;
D;102;3750569;5;20240923 01:05;P;;;;;;
D;102;3750569;5;20240923 01:05;P;;;;;;
D;102;3750569;5;20240923 01:05;V;;;;;;
D;102;3750569;5;20240923 01:05;V;;;;;;
B;102;1107894;6;20240923 01:05;;;17;BIRRIGA AVE;BUNDANOON;2578;670.3;M;20240624;20240917;1235000;R2;R;RESIDENCE;;QAA;;0;AU422428;
C;102;1107894;6;20240923 01:05;9/9429;
D;102;1107894;6;20240923 01:05;P;;;;;;
D;102;1107894;6;20240923 01:05;P;;;;;;
D;102;1107894;6;20240923 01:05;V;;;;;;
B;102;1107075;7;20240923 01:05;;;4;BANKSIA ST;COLO VALE;2575;765.1;M;20240803;20240916;560000;R2;R;RESIDENCE;;CAA;;0;AU418696;
C;102;1107075;7;20240923 01:05;8/6/2389;
D;102;1107075;7;20240923 01:05;P;;;;;;
D;102;1107075;7;20240923 01:05;V;;;;;;
D;102;1107075;7;20240923 01:05;V;;;;;;
B;102;1108529;8;20240923 01:05;;;57;BENDOOLEY ST;BOWRAL;2576;847.3;M;20240808;20240919;1650000;E1;3;OFFICE;;EAF;;0;AU428934;
C;102;1108529;8;20240923 01:05;22/527951;
D;102;1108529;8;20240923 01:05;P;;;;;;
D;102;1108529;8;20240923 01:05;P;;;;;;
D;102;1108529;8;20240923 01:05;P;;;;;;
D;102;1108529;8;20240923 01:05;P;;;;;;
D;102;1108529;8;20240923 01:05;P;;;;;;
D;102;1108529;8;20240923 01:05;V;;;;;;
B;102;1108045;9;20240923 01:05;;;5;BOARDMAN RD;BOWRAL;2576;1289;M;20240625;20240917;1650000;R2;R;RESIDENCE;;NAA;;0;AU421816;
C;102;1108045;9;20240923 01:05;1/1007086;
D;102;1108045;9;20240923 01:05;P;;;;;;
D;102;1108045;9;20240923 01:05;P;;;;;;
D;102;1108045;9;20240923 01:05;V;;;;;;
D;102;1108045;9;20240923 01:05;V;;;;;;
B;102;1117063;10;20240923 01:05;;;14;MERYLA ST;ROBERTSON;2577;651.3;M;20240712;20240916;1200000;R2;R;RESIDENCE;;DUA;;0;AU417565;
C;102;1117063;10;20240923 01:05;3/244671;
D;102;1117063;10;20240923 01:05;P;;;;;;
D;102;1117063;10;20240923 01:05;V;;;;;;
B;102;1117371;11;20240923 01:05;MT EYMARD;103;502;MOSS VALE RD;BOWRAL;2576;52;M;20240717;20240828;336000;;R;RESIDENCE;138;;;0;AU370272;
C;102;1117371;11;20240923 01:05;138/SP41974;
D;102;1117371;11;20240923 01:05;P;;;;;;
D;102;1117371;11;20240923 01:05;V;;;;;;
B;102;1125538;12;20240923 01:05;;;21;WINIFRED CRES;MITTAGONG;2575;770;M;20240805;20240916;790000;R2;R;RESIDENCE;;LDA;;0;AU417666;
C;102;1125538;12;20240923 01:05;33/712783;
D;102;1125538;12;20240923 01:05;P;;;;;;
D;102;1125538;12;20240923 01:05;V;;;;;;
B;102;1117595;13;20240923 01:05;;;619;MOSS VALE RD;BURRADOO;2576;4047;M;20240808;20240919;1800000;R5;R;RESIDENCE;;NWA;;0;AU429467;
C;102;1117595;13;20240923 01:05;12/238802;
D;102;1117595;13;20240923 01:05;P;;;;;;
D;102;1117595;13;20240923 01:05;V;;;;;;
D;102;1117595;13;20240923 01:05;V;;;;;;
B;102;1109951;14;20240923 01:05;;;36;CHERRY TREE CL;MOSS VALE;2577;909.7;M;20240802;20240913;930000;R2;R;RESIDENCE;;ECA;;0;AU413969;
C;102;1109951;14;20240923 01:05;36/263656;
D;102;1109951;14;20240923 01:05;P;;;;;;
D;102;1109951;14;20240923 01:05;P;;;;;;
D;102;1109951;14;20240923 01:05;V;;;;;;
B;102;1115275;15;20240923 01:05;;11;61;KIRKHAM ST;MOSS VALE;2577;;;20240821;20240919;585000;;R;RESIDENCE;11;;;0;AU428894;
C;102;1115275;15;20240923 01:05;11/SP35862;
D;102;1115275;15;20240923 01:05;P;;;;;;
D;102;1115275;15;20240923 01:05;P;;;;;;
D;102;1115275;15;20240923 01:05;V;;;;;;
B;102;1115275;16;20240923 01:05;;18;61;KIRKHAM ST;MOSS VALE;2577;;;20240822;20240919;575000;;R;RESIDENCE;18;;;0;AU430865;
C;102;1115275;16;20240923 01:05;18/SP35862;
D;102;1115275;16;20240923 01:05;P;;;;;;
D;102;1115275;16;20240923 01:05;V;;;;;;
B;102;1121134;17;20240923 01:05;WALLANGUNDA;;53;MISSINGHAM PDE;ROBERTSON;2577;18.68;H;20240613;20240913;4575000;C3;R;RESIDENCE;;MDM;;0;AU416020;
C;102;1121134;17;20240923 01:05;2/45774 13/587696;
D;102;1121134;17;20240923 01:05;P;;;;;;
D;102;1121134;17;20240923 01:05;V;;;;;;
B;102;1124667;18;20240923 01:05;;;11;WATTLE ST;COLO VALE;2575;704.9;M;20240806;20240917;775000;R2;R;RESIDENCE;;CAA;;0;AU422353;
C;102;1124667;18;20240923 01:05;6/16/2944;
D;102;1124667;18;20240923 01:05;P;;;;;;
D;102;1124667;18;20240923 01:05;P;;;;;;
D;102;1124667;18;20240923 01:05;V;;;;;;
B;102;1111433;19;20240923 01:05;;;26;EBURY ST;BUNDANOON;2578;575.4;M;20240819;20240916;575000;R3;R;RESIDENCE;;BMD;;0;AU419384;
C;102;1111433;19;20240923 01:05;13/1/1510;
D;102;1111433;19;20240923 01:05;P;;;;;;
D;102;1111433;19;20240923 01:05;V;;;;;;
D;102;1111433;19;20240923 01:05;V;;;;;;
B;102;3258026;20;20240923 01:05;;6;19;OAKLANDS ST;MITTAGONG;2575;;;20240614;20240912;1291155;;R;RESIDENCE;6;;;0;AU409442;
C;102;3258026;20;20240923 01:05;6/SP77271;
D;102;3258026;20;20240923 01:05;P;;;;;;
D;102;3258026;20;20240923 01:05;P;;;;;;
D;102;3258026;20;20240923 01:05;V;;;;;;
D;102;3258026;20;20240923 01:05;V;;;;;;
B;102;4303429;21;20240923 01:05;;;71;PENROSE RD;BUNDANOON;2578;6993;M;20240808;20240919;1320000;R2;R;RESIDENCE;;QAA;;0;AU429064;
C;102;4303429;21;20240923 01:05;10/8906;
D;102;4303429;21;20240923 01:05;P;;;;;;
D;102;4303429;21;20240923 01:05;P;;;;;;
D;102;4303429;21;20240923 01:05;V;;;;;;
B;102;4372870;22;20240923 01:05;;;3;HERITAGE DR;BUNDANOON;2578;4001;M;20240315;20240916;975000;R5;V;VACANT LAND;;QEA;;0;AU420996;
C;102;4372870;22;20240923 01:05;102/1262119;
D;102;4372870;22;20240923 01:05;P;;;;;;
D;102;4372870;22;20240923 01:05;V;;;;;;
Z;110;22;22;64;
