A;RTSALEDATA;240;20240923 01:07;VALNET;
B;240;2637903;1;20240923 01:07;;;9;STATION ST;GILGANDRA;2827;2412.6;M;20240722;20240916;300000;R1;R;RESIDENCE;;GSR;;0;AU418821;
C;240;2637903;1;20240923 01:07;10, 11/5865 B/365050;
D;240;2637903;1;20240923 01:07;P;;;;;;
D;240;2637903;1;20240923 01:07;V;;;;;;
B;240;2638042;2;20240923 01:07;;;50;WAMBOIN ST;GILGANDRA;2827;1170;M;20240830;20240913;260000;R1;R;RESIDENCE;;GSR;;0;AU416238;
C;240;2638042;2;20240923 01:07;B/385748;
D;240;2638042;2;20240923 01:07;P;;;;;;
D;240;2638042;2;20240923 01:07;V;;;;;;
B;240;2638086;3;20240923 01:07;;;206;WARREN RD;GILGANDRA;2827;848.7;M;20240819;20240916;330000;R1;R;RESIDENCE;;GSR;;0;AU419386;
C;240;2638086;3;20240923 01:07;281/592000;
D;240;2638086;3;20240923 01:07;P;;;;;;
D;240;2638086;3;20240923 01:07;V;;;;;;
D;240;2638086;3;20240923 01:07;V;;;;;;
B;240;2638613;4;20240923 01:07;;;4510;TOORAWEENAH RD;TOORAWEENAH;2817;624.8;H;20240805;20240916;2300000;RU1;3;FARM;;RMG;;0;AU417258;
C;240;2638613;4;20240923 01:07;15, 16/753381;
D;240;2638613;4;20240923 01:07;P;;;;;;
D;240;2638613;4;20240923 01:07;P;;;;;;
D;240;2638613;4;20240923 01:07;V;;;;;;
D;240;2638613;4;20240923 01:07;V;;;;;;
Z;21;4;4;11;
