A;RTSALEDATA;217;20240923 01:06;VALNET;
B;217;4161225;1;20240923 01:06;;;5;EACOTT ST;LEPPINGTON;2179;375;M;20240804;20240916;1165000;R2;R;RESIDENCE;;EHE;;0;AU420443;
C;217;4161225;1;20240923 01:06;4053/1213167;
D;217;4161225;1;20240923 01:06;P;;;;;;
D;217;4161225;1;20240923 01:06;P;;;;;;
D;217;4161225;1;20240923 01:06;V;;;;;;
D;217;4161225;1;20240923 01:06;V;;;;;;
B;217;4200195;2;20240923 01:06;;;76;KOOKABURRA DR;GREGORY HILLS;2557;264;M;20240805;20240913;980000;;R;RESIDENCE;1;;;0;AU414414;
C;217;4200195;2;20240923 01:06;1/SP98671;
D;217;4200195;2;20240923 01:06;P;;;;;;
D;217;4200195;2;20240923 01:06;P;;;;;;
D;217;4200195;2;20240923 01:06;V;;;;;;
B;217;4159155;3;20240923 01:06;;;44 B;BOURNE RDGE;ORAN PARK;2570;300;M;20240809;20240913;1190000;R1;R;RESIDENCE;;GCA;;0;AU413903;
C;217;4159155;3;20240923 01:06;1/1241066;
D;217;4159155;3;20240923 01:06;P;;;;;;
D;217;4159155;3;20240923 01:06;P;;;;;;
D;217;4159155;3;20240923 01:06;V;;;;;;
D;217;4159155;3;20240923 01:06;V;;;;;;
B;217;4215756;4;20240923 01:06;;;178;VILLAGE CCT;GREGORY HILLS;2557;442;M;20240812;20240916;1320000;R1;R;RESIDENCE;;GCJ;;0;AU419261;
C;217;4215756;4;20240923 01:06;392/1242956;
D;217;4215756;4;20240923 01:06;P;;;;;;
D;217;4215756;4;20240923 01:06;P;;;;;;
D;217;4215756;4;20240923 01:06;V;;;;;;
D;217;4215756;4;20240923 01:06;V;;;;;;
B;217;4187947;5;20240923 01:06;;;10;OAK FLAT AVE;COBBITTY;2570;300;M;20240819;20240913;880000;R1;R;RESIDENCE;;COB;;0;AU416002;
C;217;4187947;5;20240923 01:06;611/1231304;
D;217;4187947;5;20240923 01:06;P;;;;;;
D;217;4187947;5;20240923 01:06;P;;;;;;
D;217;4187947;5;20240923 01:06;V;;;;;;
D;217;4187947;5;20240923 01:06;V;;;;;;
B;217;3038799;6;20240923 01:06;;;13;CAPE BANKS DR;HARRINGTON PARK;2567;608;M;20240808;20240919;1500000;R2;R;RESIDENCE;;AWA;;0;AU431322;
C;217;3038799;6;20240923 01:06;2427/1053923;
D;217;3038799;6;20240923 01:06;P;;;;;;
D;217;3038799;6;20240923 01:06;P;;;;;;
D;217;3038799;6;20240923 01:06;V;;;;;;
D;217;3038799;6;20240923 01:06;V;;;;;;
B;217;3561455;7;20240923 01:06;;;9;FELIX ST;GREGORY HILLS;2557;548.9;M;20240711;20240918;1285000;R1;R;RESIDENCE;;GCJ;;0;AU427054;
C;217;3561455;7;20240923 01:06;1114/1153632;
D;217;3561455;7;20240923 01:06;P;;;;;;
D;217;3561455;7;20240923 01:06;P;;;;;;
D;217;3561455;7;20240923 01:06;V;;;;;;
D;217;3561455;7;20240923 01:06;V;;;;;;
B;217;3646783;8;20240923 01:06;;;2;AMBROSE ST;ORAN PARK;2570;604.9;M;20240822;20240913;1250000;R1;R;RESIDENCE;;GCA;;0;AU414134;
C;217;3646783;8;20240923 01:06;3261/1161640;
D;217;3646783;8;20240923 01:06;P;;;;;;
D;217;3646783;8;20240923 01:06;P;;;;;;
D;217;3646783;8;20240923 01:06;V;;;;;;
B;217;4030953;9;20240923 01:06;;;51;OLIVE HILL DR;COBBITTY;2570;419.9;M;20240715;20240913;1030000;R1;R;RESIDENCE;;COB;;0;AU416383;
C;217;4030953;9;20240923 01:06;969/1218208;
D;217;4030953;9;20240923 01:06;P;;;;;;
D;217;4030953;9;20240923 01:06;P;;;;;;
D;217;4030953;9;20240923 01:06;V;;;;;;
D;217;4030953;9;20240923 01:06;V;;;;;;
B;217;4053878;10;20240923 01:06;;;1;ENTWISTLE CRES;HARRINGTON PARK;2567;868.2;M;20240528;20240917;2417500;C4;R;RESIDENCE;;GCD;;0;AU423570;
C;217;4053878;10;20240923 01:06;95/271067;
D;217;4053878;10;20240923 01:06;P;;;;;;
D;217;4053878;10;20240923 01:06;P;;;;;;
D;217;4053878;10;20240923 01:06;V;;;;;;
B;217;4130976;11;20240923 01:06;;;59 A;CORDER DR;SPRING FARM;2570;796.3;M;20240801;20240919;1180000;R1;R;RESIDENCE;;EAA;;0;AU431626;
C;217;4130976;11;20240923 01:06;2309/1202373;
D;217;4130976;11;20240923 01:06;P;;;;;;
D;217;4130976;11;20240923 01:06;V;;;;;;
B;217;4048280;12;20240923 01:06;;;10;BELLINGHAM ST;NARELLAN;2567;1489;M;20240802;20240913;1392215;E4;V;VACANT LAND;;EFA;;0;AU414654;
C;217;4048280;12;20240923 01:06;17/247085;
D;217;4048280;12;20240923 01:06;P;;;;;;
D;217;4048280;12;20240923 01:06;P;;;;;;
D;217;4048280;12;20240923 01:06;V;;;;;;
B;217;4553217;13;20240923 01:06;;3;4;FORDHAM WAY;ORAN PARK;2570;167;M;20240809;20240913;940000;;R;RESIDENCE;23;;;0;AU416645;
C;217;4553217;13;20240923 01:06;23/SP104416;
D;217;4553217;13;20240923 01:06;P;;;;;;
D;217;4553217;13;20240923 01:06;V;;;;;;
D;217;4553217;13;20240923 01:06;V;;;;;;
B;217;4553217;14;20240923 01:06;;208;4;FORDHAM WAY;ORAN PARK;2570;127;M;20240802;20240913;765000;;R;RESIDENCE;28;;;0;AU413924;
