A;RTSALEDATA;085;20240923 01:05;VALNET;
B;085;727275;1;20240923 01:05;;;55;KARILLA AVE;LANE COVE NORTH;2066;812.9;M;20240918;20240918;2000000;R2;R;RESIDENCE;;RAG;;0;AU428140;
C;085;727275;1;20240923 01:05;11/6/7817;
D;085;727275;1;20240923 01:05;P;;;;;;
D;085;727275;1;20240923 01:05;P;;;;;;
D;085;727275;1;20240923 01:05;P;;;;;;
D;085;727275;1;20240923 01:05;V;;;;;;
D;085;727275;1;20240923 01:05;V;;;;;;
B;085;728324;2;20240923 01:05;;12;11;LONGUEVILLE RD;LANE COVE NORTH;2066;;;20240805;20240916;886500;;R;RESIDENCE;12;;;0;AU420988;
C;085;728324;2;20240923 01:05;12/SP1318;
D;085;728324;2;20240923 01:05;P;;;;;;
D;085;728324;2;20240923 01:05;P;;;;;;
D;085;728324;2;20240923 01:05;V;;;;;;
D;085;728324;2;20240923 01:05;V;;;;;;
B;085;728324;3;20240923 01:05;;27;13;LONGUEVILLE RD;LANE COVE;2066;;;20240805;20240916;886500;;R;RESIDENCE;27;;;0;AU420988;
C;085;728324;3;20240923 01:05;27/SP1318;
D;085;728324;3;20240923 01:05;P;;;;;;
D;085;728324;3;20240923 01:05;P;;;;;;
D;085;728324;3;20240923 01:05;V;;;;;;
D;085;728324;3;20240923 01:05;V;;;;;;
B;085;725882;4;20240923 01:05;;11;52;GREENWICH RD;GREENWICH;2065;;;20240825;20240916;426600;;R;RESIDENCE;11;;;0;AU417803;
C;085;725882;4;20240923 01:05;11/SP3692;
D;085;725882;4;20240923 01:05;P;;;;;;
D;085;725882;4;20240923 01:05;P;;;;;;
D;085;725882;4;20240923 01:05;V;;;;;;
D;085;725882;4;20240923 01:05;V;;;;;;
D;085;725882;4;20240923 01:05;V;;;;;;
B;085;725882;5;20240923 01:05;;22;52;GREENWICH RD;GREENWICH;2065;;;20240825;20240916;426600;;R;RESIDENCE;22;;;0;AU417803;
C;085;725882;5;20240923 01:05;22/SP3692;
D;085;725882;5;20240923 01:05;P;;;;;;
D;085;725882;5;20240923 01:05;P;;;;;;
D;085;725882;5;20240923 01:05;V;;;;;;
D;085;725882;5;20240923 01:05;V;;;;;;
D;085;725882;5;20240923 01:05;V;;;;;;
B;085;3014345;6;20240923 01:05;;1;28;AUSTIN ST;LANE COVE;2066;;;20240816;20240913;3060000;;R;RESIDENCE;1;;;0;AU413602;
C;085;3014345;6;20240923 01:05;1/SP68120;
D;085;3014345;6;20240923 01:05;P;;;;;;
D;085;3014345;6;20240923 01:05;P;;;;;;
D;085;3014345;6;20240923 01:05;V;;;;;;
D;085;3014345;6;20240923 01:05;V;;;;;;
B;085;4031439;7;20240923 01:05;;101;542;MOWBRAY RD W;LANE COVE NORTH;2066;187;M;20240808;20240919;1128000;;R;RESIDENCE;1;;;0;AU429308;
C;085;4031439;7;20240923 01:05;1/SP95590;
D;085;4031439;7;20240923 01:05;P;;;;;;
D;085;4031439;7;20240923 01:05;V;;;;;;
D;085;4031439;7;20240923 01:05;V;;;;;;
B;085;4515278;8;20240923 01:05;;;213 A;BURNS BAY RD;LANE COVE WEST;2066;227.6;M;20240308;20240916;2700000;R3;R;RESIDENCE;;RMD;;0;AU420556;
C;085;4515278;8;20240923 01:05;21/16189;
D;085;4515278;8;20240923 01:05;P;;;;;;
D;085;4515278;8;20240923 01:05;V;;;;;;
B;085;723066;9;20240923 01:05;;;347 A;BURNS BAY RD;LANE COVE WEST;2066;879;M;20240903;20240917;1800000;R2;R;RESIDENCE;;RAV;;0;AU424547;
C;085;723066;9;20240923 01:05;C/377007;
D;085;723066;9;20240923 01:05;P;;;;;;
D;085;723066;9;20240923 01:05;V;;;;;;
B;085;720236;10;20240923 01:05;;;13;ALLISON AVE;LANE COVE;2066;560.3;M;20240713;20240913;3210000;R2;R;RESIDENCE;;RAM;;0;AU415064;
C;085;720236;10;20240923 01:05;41/11416;
D;085;720236;10;20240923 01:05;P;;;;;;
D;085;720236;10;20240923 01:05;P;;;;;;
D;085;720236;10;20240923 01:05;V;;;;;;
D;085;720236;10;20240923 01:05;V;;;;;;
B;085;720479;11;20240923 01:05;;;22 A;ARABELLA ST;LONGUEVILLE;2066;562.8;M;20240612;20240917;7550000;R2;R;RESIDENCE;;RAC;;0;AU422919;
C;085;720479;11;20240923 01:05;2/546447;
D;085;720479;11;20240923 01:05;P;;;;;;
D;085;720479;11;20240923 01:05;V;;;;;;
B;085;726044;12;20240923 01:05;;;37;HAMILTON ST;RIVERVIEW;2066;619.7;M;20240704;20240913;4325000;R2;R;RESIDENCE;;RAB;;0;AU415221;
C;085;726044;12;20240923 01:05;51/12009;
D;085;726044;12;20240923 01:05;P;;;;;;
D;085;726044;12;20240923 01:05;P;;;;;;
D;085;726044;12;20240923 01:05;V;;;;;;
B;085;729380;13;20240923 01:05;;;23;MIRAMONT AVE;RIVERVIEW;2066;650.2;M;20240524;20240913;3530000;R2;R;RESIDENCE;;RAB;;0;AU413850;
C;085;729380;13;20240923 01:05;40/16472;
D;085;729380;13;20240923 01:05;P;;;;;;
D;085;729380;13;20240923 01:05;P;;;;;;
D;085;729380;13;20240923 01:05;V;;;;;;
B;085;3323075;14;20240923 01:05;;28;194;PACIFIC HWY;GREENWICH;2065;;;20240528;20240913;220000;;R;RESIDENCE;28;;;0;AU414968;
C;085;3323075;14;20240923 01:05;28/SP79099;
D;085;3323075;14;20240923 01:05;P;;;;;;
D;085;3323075;14;20240923 01:05;V;;;;;;
B;085;4391476;15;20240923 01:05;;2703;500;PACIFIC HWY;ST LEONARDS;2065;155;M;20240726;20240913;1680000;;R;RESIDENCE;212;;;0;AU414201;
C;085;4391476;15;20240923 01:05;212/SP102041;
D;085;4391476;15;20240923 01:05;P;;;;;;
D;085;4391476;15;20240923 01:05;V;;;;;;
B;085;4464183;16;20240923 01:05;;1506;88 A;CHRISTIE ST;ST LEONARDS;2065;60;M;20240815;20240919;915000;;R;RESIDENCE;148;;;0;AU429934;
C;085;4464183;16;20240923 01:05;148/SP104770;
D;085;4464183;16;20240923 01:05;P;;;;;;
D;085;4464183;16;20240923 01:05;V;;;;;;
B;085;4464183;17;20240923 01:05;;4408;88 A;CHRISTIE ST;ST LEONARDS;2065;131;M;20240705;20240918;1516000;;R;RESIDENCE;426;;;0;AU426569;
C;085;4464183;17;20240923 01:05;426/SP104770;
D;085;4464183;17;20240923 01:05;P;;;;;;
D;085;4464183;17;20240923 01:05;V;;;;;;
B;085;4464183;18;20240923 01:05;;203;88 B;CHRISTIE ST;ST LEONARDS;2065;113;M;20240808;20240919;1405000;;R;RESIDENCE;443;;;0;AU429551;
C;085;4464183;18;20240923 01:05;443/SP104770;
D;085;4464183;18;20240923 01:05;P;;;;;;
D;085;4464183;18;20240923 01:05;P;;;;;;
D;085;4464183;18;20240923 01:05;V;;;;;;
B;085;3865285;19;20240923 01:05;;311 B;7;CENTENNIAL AVE;LANE COVE NORTH;2066;101;M;20240812;20240916;940000;;R;RESIDENCE;101;;;0;AU418910;
C;085;3865285;19;20240923 01:05;101/SP91534;
D;085;3865285;19;20240923 01:05;P;;;;;;
D;085;3865285;19;20240923 01:05;V;;;;;;
B;085;3765046;20;20240923 01:05;;44;626;MOWBRAY RD W;LANE COVE NORTH;2066;120;M;20240802;20240913;903000;;R;RESIDENCE;44;;;0;AU414419;
C;085;3765046;20;20240923 01:05;44/SP89642;
D;085;3765046;20;20240923 01:05;P;;;;;;
D;085;3765046;20;20240923 01:05;V;;;;;;
B;085;3918423;21;20240923 01:05;;1;600;MOWBRAY RD W;LANE COVE NORTH;2066;172;M;20240710;20240918;1090000;;R;RESIDENCE;1;;;0;AU426942;
C;085;3918423;21;20240923 01:05;1/SP89248;
D;085;3918423;21;20240923 01:05;P;;;;;;
D;085;3918423;21;20240923 01:05;P;;;;;;
D;085;3918423;21;20240923 01:05;V;;;;;;
Z;108;21;21;64;
