A;RTSALEDATA;164;20240923 01:06;VALNET;
B;164;3042730;1;20240923 01:06;;;4;COACHWOOD CL;NAMBUCCA HEADS;2448;636.1;M;20240807;20240918;850000;R1;R;RESIDENCE;;ANH;;0;AU425307;
C;164;3042730;1;20240923 01:06;2/1059694;
D;164;3042730;1;20240923 01:06;P;;;;;;
D;164;3042730;1;20240923 01:06;V;;;;;;
D;164;3042730;1;20240923 01:06;V;;;;;;
B;164;4568706;2;20240923 01:06;;;5;HALL RD;EUNGAI CREEK;2441;1478;M;20240621;20240918;600000;;R;RESIDENCE;;;;0;AU428261;
C;164;4568706;2;20240923 01:06;201/1306773;
D;164;4568706;2;20240923 01:06;P;;;;;;
D;164;4568706;2;20240923 01:06;P;;;;;;
D;164;4568706;2;20240923 01:06;V;;;;;;
B;164;4571279;3;20240923 01:06;;;17;BEDWELL PL;CONGARINNI NORTH;2447;1.001;H;20240815;20240919;382000;;V;VACANT LAND;;;;0;AU429805;
C;164;4571279;3;20240923 01:06;7/1306714;
D;164;4571279;3;20240923 01:06;P;;;;;;
D;164;4571279;3;20240923 01:06;P;;;;;;
D;164;4571279;3;20240923 01:06;V;;;;;;
B;164;1794765;4;20240923 01:06;;;2135;TAYLORS ARM RD;TAYLORS ARM;2447;3.891;H;20240905;20240913;875000;RU2;R;RESIDENCE;;RCD;;0;AU415307;
C;164;1794765;4;20240923 01:06;25/263362;
D;164;1794765;4;20240923 01:06;P;;;;;;
D;164;1794765;4;20240923 01:06;P;;;;;;
D;164;1794765;4;20240923 01:06;V;;;;;;
B;164;1792884;5;20240923 01:06;;;15;CONEN ST;BOWRAVILLE;2449;860;M;20240802;20240916;525000;RU5;R;RESIDENCE;;VBW;;0;AU420017;
C;164;1792884;5;20240923 01:06;3/D/5624;
D;164;1792884;5;20240923 01:06;P;;;;;;
D;164;1792884;5;20240923 01:06;P;;;;;;
D;164;1792884;5;20240923 01:06;V;;;;;;
D;164;1792884;5;20240923 01:06;V;;;;;;
B;164;1792994;6;20240923 01:06;;;47;HIGH ST;BOWRAVILLE;2449;271.9;M;20240807;20240918;455000;RU5;R;RESIDENCE;;VBW;;0;AU426900;
C;164;1792994;6;20240923 01:06;1/406493;
D;164;1792994;6;20240923 01:06;P;;;;;;
D;164;1792994;6;20240923 01:06;V;;;;;;
B;164;1798668;7;20240923 01:06;;;2;WOODS LANE;NAMBUCCA HEADS;2448;712.4;M;20240826;20240916;580000;E2;R;RESIDENCE;;ECA;;0;AU418888;
C;164;1798668;7;20240923 01:06;162/845241;
D;164;1798668;7;20240923 01:06;P;;;;;;
D;164;1798668;7;20240923 01:06;V;;;;;;
D;164;1798668;7;20240923 01:06;V;;;;;;
B;164;1794529;8;20240923 01:06;;;137;WALLACE ST;MACKSVILLE;2447;1168;M;20240806;20240917;670000;R1;R;RESIDENCE;;AAE;;0;AU422779;
C;164;1794529;8;20240923 01:06;1/248624;
D;164;1794529;8;20240923 01:06;P;;;;;;
D;164;1794529;8;20240923 01:06;P;;;;;;
D;164;1794529;8;20240923 01:06;V;;;;;;
B;164;4408145;9;20240923 01:06;;;3;JANGGAL JANGGAL RD;NAMBUCCA HEADS;2448;621.5;M;20240827;20240913;810000;R1;R;RESIDENCE;;ANH;;0;AU414759;
C;164;4408145;9;20240923 01:06;14/1273809;
D;164;4408145;9;20240923 01:06;P;;;;;;
D;164;4408145;9;20240923 01:06;P;;;;;;
D;164;4408145;9;20240923 01:06;V;;;;;;
B;164;4496933;10;20240923 01:06;;;1;BIRRAW ST;NAMBUCCA HEADS;2448;537.6;M;20240807;20240918;260000;R1;V;VACANT LAND;;ANH;;0;AU425603;
C;164;4496933;10;20240923 01:06;69/1273813;
D;164;4496933;10;20240923 01:06;P;;;;;;
D;164;4496933;10;20240923 01:06;V;;;;;;
B;164;3819330;11;20240923 01:06;;;288;LOWER BUCKRA BENDINNI RD;BUCKRA BENDINNI;2449;3.243;H;20240802;20240913;675000;RU2;R;RESIDENCE;;RCD;;0;AU414690;
C;164;3819330;11;20240923 01:06;124/755538 1/1198580;
D;164;3819330;11;20240923 01:06;P;;;;;;
D;164;3819330;11;20240923 01:06;P;;;;;;
D;164;3819330;11;20240923 01:06;V;;;;;;
Z;56;11;11;32;
