A;RTSALEDATA;018;20240923 01:05;VALNET;
B;018;390811;1;20240923 01:05;;;7;DANDAR RD;BEGA;2550;815.7;M;20240814;20240913;585000;R2;R;RESIDENCE;;BRH;;0;AU414683;
C;018;390811;1;20240923 01:05;35/231933;
D;018;390811;1;20240923 01:05;P;;;;;;
D;018;390811;1;20240923 01:05;V;;;;;;
D;018;390811;1;20240923 01:05;V;;;;;;
B;018;391184;2;20240923 01:05;;2;56;HIGH ST;BEGA;2550;;;20240823;20240916;590000;;R;RESIDENCE;2;;;0;AU419923;
C;018;391184;2;20240923 01:05;2/SP61146;
D;018;391184;2;20240923 01:05;P;;;;;;
D;018;391184;2;20240923 01:05;V;;;;;;
D;018;391184;2;20240923 01:05;V;;;;;;
B;018;392487;3;20240923 01:05;SHIRALEE LODGE;14;120;LAMONT ST;BERMAGUI;2546;;;20240819;20240918;250000;;R;RESIDENCE;14;;;0;AU426687;
C;018;392487;3;20240923 01:05;14/SP44211;
D;018;392487;3;20240923 01:05;P;;;;;;
D;018;392487;3;20240923 01:05;V;;;;;;
D;018;392487;3;20240923 01:05;V;;;;;;
B;018;401074;4;20240923 01:05;;;216;PACIFIC WAY;TURA BEACH;2548;1254;M;20240911;20240913;920000;R2;R;RESIDENCE;;BRI;;0;AU413512;
C;018;401074;4;20240923 01:05;3142/773432;
D;018;401074;4;20240923 01:05;P;;;;;;
D;018;401074;4;20240923 01:05;P;;;;;;
D;018;401074;4;20240923 01:05;V;;;;;;
B;018;401432;5;20240923 01:05;;;20;THE DRESS CIR;TURA BEACH;2548;1005;M;20240807;20240918;705000;R2;V;VACANT LAND;;BRI;;0;AU426518;
C;018;401432;5;20240923 01:05;53/1004985;
D;018;401432;5;20240923 01:05;P;;;;;;
D;018;401432;5;20240923 01:05;P;;;;;;
D;018;401432;5;20240923 01:05;V;;;;;;
D;018;401432;5;20240923 01:05;V;;;;;;
B;018;399139;6;20240923 01:05;;;18;KING ST;SOUTH PAMBULA;2549;836;M;20240808;20240916;695000;R2;R;RESIDENCE;;BRS;;0;AU418108;
C;018;399139;6;20240923 01:05;19/2/193102;
D;018;399139;6;20240923 01:05;P;;;;;;
D;018;399139;6;20240923 01:05;P;;;;;;
D;018;399139;6;20240923 01:05;V;;;;;;
B;018;399671;7;20240923 01:05;;;14;KILLARNEY RD;TATHRA;2550;696.8;M;20240816;20240916;925000;R2;R;RESIDENCE;;BRE;;0;AU420181;
C;018;399671;7;20240923 01:05;1/40705;
D;018;399671;7;20240923 01:05;P;;;;;;
D;018;399671;7;20240923 01:05;V;;;;;;
B;018;394630;8;20240923 01:05;;;53;IDA RODD DR;EDEN;2551;764.3;M;20240815;20240916;300000;R2;V;VACANT LAND;;BRT;;0;AU419170;
C;018;394630;8;20240923 01:05;57/793597;
D;018;394630;8;20240923 01:05;P;;;;;;
D;018;394630;8;20240923 01:05;P;;;;;;
D;018;394630;8;20240923 01:05;V;;;;;;
D;018;394630;8;20240923 01:05;V;;;;;;
B;018;400209;9;20240923 01:05;;;4;ALANNAH CL;TURA BEACH;2548;824.5;M;20240808;20240919;470000;R2;R;RESIDENCE;;BRI;;0;AU430021;
C;018;400209;9;20240923 01:05;80/869410;
D;018;400209;9;20240923 01:05;P;;;;;;
D;018;400209;9;20240923 01:05;P;;;;;;
D;018;400209;9;20240923 01:05;V;;;;;;
D;018;400209;9;20240923 01:05;V;;;;;;
B;018;403036;10;20240923 01:05;;;6;O'CONNELLS POINT RD;WALLAGA LAKE;2546;618.9;M;20240903;20240917;540000;R2;R;RESIDENCE;;BRA;;0;AU422855;
C;018;403036;10;20240923 01:05;45/249725;
D;018;403036;10;20240923 01:05;P;;;;;;
D;018;403036;10;20240923 01:05;V;;;;;;
B;018;400832;11;20240923 01:05;;;21;JAMES COOK CT;TURA BEACH;2548;1050;M;20240819;20240918;775000;R2;R;RESIDENCE;;BRI;;0;AU425979;
C;018;400832;11;20240923 01:05;3225/793192;
D;018;400832;11;20240923 01:05;P;;;;;;
D;018;400832;11;20240923 01:05;V;;;;;;
D;018;400832;11;20240923 01:05;V;;;;;;
B;018;405976;12;20240923 01:05;;;185;BALD HILLS RD;BALD HILLS;2549;5061;M;20240805;20240916;930000;C4;R;RESIDENCE;;BEO;;0;AU417400;
C;018;405976;12;20240923 01:05;1121/814426;
D;018;405976;12;20240923 01:05;P;;;;;;
D;018;405976;12;20240923 01:05;P;;;;;;
D;018;405976;12;20240923 01:05;V;;;;;;
B;018;4560435;13;20240923 01:05;;;26;WARBLER CCT;BEGA;2550;1040;M;20240815;20240916;400000;R3;V;VACANT LAND;;BMC;;0;AU419222;
C;018;4560435;13;20240923 01:05;16/1297606;
D;018;4560435;13;20240923 01:05;P;;;;;;
D;018;4560435;13;20240923 01:05;V;;;;;;
B;018;4571773;14;20240923 01:05;;;9;BEAUTY POINT RD;WALLAGA LAKE;2546;561.1;M;20240806;20240911;340000;;V;VACANT LAND;;;;0;AU406601;
C;018;4571773;14;20240923 01:05;9/250170;
D;018;4571773;14;20240923 01:05;P;;;;;;
D;018;4571773;14;20240923 01:05;P;;;;;;
D;018;4571773;14;20240923 01:05;V;;;;;;
D;018;4571773;14;20240923 01:05;V;;;;;;
D;018;4571773;14;20240923 01:05;V;;;;;;
B;018;3161236;15;20240923 01:05;;;153;MIRADOR DR;MIRADOR;2548;1005;M;20240806;20240916;850000;R2;R;RESIDENCE;;BRL;;0;AU417774;
C;018;3161236;15;20240923 01:05;319/1078178;
D;018;3161236;15;20240923 01:05;P;;;;;;
D;018;3161236;15;20240923 01:05;P;;;;;;
D;018;3161236;15;20240923 01:05;V;;;;;;
D;018;3161236;15;20240923 01:05;V;;;;;;
B;018;4283059;16;20240923 01:05;;;36;KOMIRRA DR;EDEN;2551;1.119;H;20240813;20240916;560000;R5;V;VACANT LAND;;BLC;;0;AU418906;
C;018;4283059;16;20240923 01:05;282/1262714;
D;018;4283059;16;20240923 01:05;P;;;;;;
D;018;4283059;16;20240923 01:05;V;;;;;;
D;018;4283059;16;20240923 01:05;V;;;;;;
Z;85;16;16;51;
