A;RTSALEDATA;084;20240923 01:05;VALNET;
B;084;3429468;1;20240923 01:05;;3;8;KOCHIA LANE;LINDFIELD;2070;;;20240626;20240918;2800000;;R;RESIDENCE;12;;;0;AU425809;
C;084;3429468;1;20240923 01:05;12/SP81401;
D;084;3429468;1;20240923 01:05;P;;;;;;
D;084;3429468;1;20240923 01:05;P;;;;;;
D;084;3429468;1;20240923 01:05;V;;;;;;
B;084;4151483;2;20240923 01:05;A302;302 A;5;TELEGRAPH RD;PYMBLE;2073;204;M;20240804;20240913;2100000;;R;RESIDENCE;45;;;0;AU414283;
C;084;4151483;2;20240923 01:05;45/SP92003;
D;084;4151483;2;20240923 01:05;P;;;;;;
D;084;4151483;2;20240923 01:05;V;;;;;;
B;084;4150919;3;20240923 01:05;;1;3;WONGA WONGA ST;TURRAMURRA;2074;505;M;20240828;20240917;3500000;;R;RESIDENCE;1;;;0;AU421728;
C;084;4150919;3;20240923 01:05;1/SP93278;
D;084;4150919;3;20240923 01:05;P;;;;;;
D;084;4150919;3;20240923 01:05;P;;;;;;
D;084;4150919;3;20240923 01:05;V;;;;;;
B;084;4227295;4;20240923 01:05;;207;183;MONA VALE RD;ST IVES;2075;;;20240806;20240918;950000;;R;RESIDENCE;13;;;0;AU426282;
C;084;4227295;4;20240923 01:05;13/SP99819;
D;084;4227295;4;20240923 01:05;P;;;;;;
D;084;4227295;4;20240923 01:05;V;;;;;;
B;084;4228610;5;20240923 01:05;;2;29;MOREE ST;GORDON;2072;216;M;20240720;20240916;2100000;;R;RESIDENCE;2;;;0;AU418461;
C;084;4228610;5;20240923 01:05;2/SP99727;
D;084;4228610;5;20240923 01:05;P;;;;;;
D;084;4228610;5;20240923 01:05;V;;;;;;
B;084;4158520;6;20240923 01:05;;907;1;AVON RD;PYMBLE;2073;;;20240719;20240913;1033000;;R;RESIDENCE;47;;;0;AU413722;
C;084;4158520;6;20240923 01:05;47/SP95299;
D;084;4158520;6;20240923 01:05;P;;;;;;
D;084;4158520;6;20240923 01:05;P;;;;;;
D;084;4158520;6;20240923 01:05;V;;;;;;
B;084;3517797;7;20240923 01:05;KILLARA GRAND ;18;9;BRUCE AVE;KILLARA;2071;;;20240806;20240917;2300000;;R;RESIDENCE;18;;;0;AU424576;
C;084;3517797;7;20240923 01:05;18/SP83741;
