A;RTSALEDATA;236;20240923 01:07;VALNET;
B;236;2626886;1;20240923 01:07;;;9;GREEN ST;COBAR;2835;1220;M;20240822;20240919;420000;R2;R;RESIDENCE;;ACA;;0;AU429108;
C;236;2626886;1;20240923 01:07;9/599;
D;236;2626886;1;20240923 01:07;P;;;;;;
D;236;2626886;1;20240923 01:07;V;;;;;;
D;236;2626886;1;20240923 01:07;V;;;;;;
B;236;2627334;2;20240923 01:07;;;15;MARSHALL ST;COBAR;2835;488.7;M;20240903;20240917;181000;E1;R;RESIDENCE;;EBC;;0;AU421651;
C;236;2627334;2;20240923 01:07;4/3130;
D;236;2627334;2;20240923 01:07;P;;;;;;
D;236;2627334;2;20240923 01:07;V;;;;;;
B;236;2627572;3;20240923 01:07;;;34;MORRISON ST;COBAR;2835;695.6;M;20240810;20240916;246000;R2;R;RESIDENCE;;ACA;;0;AU419766;
C;236;2627572;3;20240923 01:07;1/222917;
D;236;2627572;3;20240923 01:07;P;;;;;;
D;236;2627572;3;20240923 01:07;V;;;;;;
D;236;2627572;3;20240923 01:07;V;;;;;;
B;236;2626445;4;20240923 01:07;;;1;BOURKE ST;COBAR;2835;607;M;20240808;20240919;212000;R2;R;RESIDENCE;;ACA;;0;AU430502;
C;236;2626445;4;20240923 01:07;1/502635;
D;236;2626445;4;20240923 01:07;P;;;;;;
D;236;2626445;4;20240923 01:07;V;;;;;;
Z;20;4;4;10;
