A;RTSALEDATA;085;20240902 01:06;VALNET;
B;085;724814;1;20240902 01:06;;;27;EPPING RD;LANE COVE NORTH;2066;610.7;M;20240717;20240828;2150000;R2;R;RESIDENCE;;RAG;;0;AU369559;
C;085;724814;1;20240902 01:06;102/1056020;
D;085;724814;1;20240902 01:06;P;;;;;;
D;085;724814;1;20240902 01:06;P;;;;;;
D;085;724814;1;20240902 01:06;V;;;;;;
D;085;724814;1;20240902 01:06;V;;;;;;
D;085;724814;1;20240902 01:06;V;;;;;;
D;085;724814;1;20240902 01:06;V;;;;;;
B;085;730389;2;20240902 01:06;;5;8;MURRAY ST;LANE COVE NORTH;2066;;;20240702;20240827;800000;;R;RESIDENCE;5;;;0;AU366553;
C;085;730389;2;20240902 01:06;5/SP7806;
D;085;730389;2;20240902 01:06;P;;;;;;
D;085;730389;2;20240902 01:06;V;;;;;;
D;085;730389;2;20240902 01:06;V;;;;;;
B;085;727696;3;20240902 01:06;;6;60;LANDERS RD;LANE COVE NORTH;2066;;;20240808;20240828;900000;;R;RESIDENCE;6;;;0;AU368466;
C;085;727696;3;20240902 01:06;6/SP8259;
D;085;727696;3;20240902 01:06;P;;;;;;
D;085;727696;3;20240902 01:06;V;;;;;;
B;085;727813;4;20240902 01:06;;18;24;LANDERS RD;LANE COVE NORTH;2066;;;20240716;20240827;775000;;R;RESIDENCE;18;;;0;AU365440;
C;085;727813;4;20240902 01:06;18/SP5316;
D;085;727813;4;20240902 01:06;P;;;;;;
D;085;727813;4;20240902 01:06;P;;;;;;
D;085;727813;4;20240902 01:06;V;;;;;;
D;085;727813;4;20240902 01:06;V;;;;;;
B;085;733267;5;20240902 01:06;;1;33;STOKES ST;LANE COVE NORTH;2066;;;20240715;20240826;796000;;R;RESIDENCE;1;;;0;AU363065;
C;085;733267;5;20240902 01:06;1/SP5444;
D;085;733267;5;20240902 01:06;P;;;;;;
D;085;733267;5;20240902 01:06;P;;;;;;
D;085;733267;5;20240902 01:06;V;;;;;;
D;085;733267;5;20240902 01:06;V;;;;;;
B;085;725249;6;20240902 01:06;;;23;GARLING ST;LANE COVE WEST;2066;689.2;M;20240629;20240828;2911000;R2;R;RESIDENCE;;RAL;;0;AU369940;
C;085;725249;6;20240902 01:06;74/9653;
