A;RTSALEDATA;070;20240902 01:05;VALNET;
B;070;550063;1;20240902 01:05;;;33;AUDLEY ST;NARRANDERA;2700;657.6;M;20240718;20240829;362000;RU5;R;RESIDENCE;;NVM;;0;AU372655;
C;070;550063;1;20240902 01:05;B/337840;
D;070;550063;1;20240902 01:05;P;;;;;;
D;070;550063;1;20240902 01:05;V;;;;;;
D;070;550063;1;20240902 01:05;V;;;;;;
B;070;550956;2;20240902 01:05;;;5;JAPONICA PL;NARRANDERA;2700;783.2;M;20240624;20240823;380000;RU5;R;RESIDENCE;;NRL;;0;AU358992;
C;070;550956;2;20240902 01:05;3/88/258663;
D;070;550956;2;20240902 01:05;P;;;;;;
D;070;550956;2;20240902 01:05;P;;;;;;
D;070;550956;2;20240902 01:05;V;;;;;;
B;070;551260;3;20240902 01:05;;;67;MELBOURNE ST;NARRANDERA;2700;796.7;M;20240801;20240829;245000;RU5;R;RESIDENCE;;NVM;;0;AU372565;
C;070;551260;3;20240902 01:05;2/25029;
D;070;551260;3;20240902 01:05;P;;;;;;
D;070;551260;3;20240902 01:05;V;;;;;;
Z;16;3;3;8;
