A;RTSALEDATA;271;20240902 01:08;VALNET;
B;271;744001;1;20240902 01:08;;;10;LA PEROUSE ST;FAIRLIGHT;2094;464.8;M;20240619;20240826;5875000;R1;R;RESIDENCE;;RAE;;0;AU362009;
C;271;744001;1;20240902 01:08;38/5978;
D;271;744001;1;20240902 01:08;P;;;;;;
D;271;744001;1;20240902 01:08;P;;;;;;
D;271;744001;1;20240902 01:08;V;;;;;;
D;271;744001;1;20240902 01:08;V;;;;;;
B;271;741497;2;20240902 01:08;;;9;FAIRLIGHT ST;MANLY;2095;528.3;M;20240718;20240826;5510000;R1;R;RESIDENCE;;RAF;;0;AU362820;
C;271;741497;2;20240902 01:08;A/104734;
D;271;741497;2;20240902 01:08;P;;;;;;
D;271;741497;2;20240902 01:08;P;;;;;;
D;271;741497;2;20240902 01:08;V;;;;;;
D;271;741497;2;20240902 01:08;V;;;;;;
B;271;741592;3;20240902 01:08;;3;24;FAIRLIGHT ST;FAIRLIGHT;2094;;;20240723;20240829;947000;;R;RESIDENCE;3;;;0;AU373111;
C;271;741592;3;20240902 01:08;3/SP3347;
D;271;741592;3;20240902 01:08;P;;;;;;
D;271;741592;3;20240902 01:08;V;;;;;;
B;271;741592;4;20240902 01:08;;3;24;FAIRLIGHT ST;FAIRLIGHT;2094;;;20240723;20240829;947000;;R;RESIDENCE;29;;;0;AU373111;
C;271;741592;4;20240902 01:08;29/SP3347;
D;271;741592;4;20240902 01:08;P;;;;;;
D;271;741592;4;20240902 01:08;V;;;;;;
B;271;739492;5;20240902 01:08;;7;15;CRESCENT ST;FAIRLIGHT;2094;;;20240713;20240826;815000;;R;RESIDENCE;7;;;0;AU362184;
C;271;739492;5;20240902 01:08;7/SP432;
D;271;739492;5;20240902 01:08;P;;;;;;
D;271;739492;5;20240902 01:08;V;;;;;;
B;271;745143;6;20240902 01:08;;5;1;MARGARET ST;FAIRLIGHT;2094;;;20240627;20240829;1550000;;R;RESIDENCE;5;;;0;AU373113;
C;271;745143;6;20240902 01:08;5/SP29;
D;271;745143;6;20240902 01:08;P;;;;;;
D;271;745143;6;20240902 01:08;V;;;;;;
D;271;745143;6;20240902 01:08;V;;;;;;
B;271;745143;7;20240902 01:08;;5;1;MARGARET ST;FAIRLIGHT;2094;;;20240627;20240829;1550000;;R;RESIDENCE;14;;;0;AU373113;
C;271;745143;7;20240902 01:08;14/SP29;
D;271;745143;7;20240902 01:08;P;;;;;;
D;271;745143;7;20240902 01:08;V;;;;;;
D;271;745143;7;20240902 01:08;V;;;;;;
B;271;745356;8;20240902 01:08;;;30;MONTAUBAN AVE;SEAFORTH;2092;562.8;M;20240501;20240826;2550000;R2;R;RESIDENCE;;RAB;;0;AU362435;
C;271;745356;8;20240902 01:08;7/36493;
D;271;745356;8;20240902 01:08;P;;;;;;
D;271;745356;8;20240902 01:08;V;;;;;;
B;271;745357;9;20240902 01:08;;;32;MONTAUBAN AVE;SEAFORTH;2092;563.4;M;20240501;20240826;3000000;R2;R;RESIDENCE;;RAB;;0;AU362220;
C;271;745357;9;20240902 01:08;81/35319;
D;271;745357;9;20240902 01:08;P;;;;;;
D;271;745357;9;20240902 01:08;V;;;;;;
B;271;748033;10;20240902 01:08;;19;2;PATON PL;BALGOWLAH;2093;;;20240715;20240826;605605;;R;RESIDENCE;19;;;0;AU361083;
C;271;748033;10;20240902 01:08;19/SP53829;
D;271;748033;10;20240902 01:08;P;;;;;;
D;271;748033;10;20240902 01:08;P;;;;;;
D;271;748033;10;20240902 01:08;V;;;;;;
B;271;753142;11;20240902 01:08;;;79;WOOD ST;MANLY;2095;341;M;20240224;20240826;6330000;R1;R;RESIDENCE;;RMH;;0;AU363702;
C;271;753142;11;20240902 01:08;B/156353;
D;271;753142;11;20240902 01:08;P;;;;;;
D;271;753142;11;20240902 01:08;V;;;;;;
D;271;753142;11;20240902 01:08;V;;;;;;
B;271;748562;12;20240902 01:08;BALGOWLAH BUSINESS PARK;2;28;ROSEBERRY ST;BALGOWLAH;2093;;;20240801;20240829;1320000;;3;WAREHOUSE;2;;;0;AU372026;
C;271;748562;12;20240902 01:08;2/SP32449;
D;271;748562;12;20240902 01:08;P;;;;;;
D;271;748562;12;20240902 01:08;V;;;;;;
B;271;751459;13;20240902 01:08;;2;63;UPPER BEACH ST;BALGOWLAH;2093;;;20240801;20240829;2340000;;R;RESIDENCE;2;;;0;AU371792;
C;271;751459;13;20240902 01:08;2/SP2916;
D;271;751459;13;20240902 01:08;P;;;;;;
D;271;751459;13;20240902 01:08;P;;;;;;
D;271;751459;13;20240902 01:08;V;;;;;;
D;271;751459;13;20240902 01:08;V;;;;;;
B;271;751649;14;20240902 01:08;;13;5;VICTORIA PDE;MANLY;2095;;;20240717;20240828;3080000;;3;COMMERCIAL;13;;;0;AU369942;
C;271;751649;14;20240902 01:08;13/SP50451;
D;271;751649;14;20240902 01:08;P;;;;;;
D;271;751649;14;20240902 01:08;V;;;;;;
B;271;751649;15;20240902 01:08;;16;5;VICTORIA PDE;MANLY;2095;;;20240717;20240828;3080000;;3;COMMERCIAL;16;;;0;AU369942;
C;271;751649;15;20240902 01:08;16/SP50451;
D;271;751649;15;20240902 01:08;P;;;;;;
D;271;751649;15;20240902 01:08;V;;;;;;
B;271;751649;16;20240902 01:08;;17;5;VICTORIA PDE;MANLY;2095;;;20240717;20240828;3080000;;3;COMMERCIAL;17;;;0;AU369942;
C;271;751649;16;20240902 01:08;17/SP50451;
D;271;751649;16;20240902 01:08;P;;;;;;
D;271;751649;16;20240902 01:08;V;;;;;;
B;271;752118;17;20240902 01:08;;2;26;WATTLE AVE;FAIRLIGHT;2094;;;20240712;20240823;780000;;R;RESIDENCE;2;;;0;AU357312;
C;271;752118;17;20240902 01:08;2/SP296;
D;271;752118;17;20240902 01:08;P;;;;;;
D;271;752118;17;20240902 01:08;P;;;;;;
D;271;752118;17;20240902 01:08;V;;;;;;
B;271;749650;18;20240902 01:08;;7;168;SYDNEY RD;FAIRLIGHT;2094;;;20240716;20240823;1485000;;R;RESIDENCE;7;;;0;AU357252;
C;271;749650;18;20240902 01:08;7/SP4105;
D;271;749650;18;20240902 01:08;P;;;;;;
D;271;749650;18;20240902 01:08;P;;;;;;
D;271;749650;18;20240902 01:08;V;;;;;;
D;271;749650;18;20240902 01:08;V;;;;;;
B;271;2994422;19;20240902 01:08;;5;1;FUNDA PL;BROOKVALE;2100;;;20240717;20240828;790000;;R;RESIDENCE;5;;;0;AU369273;
C;271;2994422;19;20240902 01:08;5/SP70579;
D;271;2994422;19;20240902 01:08;P;;;;;;
D;271;2994422;19;20240902 01:08;V;;;;;;
B;271;4208522;20;20240902 01:08;;;14;CHAMBERS CCT;WARRIEWOOD;2102;175.7;M;20240802;20240823;1900000;R3;R;RESIDENCE;;WVR;;0;AU358564;
C;271;4208522;20;20240902 01:08;69/271053;
D;271;4208522;20;20240902 01:08;P;;;;;;
D;271;4208522;20;20240902 01:08;V;;;;;;
B;271;906234;21;20240902 01:08;;20;7;COLLAROY ST;COLLAROY;2097;;;20240704;20240829;1450000;;R;RESIDENCE;20;;;0;AU373527;
C;271;906234;21;20240902 01:08;20/SP57694;
D;271;906234;21;20240902 01:08;P;;;;;;
D;271;906234;21;20240902 01:08;P;;;;;;
D;271;906234;21;20240902 01:08;V;;;;;;
D;271;906234;21;20240902 01:08;V;;;;;;
B;271;906234;22;20240902 01:08;;25;7;COLLAROY ST;COLLAROY;2097;;;20240717;20240828;838000;;R;RESIDENCE;25;;;0;AU368266;
C;271;906234;22;20240902 01:08;25/SP57694;
D;271;906234;22;20240902 01:08;P;;;;;;
D;271;906234;22;20240902 01:08;V;;;;;;
B;271;917034;23;20240902 01:08;;;170;HEADLAND RD;NORTH CURL CURL;2099;676.6;M;20240626;20240828;4225000;R2;R;RESIDENCE;;NCV;;0;AU368694;
C;271;917034;23;20240902 01:08;20/A/8139;
D;271;917034;23;20240902 01:08;P;;;;;;
D;271;917034;23;20240902 01:08;P;;;;;;
