A;RTSALEDATA;010;20240902 01:05;VALNET;
B;010;3390184;1;20240902 01:05;;4;102;MAGNUS ST;NELSON BAY;2315;;;20240717;20240828;750000;;R;RESIDENCE;4;;;0;AU368257;
C;010;3390184;1;20240902 01:05;4/SP80786;
D;010;3390184;1;20240902 01:05;P;;;;;;
D;010;3390184;1;20240902 01:05;P;;;;;;
D;010;3390184;1;20240902 01:05;V;;;;;;
D;010;3390184;1;20240902 01:05;V;;;;;;
B;010;4206510;2;20240902 01:05;;;4;MIAMI CL;MEDOWIE;2318;1027;M;20240726;20240823;1190000;R5;R;RESIDENCE;;ABB;;0;AU357103;
C;010;4206510;2;20240902 01:05;327/1249301;
D;010;4206510;2;20240902 01:05;P;;;;;;
D;010;4206510;2;20240902 01:05;P;;;;;;
D;010;4206510;2;20240902 01:05;V;;;;;;
D;010;4206510;2;20240902 01:05;V;;;;;;
B;010;3097109;3;20240902 01:05;;;74;SARATOGA AVE;CORLETTE;2315;661.1;M;20240624;20240823;1125000;R2;R;RESIDENCE;;AAE;;0;AU356686;
C;010;3097109;3;20240902 01:05;1814/1068422;
D;010;3097109;3;20240902 01:05;P;;;;;;
D;010;3097109;3;20240902 01:05;P;;;;;;
D;010;3097109;3;20240902 01:05;V;;;;;;
D;010;3097109;3;20240902 01:05;V;;;;;;
B;010;4564885;4;20240902 01:05;;;45;LAKE VIEW CRES;RAYMOND TERRACE;2324;556;M;20211123;20240826;340000;R2;V;VACANT LAND;;ABF;;0;AU363915;
C;010;4564885;4;20240902 01:05;1/1303568;
D;010;4564885;4;20240902 01:05;P;;;;;;
D;010;4564885;4;20240902 01:05;V;;;;;;
B;010;4564887;5;20240902 01:05;;;49;LAKE VIEW CRES;RAYMOND TERRACE;2324;606.3;M;20211117;20240826;356000;R2;V;VACANT LAND;;ABF;;0;AU362451;
C;010;4564887;5;20240902 01:05;3/1303568;
D;010;4564887;5;20240902 01:05;P;;;;;;
D;010;4564887;5;20240902 01:05;P;;;;;;
D;010;4564887;5;20240902 01:05;V;;;;;;
B;010;4564890;6;20240902 01:05;;;48;LAKE VIEW CRES;RAYMOND TERRACE;2324;602.9;M;20211123;20240826;356000;R2;V;VACANT LAND;;ABF;;0;AU362966;
C;010;4564890;6;20240902 01:05;6/1303568;
D;010;4564890;6;20240902 01:05;P;;;;;;
D;010;4564890;6;20240902 01:05;P;;;;;;
D;010;4564890;6;20240902 01:05;V;;;;;;
B;010;4564891;7;20240902 01:05;;;46;LAKE VIEW CRES;RAYMOND TERRACE;2324;603.4;M;20211123;20240826;355000;R2;V;VACANT LAND;;ABF;;0;AU361892;
C;010;4564891;7;20240902 01:05;7/1303568;
D;010;4564891;7;20240902 01:05;P;;;;;;
D;010;4564891;7;20240902 01:05;P;;;;;;
D;010;4564891;7;20240902 01:05;V;;;;;;
B;010;4564893;8;20240902 01:05;;;42;LAKE VIEW CRES;RAYMOND TERRACE;2324;506.2;M;20211117;20240826;335000;R2;R;RESIDENCE;;ABF;;0;AU363690;
C;010;4564893;8;20240902 01:05;9/1303568;
D;010;4564893;8;20240902 01:05;P;;;;;;
D;010;4564893;8;20240902 01:05;P;;;;;;
D;010;4564893;8;20240902 01:05;V;;;;;;
B;010;4564894;9;20240902 01:05;;;40;LAKE VIEW CRES;RAYMOND TERRACE;2324;507.7;M;20211206;20240826;335000;R2;V;VACANT LAND;;ABF;;0;AU361901;
C;010;4564894;9;20240902 01:05;10/1303568;
D;010;4564894;9;20240902 01:05;P;;;;;;
D;010;4564894;9;20240902 01:05;P;;;;;;
D;010;4564894;9;20240902 01:05;V;;;;;;
B;010;4564895;10;20240902 01:05;;;38;LAKE VIEW CRES;RAYMOND TERRACE;2324;524;M;20211117;20240826;332000;R2;V;VACANT LAND;;ABF;;0;AU362448;
C;010;4564895;10;20240902 01:05;11/1303568;
D;010;4564895;10;20240902 01:05;P;;;;;;
D;010;4564895;10;20240902 01:05;P;;;;;;
D;010;4564895;10;20240902 01:05;V;;;;;;
B;010;4564898;11;20240902 01:05;;;19;BALUSTER ST;RAYMOND TERRACE;2324;502.3;M;20211117;20240826;335000;R2;V;VACANT LAND;;ABF;;0;AU363910;
C;010;4564898;11;20240902 01:05;14/1303568;
D;010;4564898;11;20240902 01:05;P;;;;;;
D;010;4564898;11;20240902 01:05;P;;;;;;
D;010;4564898;11;20240902 01:05;P;;;;;;
D;010;4564898;11;20240902 01:05;P;;;;;;
D;010;4564898;11;20240902 01:05;V;;;;;;
B;010;4564900;12;20240902 01:05;;;23;BALUSTER ST;RAYMOND TERRACE;2324;528.2;M;20211117;20240826;337000;R2;V;VACANT LAND;;ABF;;0;AU363576;
C;010;4564900;12;20240902 01:05;16/1303568;
D;010;4564900;12;20240902 01:05;P;;;;;;
D;010;4564900;12;20240902 01:05;V;;;;;;
B;010;4564901;13;20240902 01:05;;;25;BALUSTER ST;RAYMOND TERRACE;2324;544.9;M;20211117;20240826;340000;R2;V;VACANT LAND;;ABF;;0;AU362439;
