A;RTSALEDATA;158;20240902 01:06;VALNET;
B;158;2969823;1;20240902 01:06;;;2901;BENTLEY RD;BOORABEE PARK;2480;90.31;H;20240620;20240821;5970892;RU1;3;FARM;;RPE;;0;AU351542;
C;158;2969823;1;20240902 01:06;12/1017214;
D;158;2969823;1;20240902 01:06;P;;;;;;
D;158;2969823;1;20240902 01:06;V;;;;;;
Z;6;1;1;2;
