A;RTSALEDATA;263;20240902 01:08;VALNET;
B;263;3375069;1;20240902 01:08;;;165;BANK ST;HOWLONG;2643;2023;M;20240528;20240823;245000;R1;V;VACANT LAND;;AHB;;0;AU358288;
C;263;3375069;1;20240902 01:08;2/7/758528;
D;263;3375069;1;20240902 01:08;P;;;;;;
D;263;3375069;1;20240902 01:08;P;;;;;;
D;263;3375069;1;20240902 01:08;V;;;;;;
B;263;4251069;2;20240902 01:08;;;57;YOUNG ST;OAKLANDS;2646;4046;M;20240722;20240821;230000;RU5;R;RESIDENCE;;VAK;;0;AU350130;
C;263;4251069;2;20240902 01:08;1, 2/17/758804;
D;263;4251069;2;20240902 01:08;P;;;;;;
D;263;4251069;2;20240902 01:08;P;;;;;;
D;263;4251069;2;20240902 01:08;V;;;;;;
B;263;514375;3;20240902 01:08;;;4;ANDYANNA CT;COROWA;2646;904.7;M;20240719;20240823;480000;R1;R;RESIDENCE;;ACW;;0;AU356270;
C;263;514375;3;20240902 01:08;11/791910;
D;263;514375;3;20240902 01:08;P;;;;;;
D;263;514375;3;20240902 01:08;P;;;;;;
D;263;514375;3;20240902 01:08;V;;;;;;
B;263;514862;4;20240902 01:08;;;250;CHURCH ST;COROWA;2646;994;M;20240711;20240829;680000;R2;R;RESIDENCE;;LCS;;0;AU372131;
C;263;514862;4;20240902 01:08;61/595639;
D;263;514862;4;20240902 01:08;P;;;;;;
D;263;514862;4;20240902 01:08;P;;;;;;
D;263;514862;4;20240902 01:08;V;;;;;;
D;263;514862;4;20240902 01:08;V;;;;;;
B;263;4058305;5;20240902 01:08;;;1;YARRABEE ST;MORUNDAH;2700;4048;M;20240801;20240829;150000;RU5;R;RESIDENCE;;VAM;;0;AU371800;
C;263;4058305;5;20240902 01:08;69, 70, 71, 72/756452;
D;263;4058305;5;20240902 01:08;P;;;;;;
D;263;4058305;5;20240902 01:08;V;;;;;;
B;263;4568776;6;20240902 01:08;;;;HOPEFIELD RD;HOPEFIELD;2646;62.06;H;20240704;20240806;1050000;;3;FARM;;;;0;AU306971;
C;263;4568776;6;20240902 01:08;94/753728 2/1191130;
D;263;4568776;6;20240902 01:08;P;;;;;;
D;263;4568776;6;20240902 01:08;P;;;;;;
D;263;4568776;6;20240902 01:08;V;;;;;;
B;263;4569024;7;20240902 01:08;;;;BELMORE ST;HOWLONG;2643;2.026;H;20240726;20240826;475000;;V;VACANT LAND;;;;0;AU360333;
C;263;4569024;7;20240902 01:08;1, 4/87/758528;
D;263;4569024;7;20240902 01:08;P;;;;;;
D;263;4569024;7;20240902 01:08;V;;;;;;
D;263;4569024;7;20240902 01:08;V;;;;;;
D;263;4569024;7;20240902 01:08;V;;;;;;
B;263;560361;8;20240902 01:08;;;;JERILDERIE OAKLANDS RD;OAKLANDS;2646;301.9;H;20240709;20240823;5020607;RU1;3;FARM;;RRZ;;0;AU356963;
C;263;560361;8;20240902 01:08;23/756393;
D;263;560361;8;20240902 01:08;P;;;;;;
D;263;560361;8;20240902 01:08;V;;;;;;
B;263;560374;9;20240902 01:08;THE OAKS;;;JERILDERIE OAKLANDS RD;OAKLANDS;2646;1.423;H;20240709;20240823;5020607;RU1;3;FARM;;RRX;;0;AU356963;
C;263;560374;9;20240902 01:08;2/129601 562/874753;
D;263;560374;9;20240902 01:08;P;;;;;;
D;263;560374;9;20240902 01:08;V;;;;;;
Z;46;9;9;26;
