A;RTSALEDATA;218;20240902 01:07;VALNET;
B;218;4177204;1;20240902 01:07;;;86;BRUCE FERGUSON AVE;BARDIA;2565;240;M;20240718;20240828;1120000;R1;R;RESIDENCE;;GBA;;0;AU369598;
C;218;4177204;1;20240902 01:07;2126/1230141;
D;218;4177204;1;20240902 01:07;P;;;;;;
D;218;4177204;1;20240902 01:07;P;;;;;;
D;218;4177204;1;20240902 01:07;V;;;;;;
B;218;4209522;2;20240902 01:07;;49;39;CHAMBERLAIN ST;CAMPBELLTOWN;2560;;;20240701;20240826;565000;;R;RESIDENCE;49;;;0;AU361033;
C;218;4209522;2;20240902 01:07;49/SP99444;
D;218;4209522;2;20240902 01:07;P;;;;;;
D;218;4209522;2;20240902 01:07;P;;;;;;
D;218;4209522;2;20240902 01:07;V;;;;;;
D;218;4209522;2;20240902 01:07;V;;;;;;
B;218;3001470;3;20240902 01:07;;;90;KELLERMAN DR;ST HELENS PARK;2560;600.7;M;20240628;20240827;1085000;R2;R;RESIDENCE;;AGS;;0;AU367172;
C;218;3001470;3;20240902 01:07;3207/1054224;
D;218;3001470;3;20240902 01:07;P;;;;;;
D;218;3001470;3;20240902 01:07;P;;;;;;
D;218;3001470;3;20240902 01:07;V;;;;;;
D;218;3001470;3;20240902 01:07;V;;;;;;
B;218;3089386;4;20240902 01:07;;;54 B;RUDD RD;LEUMEAH;2560;360.8;M;20240717;20240828;800000;R3;R;RESIDENCE;;DAD;;0;AU369272;
C;218;3089386;4;20240902 01:07;2/1067882;
D;218;3089386;4;20240902 01:07;P;;;;;;
D;218;3089386;4;20240902 01:07;V;;;;;;
B;218;3587883;5;20240902 01:07;;21;31;CHAMBERLAIN ST;CAMPBELLTOWN;2560;;;20240725;20240819;420000;;R;RESIDENCE;21;;;0;AU344698;
C;218;3587883;5;20240902 01:07;21/SP85545;
D;218;3587883;5;20240902 01:07;P;;;;;;
D;218;3587883;5;20240902 01:07;V;;;;;;
B;218;3587883;6;20240902 01:07;;22;31;CHAMBERLAIN ST;CAMPBELLTOWN;2560;;;20240725;20240823;420000;;R;RESIDENCE;22;;;0;AU359213;
C;218;3587883;6;20240902 01:07;22/SP85545;
D;218;3587883;6;20240902 01:07;P;;;;;;
D;218;3587883;6;20240902 01:07;V;;;;;;
B;218;3587883;7;20240902 01:07;;36;31;CHAMBERLAIN ST;CAMPBELLTOWN;2560;;;20240725;20240823;420000;;R;RESIDENCE;36;;;0;AU359492;
C;218;3587883;7;20240902 01:07;36/SP85545;
D;218;3587883;7;20240902 01:07;P;;;;;;
D;218;3587883;7;20240902 01:07;V;;;;;;
B;218;3587883;8;20240902 01:07;;54;31;CHAMBERLAIN ST;CAMPBELLTOWN;2560;;;20240725;20240819;360000;;R;RESIDENCE;54;;;0;AU344702;
C;218;3587883;8;20240902 01:07;54/SP85545;
D;218;3587883;8;20240902 01:07;P;;;;;;
D;218;3587883;8;20240902 01:07;V;;;;;;
B;218;3587883;9;20240902 01:07;;57;31;CHAMBERLAIN ST;CAMPBELLTOWN;2560;;;20240725;20240823;370000;;R;RESIDENCE;57;;;0;AU359481;
C;218;3587883;9;20240902 01:07;57/SP85545;
D;218;3587883;9;20240902 01:07;P;;;;;;
D;218;3587883;9;20240902 01:07;V;;;;;;
B;218;4031103;10;20240902 01:07;;;128;WILLOWDALE DR;DENHAM COURT;2565;526.8;M;20240716;20240827;1280000;R2;R;RESIDENCE;;LRP;;0;AU365737;
C;218;4031103;10;20240902 01:07;1400/1218622;
D;218;4031103;10;20240902 01:07;P;;;;;;
D;218;4031103;10;20240902 01:07;P;;;;;;
D;218;4031103;10;20240902 01:07;V;;;;;;
D;218;4031103;10;20240902 01:07;V;;;;;;
B;218;4057028;11;20240902 01:07;;;9;APPLE ORCHARD ST;BARDIA;2565;337.7;M;20240717;20240828;1062000;R1;R;RESIDENCE;;GBA;;0;AU370927;
C;218;4057028;11;20240902 01:07;4027/1200785;
D;218;4057028;11;20240902 01:07;P;;;;;;
D;218;4057028;11;20240902 01:07;V;;;;;;
B;218;4068917;12;20240902 01:07;;;28;LOVEGRASS AVE;DENHAM COURT;2565;370.5;M;20240601;20240826;1351000;R2;R;RESIDENCE;;LRP;;0;AU362076;
C;218;4068917;12;20240902 01:07;1845/1218626;
D;218;4068917;12;20240902 01:07;P;;;;;;
D;218;4068917;12;20240902 01:07;P;;;;;;
D;218;4068917;12;20240902 01:07;V;;;;;;
D;218;4068917;12;20240902 01:07;V;;;;;;
B;218;4521719;13;20240902 01:07;;;12;SUBZERO CRES;MENANGLE PARK;2563;420;M;20240722;20240823;582000;R2;V;VACANT LAND;;MGP;;0;AU356595;
C;218;4521719;13;20240902 01:07;3065/1293392;
D;218;4521719;13;20240902 01:07;P;;;;;;
D;218;4521719;13;20240902 01:07;V;;;;;;
B;218;4521720;14;20240902 01:07;;;10;SUBZERO CRES;MENANGLE PARK;2563;457;M;20240722;20240823;612000;R2;R;RESIDENCE;;MGP;;0;AU356596;
C;218;4521720;14;20240902 01:07;3066/1293392;
D;218;4521720;14;20240902 01:07;P;;;;;;
D;218;4521720;14;20240902 01:07;V;;;;;;
B;218;4562881;15;20240902 01:07;;7;87;OXFORD RD;INGLEBURN;2565;167.7;M;20240715;20240826;890000;;R;RESIDENCE;7;;;0;AU363539;
C;218;4562881;15;20240902 01:07;7/SP108364;
D;218;4562881;15;20240902 01:07;P;;;;;;
D;218;4562881;15;20240902 01:07;P;;;;;;
D;218;4562881;15;20240902 01:07;V;;;;;;
B;218;4563239;16;20240902 01:07;;;65;BISCAY CCT;MENANGLE PARK;2563;421.9;M;20231103;20240823;571000;R2;V;VACANT LAND;;MGP;;0;AU357793;
C;218;4563239;16;20240902 01:07;3803/1305048;
D;218;4563239;16;20240902 01:07;P;;;;;;
D;218;4563239;16;20240902 01:07;P;;;;;;
D;218;4563239;16;20240902 01:07;V;;;;;;
B;218;2301792;17;20240902 01:07;;;26;BRAESIDE CRES;GLEN ALPINE;2560;800;M;20240709;20240823;1250000;R2;R;RESIDENCE;;AQG;;0;AU356427;
C;218;2301792;17;20240902 01:07;2132/859477;
D;218;2301792;17;20240902 01:07;P;;;;;;
D;218;2301792;17;20240902 01:07;P;;;;;;
D;218;2301792;17;20240902 01:07;V;;;;;;
D;218;2301792;17;20240902 01:07;V;;;;;;
B;218;2315855;18;20240902 01:07;;4;33;GEORGIANA CRES;AMBARVALE;2560;;;20240725;20240827;560000;;R;RESIDENCE;4;;;0;AU364760;
C;218;2315855;18;20240902 01:07;4/SP22388;
D;218;2315855;18;20240902 01:07;P;;;;;;
D;218;2315855;18;20240902 01:07;P;;;;;;
D;218;2315855;18;20240902 01:07;V;;;;;;
D;218;2315855;18;20240902 01:07;V;;;;;;
B;218;2310202;19;20240902 01:07;;;36;DIAMONTINA AVE;KEARNS;2558;973.2;M;20240614;20240826;960000;R2;R;RESIDENCE;;HER;;0;AU362586;
C;218;2310202;19;20240902 01:07;49/730217;
D;218;2310202;19;20240902 01:07;P;;;;;;
D;218;2310202;19;20240902 01:07;V;;;;;;
B;218;2302351;20;20240902 01:07;;;198;BROUGHTON ST;CAMPBELLTOWN;2560;638.6;M;20240718;20240829;1100000;R2;R;RESIDENCE;;AEC;;0;AU372724;
C;218;2302351;20;20240902 01:07;5/238209;
D;218;2302351;20;20240902 01:07;P;;;;;;
D;218;2302351;20;20240902 01:07;P;;;;;;
D;218;2302351;20;20240902 01:07;V;;;;;;
B;218;2313341;21;20240902 01:07;;;11;FANNICH PL;ST ANDREWS;2566;767.2;M;20240524;20240826;873000;R2;R;RESIDENCE;;ANS;;0;AU363517;
C;218;2313341;21;20240902 01:07;701/786813;
D;218;2313341;21;20240902 01:07;P;;;;;;
D;218;2313341;21;20240902 01:07;P;;;;;;
D;218;2313341;21;20240902 01:07;V;;;;;;
D;218;2313341;21;20240902 01:07;V;;;;;;
B;218;2297480;22;20240902 01:07;;;36;ARCHIBALD CRES;ROSEMEADOW;2560;766.9;M;20240712;20240823;851000;R2;R;RESIDENCE;;ERR;;0;AU356600;
C;218;2297480;22;20240902 01:07;5089/792465;
D;218;2297480;22;20240902 01:07;P;;;;;;
D;218;2297480;22;20240902 01:07;P;;;;;;
D;218;2297480;22;20240902 01:07;V;;;;;;
B;218;2313548;23;20240902 01:07;;;118 A;FAWCETT ST;GLENFIELD;2167;381.5;M;20240627;20240826;900000;R2;R;RESIDENCE;;EBG;;0;AU361324;
C;218;2313548;23;20240902 01:07;1/833378;
D;218;2313548;23;20240902 01:07;P;;;;;;
D;218;2313548;23;20240902 01:07;P;;;;;;
D;218;2313548;23;20240902 01:07;V;;;;;;
D;218;2313548;23;20240902 01:07;V;;;;;;
B;218;2313697;24;20240902 01:07;;;25;FENTON CRES;MINTO;2566;560.9;M;20240527;20240826;680000;R2;R;RESIDENCE;;EMM;;0;AU362543;
C;218;2313697;24;20240902 01:07;5/262708;
D;218;2313697;24;20240902 01:07;P;;;;;;
D;218;2313697;24;20240902 01:07;V;;;;;;
D;218;2313697;24;20240902 01:07;V;;;;;;
B;218;2311623;25;20240902 01:07;;;10;ELBE PL;KEARNS;2558;560;M;20240722;20240828;860000;R2;R;RESIDENCE;;HER;;0;AU370915;
C;218;2311623;25;20240902 01:07;136/713018;
D;218;2311623;25;20240902 01:07;P;;;;;;
D;218;2311623;25;20240902 01:07;V;;;;;;
B;218;3191276;26;20240902 01:07;;7;19;ALEXANDER CRES;MACQUARIE FIELDS;2564;;;20240607;20240826;786000;;R;RESIDENCE;7;;;0;AU361066;
C;218;3191276;26;20240902 01:07;7/SP75470;
D;218;3191276;26;20240902 01:07;P;;;;;;
D;218;3191276;26;20240902 01:07;P;;;;;;
D;218;3191276;26;20240902 01:07;V;;;;;;
D;218;3191276;26;20240902 01:07;V;;;;;;
B;218;3681311;27;20240902 01:07;;;12 B;HOLLYOAKE CCT;BARDIA;2565;243.8;M;20240715;20240826;910000;R3;R;RESIDENCE;;EUB;;0;AU363230;
C;218;3681311;27;20240902 01:07;128/280023;
D;218;3681311;27;20240902 01:07;P;;;;;;
D;218;3681311;27;20240902 01:07;P;;;;;;
