A;RTSALEDATA;239;20240902 01:07;VALNET;
B;239;2635873;1;20240902 01:07;;;75;TUDOR ST;BOURKE;2840;1012;M;20240716;20240827;130000;R1;R;RESIDENCE;;AAD;;0;AU366024;
C;239;2635873;1;20240902 01:07;1/502879;
D;239;2635873;1;20240902 01:07;P;;;;;;
D;239;2635873;1;20240902 01:07;V;;;;;;
Z;6;1;1;2;
