SourceFile,Record
005_SALES_DATA_NNME_28102024.DAT,B;005;4574320;66;20241028 01:05;;;25;ASSAY ST;GILLIESTON HEIGHTS;2321;658;M;20211104;20241021;340000;;V;VACANT LAND;;;;0;AU515789;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574320;67;20241028 01:05;;;25;ASSAY ST;GILLIESTON HEIGHTS;2321;658;M;20240816;20241021;410000;;R;RESIDENCE;;;;0;AU515790;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574321;68;20241028 01:05;;;23;ASSAY ST;GILLIESTON HEIGHTS;2321;575;M;20211130;20241021;300000;;R;RESIDENCE;;;;0;AU513734;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574322;69;20241028 01:05;;;21;ASSAY ST;GILLIESTON HEIGHTS;2321;616;M;20211216;20241021;320000;;V;VACANT LAND;;;;0;AU515250;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574323;70;20241028 01:05;;;19;ASSAY ST;GILLIESTON HEIGHTS;2321;616;M;20220224;20241021;320000;;R;RESIDENCE;;;;0;AU514317;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574324;71;20241028 01:05;;;17;ASSAY ST;GILLIESTON HEIGHTS;2321;534;M;20211012;20241021;280000;;V;VACANT LAND;;;;0;AU515217;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574327;72;20241028 01:05;;;11;ASSAY ST;GILLIESTON HEIGHTS;2321;617;M;20211014;20241021;345000;;R;RESIDENCE;;;;0;AU514312;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574328;73;20241028 01:05;;;9;ASSAY ST;GILLIESTON HEIGHTS;2321;575;M;20211103;20241021;300000;;R;RESIDENCE;;;;0;AU513570;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574329;74;20241028 01:05;;;7;ASSAY ST;GILLIESTON HEIGHTS;2321;575;M;20211103;20241021;300000;;V;VACANT LAND;;;;0;AU513725;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574330;75;20241028 01:05;;;5;ASSAY ST;GILLIESTON HEIGHTS;2321;658;M;20220322;20241021;340000;;R;RESIDENCE;;;;0;AU513518;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574332;76;20241028 01:05;;;7;OUTCROP AVE;GILLIESTON HEIGHTS;2321;486;M;20211105;20241021;255000;;V;VACANT LAND;;;;0;AU515256;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574333;77;20241028 01:05;;;5;OUTCROP AVE;GILLIESTON HEIGHTS;2321;480;M;20211125;20241021;255000;;V;VACANT LAND;;;;0;AU515229;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574334;78;20241028 01:05;;;6;OUTCROP AVE;GILLIESTON HEIGHTS;2321;495;M;20211123;20241022;260000;;V;VACANT LAND;;;;0;AU519215;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574334;79;20241028 01:05;;;6;OUTCROP AVE;GILLIESTON HEIGHTS;2321;495;M;20220713;20241022;365000;;R;RESIDENCE;;;;0;AU519216;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574335;80;20241028 01:05;;162;8;OUTCROP AVE;GILLIESTON HEIGHTS;2321;495;M;20211123;20241021;260000;;V;VACANT LAND;;;;0;AU515535;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574335;81;20241028 01:05;;162;8;OUTCROP AVE;GILLIESTON HEIGHTS;2321;495;M;20220623;20241021;365000;;V;VACANT LAND;;;;0;AU515536;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574336;82;20241028 01:05;;;12;OUTCROP AVE;GILLIESTON HEIGHTS;2321;495;M;20211123;20241021;260000;;V;VACANT LAND;;;;0;AU515193;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574336;83;20241028 01:05;;;12;OUTCROP AVE;GILLIESTON HEIGHTS;2321;495;M;20220603;20241021;365000;;V;VACANT LAND;;;;0;AU515194;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574337;84;20241028 01:05;;;14;OUTCROP AVE;GILLIESTON HEIGHTS;2321;495;M;20211123;20241023;260000;;V;VACANT LAND;;;;0;AU522519;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574337;85;20241028 01:05;;;14;OUTCROP AVE;GILLIESTON HEIGHTS;2321;495;M;20241021;20241023;365000;;R;RESIDENCE;;;;0;AU522520;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574338;86;20241028 01:05;;;11;OUTCROP AVE;GILLIESTON HEIGHTS;2321;480.3;M;20211122;20241021;260000;;V;VACANT LAND;;;;0;AU513674;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574339;87;20241028 01:05;;;9;OUTCROP AVE;GILLIESTON HEIGHTS;2321;485.8;M;20211019;20241021;255000;;V;VACANT LAND;;;;0;AU513671;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574340;88;20241028 01:05;;;4;ASSAY ST;GILLIESTON HEIGHTS;2321;572.9;M;20211206;20241023;300000;;R;RESIDENCE;;;;0;AU522323;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574341;89;20241028 01:05;;;6;ASSAY ST;GILLIESTON HEIGHTS;2321;535;M;20211005;20241021;280000;;V;VACANT LAND;;;;0;AU515220;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574343;90;20241028 01:05;;;10;ASSAY ST;GILLIESTON HEIGHTS;2321;658;M;20211208;20241021;340000;;V;VACANT LAND;;;;0;AU514909;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574343;91;20241028 01:05;;;10;ASSAY ST;GILLIESTON HEIGHTS;2321;658;M;20240715;20241021;420000;;V;VACANT LAND;;;;0;AU514910;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574347;92;20241028 01:05;;;18;ASSAY ST;GILLIESTON HEIGHTS;2321;535;M;20211125;20241023;280000;;R;RESIDENCE;;;;0;AU522302;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574348;93;20241028 01:05;;;20;ASSAY ST;GILLIESTON HEIGHTS;2321;658;M;20220322;20241021;340000;;V;VACANT LAND;;;;0;AU513677;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574349;94;20241028 01:05;;;22;ASSAY ST;GILLIESTON HEIGHTS;2321;535;M;20211208;20241021;280000;;R;RESIDENCE;;;;0;AU513645;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574350;95;20241028 01:05;;;24;ASSAY ST;GILLIESTON HEIGHTS;2321;617;M;20220405;20241021;320000;;R;RESIDENCE;;;;0;AU513606;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574352;96;20241028 01:05;;;28;ASSAY ST;GILLIESTON HEIGHTS;2321;576;M;20220322;20241021;300000;;R;RESIDENCE;;;;0;AU513598;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574353;97;20241028 01:05;;;30;ASSAY ST;GILLIESTON HEIGHTS;2321;658;M;20211215;20241022;340000;;V;VACANT LAND;;;;0;AU517640;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574354;98;20241028 01:05;;;10;LIGNITE AVE;GILLIESTON HEIGHTS;2321;559.5;M;20211008;20241021;295000;;V;VACANT LAND;;;;0;AU515235;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574355;99;20241028 01:05;;;12;LIGNITE AVE;GILLIESTON HEIGHTS;2321;512.3;M;20211103;20241022;270000;;V;VACANT LAND;;;;0;AU518539;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574355;100;20241028 01:05;;;12;LIGNITE AVE;GILLIESTON HEIGHTS;2321;512.3;M;20240809;20241022;375000;;R;RESIDENCE;;;;0;AU518540;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574360;101;20241028 01:05;;;40;ASSAY ST;GILLIESTON HEIGHTS;2321;546.3;M;20210906;20241021;300000;;V;VACANT LAND;;;;0;AU513664;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574361;102;20241028 01:05;;;42;ASSAY ST;GILLIESTON HEIGHTS;2321;549.1;M;20210908;20241022;305000;;R;RESIDENCE;;;;0;AU517589;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574362;103;20241028 01:05;;;44;ASSAY ST;GILLIESTON HEIGHTS;2321;551.9;M;20210906;20241021;305000;;V;VACANT LAND;;;;0;AU513626;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574362;104;20241028 01:05;;;44;ASSAY ST;GILLIESTON HEIGHTS;2321;551.9;M;20231123;20241021;352600;;V;VACANT LAND;;;;0;AU513627;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574363;105;20241028 01:05;;;43;APEX ST;GILLIESTON HEIGHTS;2321;547.1;M;20211101;20241021;345000;;R;RESIDENCE;;;;0;AU515983;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574364;106;20241028 01:05;;;41;APEX ST;GILLIESTON HEIGHTS;2321;544.3;M;20210923;20241021;345000;;V;VACANT LAND;;;;0;AU513711;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574365;107;20241028 01:05;;;39;APEX ST;GILLIESTON HEIGHTS;2321;541.6;M;20210906;20241021;305000;;V;VACANT LAND;;;;0;AU515800;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574366;108;20241028 01:05;;;37;APEX ST;GILLIESTON HEIGHTS;2321;538.8;M;20210906;20241021;300000;;R;RESIDENCE;;;;0;AU516002;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574366;109;20241028 01:05;;;37;APEX ST;GILLIESTON HEIGHTS;2321;538.8;M;20240418;20241021;370000;;V;VACANT LAND;;;;0;AU516003;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574368;110;20241028 01:05;;;15;LIGNITE AVE;GILLIESTON HEIGHTS;2321;545.5;M;20210930;20241021;345000;;V;VACANT LAND;;;;0;AU513524;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574369;111;20241028 01:05;;;13;LIGNITE AVE;GILLIESTON HEIGHTS;2321;544.3;M;20210924;20241021;342000;;V;VACANT LAND;;;;0;AU515985;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574369;112;20241028 01:05;;;13;LIGNITE AVE;GILLIESTON HEIGHTS;2321;544.3;M;20231221;20241021;366000;;R;RESIDENCE;;;;0;AU515986;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574371;113;20241028 01:05;;;16;LIGNITE AVE;GILLIESTON HEIGHTS;2321;559.5;M;20210907;20241021;305000;;V;VACANT LAND;;;;0;AU513585;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574372;114;20241028 01:05;;;29;APEX ST;GILLIESTON HEIGHTS;2321;658;M;20211021;20241021;385000;;R;RESIDENCE;;;;0;AU514832;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574372;115;20241028 01:05;;;29;APEX ST;GILLIESTON HEIGHTS;2321;658;M;20231024;20241021;385000;;V;VACANT LAND;;;;0;AU514833;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574373;116;20241028 01:05;;;27;APEX ST;GILLIESTON HEIGHTS;2321;576;M;20210906;20241021;325000;;V;VACANT LAND;;;;0;AU514365;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574374;117;20241028 01:05;;;25;APEX ST;GILLIESTON HEIGHTS;2321;617;M;20240906;20241021;345000;;V;VACANT LAND;;;;0;AU515284;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574375;118;20241028 01:05;;;23;APEX ST;GILLIESTON HEIGHTS;2321;617;M;20210906;20241021;345000;;R;RESIDENCE;;;;0;AU513567;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574376;119;20241028 01:05;;;21;APEX ST;GILLIESTON HEIGHTS;2321;535;M;20210923;20241021;300000;;R;RESIDENCE;;;;0;AU514812;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574377;120;20241028 01:05;;;19;APEX ST;GILLIESTON HEIGHTS;2321;658;M;20211014;20241021;385000;;R;RESIDENCE;;;;0;AU516022;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574378;121;20241028 01:05;;;17;APEX ST;GILLIESTON HEIGHTS;2321;535;M;20210906;20241021;300000;;V;VACANT LAND;;;;0;AU514306;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574379;122;20241028 01:05;;206;15;APEX ST;GILLIESTON HEIGHTS;2321;617;M;20210916;20241021;345000;;V;VACANT LAND;;;;0;AU514796;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574380;123;20241028 01:05;;;13;APEX ST;GILLIESTON HEIGHTS;2321;576;M;20211018;20241024;365000;;V;VACANT LAND;;;;0;AU524566;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574382;124;20241028 01:05;;;9;APEX ST;GILLIESTON HEIGHTS;2321;658;M;20211101;20241021;430000;;R;RESIDENCE;;;;0;AU514788;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574383;125;20241028 01:05;;;7;APEX ST;GILLIESTON HEIGHTS;2321;535;M;20210906;20241021;300000;;V;VACANT LAND;;;;0;AU513595;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574384;126;20241028 01:05;;;5;APEX ST;GILLIESTON HEIGHTS;2321;535;M;20210930;20241022;358000;;R;RESIDENCE;;;;0;AU519223;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574384;127;20241028 01:05;;;5;APEX ST;GILLIESTON HEIGHTS;2321;535;M;20230808;20241022;360000;;R;RESIDENCE;;;;0;AU519224;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574385;128;20241028 01:05;;;3;APEX ST;GILLIESTON HEIGHTS;2321;572.9;M;20210910;20241021;320000;;R;RESIDENCE;;;;0;AU515544;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574385;129;20241028 01:05;;;3;APEX ST;GILLIESTON HEIGHTS;2321;572.9;M;20240506;20241021;375000;;R;RESIDENCE;;;;0;AU515545;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574388;130;20241028 01:05;;;16;OUTCROP AVE;GILLIESTON HEIGHTS;2321;495;M;20211123;20241021;260000;;V;VACANT LAND;;;;0;AU515531;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574388;131;20241028 01:05;;;16;OUTCROP AVE;GILLIESTON HEIGHTS;2321;495;M;20231204;20241021;352500;;R;RESIDENCE;;;;0;AU515532;
005_SALES_DATA_NNME_28102024.DAT,B;005;4574389;132;20241028 01:05;;;18;OUTCROP AVE;GILLIESTON HEIGHTS;2321;495;M;20211015;20241021;330000;;V;VACANT LAND;;;;0;AU512912;
005_SALES_DATA_NNME_28102024.DAT,B;005;4522307;133;20241028 01:05;;;7;GALLERY AVE;GILLIESTON HEIGHTS;2321;566.1;M;20240911;20241023;405000;R1;R;RESIDENCE;;ABC;;0;AU521979;
005_SALES_DATA_NNME_28102024.DAT,B;005;4560499;134;20241028 01:05;;;8;HEAGNEY ST;LOCHINVAR;2321;556.2;M;20240925;20241023;365000;R1;V;VACANT LAND;;AAZ;;0;AU521419;
005_SALES_DATA_NNME_28102024.DAT,B;005;4560502;135;20241028 01:05;;;14;HEAGNEY ST;LOCHINVAR;2321;556.2;M;20240925;20241023;365000;R1;V;VACANT LAND;;AAZ;;0;AU520663;
005_SALES_DATA_NNME_28102024.DAT,B;005;4560503;136;20241028 01:05;;;16;HEAGNEY ST;LOCHINVAR;2321;556.2;M;20240925;20241023;365000;R1;V;VACANT LAND;;AAZ;;0;AU521236;
005_SALES_DATA_NNME_28102024.DAT,B;005;4507021;137;20241028 01:05;;;13;CLYDESDALE ST;LOCHINVAR;2321;800;M;20240808;20241018;485000;R1;V;VACANT LAND;;AAZ;;0;AU509475;
005_SALES_DATA_NNME_28102024.DAT,B;005;174837;138;20241028 01:05;;;16;BYNG ST;TENAMBIT;2323;632.3;M;20240926;20241018;670500;R1;R;RESIDENCE;;AAM;;0;AU508195;
005_SALES_DATA_NNME_28102024.DAT,B;005;172234;139;20241028 01:05;;;13;ADELAIDE ST;EAST MAITLAND;2323;708.2;M;20240925;20241021;799000;R1;R;RESIDENCE;;AAI;;0;AU513258;
005_SALES_DATA_NNME_28102024.DAT,B;005;172373;140;20241028 01:05;;;;ALBERT ST;HORSESHOE BEND;2320;461.6;M;20240829;20241023;350000;R1;R;RESIDENCE;;ABB;;0;AU521095;
005_SALES_DATA_NNME_28102024.DAT,B;005;176015;141;20241028 01:05;;;1;CLARENCE ST;TENAMBIT;2323;739.8;M;20240920;20241018;655000;R1;R;RESIDENCE;;AAM;;0;AU509335;
005_SALES_DATA_NNME_28102024.DAT,B;005;173592;142;20241028 01:05;;;64;BLIGH ST;TELARAH;2320;303.5;M;20240910;20241022;588500;R1;R;RESIDENCE;;AAY;;0;AU517826;
005_SALES_DATA_NNME_28102024.DAT,B;005;176470;143;20241028 01:05;;;6 A;CRAWFORD AVE;TENAMBIT;2323;613.2;M;20240913;20241018;630000;R1;R;RESIDENCE;;AAM;;0;AU507590;
005_SALES_DATA_NNME_28102024.DAT,B;005;176577;144;20241028 01:05;;;5;CROFTON AVE;TENAMBIT;2323;754.7;M;20240911;20241022;715000;R1;R;RESIDENCE;;AAM;;0;AU519505;
005_SALES_DATA_NNME_28102024.DAT,B;005;173967;145;20241028 01:05;;;1;BRIGGS CL;LOCHINVAR;2321;4372;M;20240724;20240806;1200000;R5;R;RESIDENCE;;ABD;;0;AU309188;
005_SALES_DATA_NNME_28102024.DAT,B;005;174002;146;20241028 01:05;;;92;BRISBANE ST;EAST MAITLAND;2323;607;M;20240911;20241023;749000;R1;R;RESIDENCE;;AAI;;0;AU520306;
005_SALES_DATA_NNME_28102024.DAT,B;005;174360;147;20241028 01:05;;;89;BRUNSWICK ST;EAST MAITLAND;2323;619.7;M;20240726;20241018;850000;R1;R;RESIDENCE;;AAI;;0;AU508647;
005_SALES_DATA_NNME_28102024.DAT,B;005;174369;148;20241028 01:05;;;107;BRUNSWICK ST;EAST MAITLAND;2323;720.8;M;20240912;20241024;685000;R1;R;RESIDENCE;;AAI;;0;AU523355;
005_SALES_DATA_NNME_28102024.DAT,B;005;185336;149;20241028 01:05;;;59;MORPETH RD;EAST MAITLAND;2323;733.5;M;20240924;20241023;695000;R1;R;RESIDENCE;;AAM;;0;AU521005;
005_SALES_DATA_NNME_28102024.DAT,B;005;185623;150;20241028 01:05;;;50;MURPHY CCT;ASHTONFIELD;2323;800;M;20240913;20241023;864000;R1;R;RESIDENCE;;AAG;;0;AU521468;
005_SALES_DATA_NNME_28102024.DAT,B;005;180994;151;20241028 01:05;;;272;HIGH ST;MAITLAND;2320;144.7;M;20240911;20241016;750000;MU1;R;RESIDENCE;;MUM;;0;AU501549;
005_SALES_DATA_NNME_28102024.DAT,B;005;184424;152;20241028 01:05;;;6;MARSHALL AVE;METFORD;2323;682.9;M;20240906;20241018;690000;R1;R;RESIDENCE;;AAF;;0;AU508754;
005_SALES_DATA_NNME_28102024.DAT,B;005;190362;153;20241028 01:05;;;42;STREETON DR;METFORD;2323;702.5;M;20240920;20241018;675000;R1;R;RESIDENCE;;AAF;;0;AU509830;
005_SALES_DATA_NNME_28102024.DAT,B;005;191392;154;20241028 01:05;;;6;TRALEE CL;ASHTONFIELD;2323;841.3;M;20240910;20241018;895000;R1;R;RESIDENCE;;AAG;;0;AU510050;
005_SALES_DATA_NNME_28102024.DAT,B;005;192083;155;20241028 01:05;;;23;VINDIN ST;RUTHERFORD;2320;600.7;M;20240906;20241018;555000;R1;R;RESIDENCE;;AAU;;0;AU510390;
005_SALES_DATA_NNME_28102024.DAT,B;005;3164382;156;20241028 01:05;;;38;CLAYTON CRES;RUTHERFORD;2320;600.2;M;20240422;20241022;770000;R1;R;RESIDENCE;;AAX;;0;AU517334;
005_SALES_DATA_NNME_28102024.DAT,B;005;3151227;157;20241028 01:05;;;77;STREETON DR;METFORD;2323;494.3;M;20241017;20241018;750000;R1;R;RESIDENCE;;AAF;;0;AU510972;
005_SALES_DATA_NNME_28102024.DAT,B;005;3231085;158;20241028 01:05;;;48;JENNA DR;RAWORTH;2321;740;M;20240909;20241021;790000;R1;R;RESIDENCE;;AAN;;0;AU512993;
005_SALES_DATA_NNME_28102024.DAT,B;005;4453244;159;20241028 01:05;;;4;PASTURE PL;LOCHINVAR;2321;1122;M;20240926;20241024;910000;R1;R;RESIDENCE;;AAZ;;0;AU523005;
005_SALES_DATA_NNME_28102024.DAT,B;005;4481357;160;20241028 01:05;;;35;STEAMCRUISER DR;CHISHOLM;2322;727.2;M;20241002;20241023;560000;R1;V;VACANT LAND;;AAB;;0;AU521404;
005_SALES_DATA_NNME_28102024.DAT,B;005;4475118;161;20241028 01:05;;;48;WICKLOW RD;CHISHOLM;2322;808.4;M;20240926;20241022;979571;R1;R;RESIDENCE;;AAB;;0;AU517705;
005_SALES_DATA_NNME_28102024.DAT,B;005;4466583;162;20241028 01:05;;;53;ANNALIESE ST;CHISHOLM;2322;781.5;M;20240823;20241018;520000;R1;V;VACANT LAND;;AAB;;0;AU508778;
005_SALES_DATA_NNME_28102024.DAT,B;005;4468024;163;20241028 01:05;;3;13;RUBY RD;RUTHERFORD;2320;228;M;20240625;20240912;410000;;R;RESIDENCE;3;;;0;AU409121;
005_SALES_DATA_NNME_28102024.DAT,B;005;4461264;164;20241028 01:05;;2;188;DENTON PARK DR;ABERGLASSLYN;2320;307;M;20241001;20241021;610000;;R;RESIDENCE;2;;;0;AU511940;
005_SALES_DATA_NNME_28102024.DAT,B;005;4397502;165;20241028 01:05;;;12;MAPPLEWELL CCT;FARLEY;2320;544.4;M;20240906;20241018;890000;R1;R;RESIDENCE;;ABJ;;0;AU509918;
005_SALES_DATA_NNME_28102024.DAT,B;005;3828225;166;20241028 01:05;;;30;TOURNAMENT ST;RUTHERFORD;2320;646;M;20240906;20241024;815000;RE2;R;RESIDENCE;;REB;;0;AU524125;
005_SALES_DATA_NNME_28102024.DAT,B;005;3835620;167;20241028 01:05;;5;9;SELLERS AVE;RUTHERFORD;2320;;;20240909;20241021;550000;;R;RESIDENCE;5;;;0;AU515685;
005_SALES_DATA_NNME_28102024.DAT,B;005;3830913;168;20241028 01:05;;1;6;BERGMAN WAY;RUTHERFORD;2320;;;20240920;20241021;561000;;R;RESIDENCE;1;;;0;AU512533;
005_SALES_DATA_NNME_28102024.DAT,B;005;3830913;169;20241028 01:05;;6;6;BERGMAN WAY;RUTHERFORD;2320;;;20240922;20241021;560000;;R;RESIDENCE;6;;;0;AU515968;
005_SALES_DATA_NNME_28102024.DAT,B;005;3981693;170;20241028 01:05;;;4;HONEYMYRTLE ST;THORNTON;2322;566.6;M;20240916;20241021;790000;R1;R;RESIDENCE;;AAE;;0;AU513538;
005_SALES_DATA_NNME_28102024.DAT,B;005;3900860;171;20241028 01:05;;;16;VANTAGE CT;BOLWARRA;2320;800;M;20240919;20241024;1518000;R1;R;RESIDENCE;;AAQ;;0;AU525189;
005_SALES_DATA_NNME_28102024.DAT,B;005;4183098;172;20241028 01:05;;15;93;THOMPSON ST;EAST MAITLAND;2323;;;20240919;20241023;600000;;R;RESIDENCE;10;;;0;AU521002;
005_SALES_DATA_NNME_28102024.DAT,B;005;4264906;173;20241028 01:05;;;20;GOLDRING ST;CHISHOLM;2322;609.4;M;20240927;20241024;950000;R1;R;RESIDENCE;;AAB;;0;AU525891;
005_SALES_DATA_NNME_28102024.DAT,B;005;4255549;174;20241028 01:05;;2;19;ROSE ST;MAITLAND;2320;205;M;20240906;20241018;610000;;R;RESIDENCE;2;;;0;AU510536;
264_SALES_DATA_NNME_28102024.DAT,B;264;2910888;1;20241028 01:07;;37;55;NORMAN ST;PEAKHURST;2210;252;M;20240912;20241024;1315000;;R;RESIDENCE;16;;;0;AU523643;
264_SALES_DATA_NNME_28102024.DAT,B;264;3377740;2;20241028 01:07;;1;8;COLERIDGE ST;RIVERWOOD;2210;;;20240925;20241023;780000;;R;RESIDENCE;1;;;0;AU521233;
264_SALES_DATA_NNME_28102024.DAT,B;264;3474453;3;20241028 01:07;;1;33;WEST ST;HURSTVILLE;2220;;;20240926;20241024;750000;;R;RESIDENCE;1;;;0;AU524432;
264_SALES_DATA_NNME_28102024.DAT,B;264;4143774;4;20241028 01:07;;1007;21;TREACY ST;HURSTVILLE;2220;;;20240923;20241018;750000;;R;RESIDENCE;147;;;0;AU508762;
264_SALES_DATA_NNME_28102024.DAT,B;264;4231262;5;20241028 01:07;;103;6;BARSBYS AVE;ALLAWAH;2218;141;M;20240910;20241022;980000;;R;RESIDENCE;6;;;0;AU517615;
264_SALES_DATA_NNME_28102024.DAT,B;264;2971836;6;20241028 01:07;;20;8;DERBY ST;KOGARAH;2217;;;20240906;20241018;770000;;R;RESIDENCE;20;;;0;AU509690;
264_SALES_DATA_NNME_28102024.DAT,B;264;3026860;7;20241028 01:07;;5;12;MARTIN PL;MORTDALE;2223;;;20240907;20241021;807000;;R;RESIDENCE;5;;;0;AU513193;
264_SALES_DATA_NNME_28102024.DAT,B;264;3096103;8;20241028 01:07;;12;31;WOIDS AVE;HURSTVILLE;2220;;;20240918;20241021;815000;;R;RESIDENCE;12;;;0;AU515483;
264_SALES_DATA_NNME_28102024.DAT,B;264;3088147;9;20241028 01:07;;8;1;LANCELOT ST;ALLAWAH;2218;;;20240824;20241021;720000;;R;RESIDENCE;8;;;0;AU513065;
264_SALES_DATA_NNME_28102024.DAT,B;264;4025356;10;20241028 01:07;;3;15;PEARCE AVE;PEAKHURST;2210;111;M;20240824;20241021;770000;;R;RESIDENCE;3;;;0;AU514738;
264_SALES_DATA_NNME_28102024.DAT,B;264;4558593;11;20241028 01:07;;;40 A;VISTA ST;SANS SOUCI;2219;323.1;M;20240829;20241024;2900000;R2;R;RESIDENCE;;KSS;;0;AU526438;
264_SALES_DATA_NNME_28102024.DAT,B;264;4568320;12;20241028 01:07;;101;89;RAILWAY PDE;MORTDALE;2223;117;M;20240819;20241022;930000;;R;RESIDENCE;1;;;0;AU518525;
264_SALES_DATA_NNME_28102024.DAT,B;264;4517581;13;20241028 01:07;;1009;12;JACK BRABHAM DR;HURSTVILLE;2220;104;M;20240912;20241024;990000;;R;RESIDENCE;100;;;0;AU524631;
264_SALES_DATA_NNME_28102024.DAT,B;264;4565891;14;20241028 01:07;;;409;PRINCES HWY;CARLTON;2218;550.1;M;20240722;20241023;1320000;R4;3;WAREHOUSE;;RHA;;0;AU522742;
264_SALES_DATA_NNME_28102024.DAT,B;264;1463105;15;20241028 01:07;;4;9;CAMBRIDGE ST;PENSHURST;2222;;;20240831;20241021;519000;;R;RESIDENCE;4;;;0;AU514379;
264_SALES_DATA_NNME_28102024.DAT,B;264;1470603;16;20241028 01:07;;6;19;HUDSON ST;HURSTVILLE;2220;;;20240910;20241022;730000;;R;RESIDENCE;6;;;0;AU517913;
264_SALES_DATA_NNME_28102024.DAT,B;264;1461432;17;20241028 01:07;;2;1;BONDS RD;RIVERWOOD;2210;;;20240913;20241018;576000;;R;RESIDENCE;2;;;0;AU507981;
264_SALES_DATA_NNME_28102024.DAT,B;264;1461432;18;20241028 01:07;;10;1;BONDS RD;RIVERWOOD;2210;;;20240913;20241018;576000;;R;RESIDENCE;10;;;0;AU507981;
264_SALES_DATA_NNME_28102024.DAT,B;264;1468012;19;20241028 01:07;;19;574;FOREST RD;PENSHURST;2222;;;20240919;20241022;485000;;R;RESIDENCE;19;;;0;AU517537;
264_SALES_DATA_NNME_28102024.DAT,B;264;3711386;20;20241028 01:07;;3;311;PRINCES HWY;CARLTON;2218;137;M;20240910;20241022;710000;;R;RESIDENCE;3;;;0;AU517808;
264_SALES_DATA_NNME_28102024.DAT,B;264;1478748;21;20241028 01:07;;;62;ORANGE ST;HURSTVILLE;2220;505.9;M;20240907;20241021;2072000;R2;R;RESIDENCE;;XCC;;0;AU513125;
264_SALES_DATA_NNME_28102024.DAT,B;264;1481531;22;20241028 01:07;;;33;REDGUM DR;LUGARNO;2210;834.7;M;20240520;20241023;2290000;R2;R;RESIDENCE;;LGG;;0;AU522448;
