SourceFile,Record
272_SALES_DATA_NNME_28102024.DAT,B;272;3503095;2;20241028 01:07;;10;83;THARWA RD;QUEANBEYAN WEST;2620;;;20240312;20241024;585000;;R;RESIDENCE;10;;;0;AU524810;
272_SALES_DATA_NNME_28102024.DAT,B;272;4180301;3;20241028 01:07;;;1;KING ST;BUNGENDORE;2621;1395;M;20240723;20241021;510000;R2;R;RESIDENCE;;RBN;;0;AU513939;
272_SALES_DATA_NNME_28102024.DAT,B;272;454498;4;20241028 01:07;;;33;BEDFORD ST;QUEANBEYAN WEST;2620;739.8;M;20240909;20241021;1050000;E4;3;COMMERCIAL;;MKC;;0;AU513103;
272_SALES_DATA_NNME_28102024.DAT,B;272;454887;5;20241028 01:07;;;24;BLACKALL AVE;CRESTWOOD;2620;1157;M;20240710;20241021;900000;R3;R;RESIDENCE;;ARG;;0;AU515528;
272_SALES_DATA_NNME_28102024.DAT,B;272;455390;6;20241028 01:07;;6;7;BRUDENELL DR;JERRABOMBERRA;2619;;;20240925;20241023;625000;;R;RESIDENCE;6;;;0;AU522733;
272_SALES_DATA_NNME_28102024.DAT,B;272;459587;7;20241028 01:07;;;28;GILMORE PL;QUEANBEYAN WEST;2620;963;M;20240910;20241022;798000;R2;R;RESIDENCE;;AND;;0;AU518317;
272_SALES_DATA_NNME_28102024.DAT,B;272;460218;8;20241028 01:07;;2;116;HENDERSON RD;CRESTWOOD;2620;;;20240925;20241024;560000;;R;RESIDENCE;2;;;0;AU526071;
272_SALES_DATA_NNME_28102024.DAT,B;272;457742;9;20241028 01:07;;24;86;DERRIMA RD;CRESTWOOD;2620;;;20241004;20241023;285000;;R;RESIDENCE;24;;;0;AU521417;
272_SALES_DATA_NNME_28102024.DAT,B;272;458316;10;20241028 01:07;;;1;DOWNEY ST;KARABAR;2620;619.1;M;20240918;20241018;640000;R2;R;RESIDENCE;;AFB;;0;AU509035;
272_SALES_DATA_NNME_28102024.DAT,B;272;463663;11;20241028 01:07;;6;8;NIMMITABEL ST;QUEANBEYAN WEST;2620;;;20240918;20241018;437500;;R;RESIDENCE;6;;;0;AU510776;
272_SALES_DATA_NNME_28102024.DAT,B;272;466737;12;20241028 01:07;;1;111;URIARRA RD;CRESTWOOD;2620;;;20240927;20241018;490000;;R;RESIDENCE;1;;;0;AU509362;
272_SALES_DATA_NNME_28102024.DAT,B;272;480637;13;20241028 01:07;;;47;SHINGLEHOUSE RD;BYWONG;2621;8.001;H;20240918;20241018;2000000;C4;R;RESIDENCE;;LBN;;0;AU507741;
272_SALES_DATA_NNME_28102024.DAT,B;272;480952;14;20241028 01:07;;;283;WANNA WANNA RD;CARWOOLA;2620;80.73;H;20240910;20241008;2165000;C4;R;RESIDENCE;;RFL;;0;AU477691;
272_SALES_DATA_NNME_28102024.DAT,B;272;481154;15;20241028 01:07;;;81;DOUGLAS CL;CARWOOLA;2620;14.2;H;20240821;20241021;1525000;C4;R;RESIDENCE;;LCW;;0;AU512580;
272_SALES_DATA_NNME_28102024.DAT,B;272;2971443;16;20241028 01:07;;;98;BINOWEE DR;GOOGONG;2620;3.283;H;20240626;20241024;2000000;C4;R;RESIDENCE;;RHS;;0;AU524813;
272_SALES_DATA_NNME_28102024.DAT,B;272;3091971;17;20241028 01:07;;;33;LARMER ST;BUNGENDORE;2621;1370;M;20240917;20241022;1050000;R2;R;RESIDENCE;;RBE;;0;AU517365;
272_SALES_DATA_NNME_28102024.DAT,B;272;3594151;18;20241028 01:07;;;4;BADGERY ST;BRAIDWOOD;2622;926.2;M;20240920;20241023;885000;R2;R;RESIDENCE;;RBW;;0;AU522083;
272_SALES_DATA_NNME_28102024.DAT,B;272;4525642;19;20241028 01:07;;;3;TOWONG ST;GOOGONG;2620;455;M;20240925;20241024;399000;R1;R;RESIDENCE;;DGA;;0;AU525823;
272_SALES_DATA_NNME_28102024.DAT,B;272;4525654;20;20241028 01:07;;;9;BUTTERFIELD AVE;GOOGONG;2620;473;M;20240923;20241018;483000;R1;R;RESIDENCE;;DGA;;0;AU509182;
272_SALES_DATA_NNME_28102024.DAT,B;272;4578255;21;20241028 01:07;;;88;CANDY RD;BURRA;2620;3.284;H;20240903;20241004;1600000;;R;RESIDENCE;;;;0;AU474905;
272_SALES_DATA_NNME_28102024.DAT,B;272;4552397;22;20241028 01:07;;;14;MOWENBAH CRES;GOOGONG;2620;540;M;20240923;20241022;529000;R1;V;VACANT LAND;;DGA;;0;AU517432;
272_SALES_DATA_NNME_28102024.DAT,B;272;3350457;23;20241028 01:07;;5;5;WATERLOO ST;QUEANBEYAN EAST;2620;;;20240911;20241021;450000;;R;RESIDENCE;5;;;0;AU513915;
272_SALES_DATA_NNME_28102024.DAT,B;272;4426468;24;20241028 01:07;;;9;WIRY DOCK RD;TRALEE;2620;609;M;20240917;20241022;1427000;R1;R;RESIDENCE;;TRA;;0;AU518737;
272_SALES_DATA_NNME_28102024.DAT,B;272;4485813;25;20241028 01:07;;;8;LEWIS ST;CAPTAINS FLAT;2623;607;M;20240920;20241021;435000;RU5;R;RESIDENCE;;VCP;;0;AU514843;
272_SALES_DATA_NNME_28102024.DAT,B;272;4476976;26;20241028 01:07;;;54;MCCAULEY AVE;GOOGONG;2620;513;M;20240711;20241022;480000;R1;V;VACANT LAND;;DGA;;0;AU517679;
272_SALES_DATA_NNME_28102024.DAT,B;272;4439375;27;20241028 01:07;;;12;LETSONA ST;GOOGONG;2620;414;M;20241011;20241023;1520000;R1;R;RESIDENCE;;DGA;;0;AU521580;
272_SALES_DATA_NNME_28102024.DAT,B;272;3875808;28;20241028 01:07;;;183;GORMAN DR;GOOGONG;2620;170;M;20240927;20241021;730000;R1;R;RESIDENCE;;DGA;;0;AU512631;
272_SALES_DATA_NNME_28102024.DAT,B;272;3894691;29;20241028 01:07;;;22;CHRISTIE ST;GOOGONG;2620;594;M;20240923;20241024;1300000;R1;R;RESIDENCE;;DGA;;0;AU524806;
272_SALES_DATA_NNME_28102024.DAT,B;272;4287996;30;20241028 01:07;;;50;ERSKINE LOOP;GOOGONG;2620;480;M;20241003;20241024;940000;R1;R;RESIDENCE;;DGA;;0;AU525091;
267_SALES_DATA_NNME_28102024.DAT,B;267;1957987;1;20241028 01:07;;41;43;MALLETT ST;CAMPERDOWN;2050;;;20241003;20241024;705000;;R;RESIDENCE;41;;;0;AU523656;
267_SALES_DATA_NNME_28102024.DAT,B;267;2926026;2;20241028 01:07;CITADEL APARTMENTS;422;1;PHILLIP ST;PETERSHAM;2049;76;M;20240910;20241022;586000;;R;RESIDENCE;90;;;0;AU518800;
267_SALES_DATA_NNME_28102024.DAT,B;267;1933999;3;20241028 01:07;;2;104;PHILLIP ST;BIRCHGROVE;2041;;;20240720;20241021;1460000;;R;RESIDENCE;2;;;0;AU515336;
267_SALES_DATA_NNME_28102024.DAT,B;267;1933999;4;20241028 01:07;;3;104;PHILLIP ST;BIRCHGROVE;2041;;;20240720;20241021;1750000;;R;RESIDENCE;3;;;0;AU515977;
267_SALES_DATA_NNME_28102024.DAT,B;267;1933999;5;20241028 01:07;;4;104;PHILLIP ST;BIRCHGROVE;2041;;;20240720;20241021;1550000;;R;RESIDENCE;4;;;0;AU515326;
267_SALES_DATA_NNME_28102024.DAT,B;267;4152420;6;20241028 01:07;;;22 D;WAY ST;TEMPE;2044;159.5;M;20240911;20241023;2100000;R2;R;RESIDENCE;;EST;;0;AU521438;
267_SALES_DATA_NNME_28102024.DAT,B;267;4218812;7;20241028 01:07;;;22;LILYDALE ST;MARRICKVILLE;2204;215;M;20240920;20241018;2210000;;R;RESIDENCE;170;;;0;AU508574;
267_SALES_DATA_NNME_28102024.DAT,B;267;4136700;8;20241028 01:07;;308;14;MCGILL ST;LEWISHAM;2049;100;M;20240909;20241021;845000;;R;RESIDENCE;35;;;0;AU513300;
267_SALES_DATA_NNME_28102024.DAT,B;267;1295381;9;20241028 01:07;;5;7;CHURCH ST;ASHFIELD;2131;;;20240919;20241024;910000;;R;RESIDENCE;5;;;0;AU523502;
267_SALES_DATA_NNME_28102024.DAT,B;267;1305991;10;20241028 01:07;;25;151 B;SMITH ST;SUMMER HILL;2130;;;20240910;20241022;609000;;R;RESIDENCE;25;;;0;AU517290;
267_SALES_DATA_NNME_28102024.DAT,B;267;1300905;11;20241028 01:07;;;4;LION ST;CROYDON;2132;174.77;M;20240810;20241021;1546000;R2;R;RESIDENCE;;ESW;;0;AU513060;
267_SALES_DATA_NNME_28102024.DAT,B;267;1300992;12;20241028 01:07;;3;417;LIVERPOOL RD;ASHFIELD;2131;;;20240906;20241018;480000;;R;RESIDENCE;3;;;0;AU507829;
267_SALES_DATA_NNME_28102024.DAT,B;267;1296556;13;20241028 01:07;;;10;DRYNAN ST;SUMMER HILL;2130;600.7;M;20240622;20241022;2965000;R2;R;RESIDENCE;;EPQ;;0;AU517294;
267_SALES_DATA_NNME_28102024.DAT,B;267;1296625;14;20241028 01:07;;;22;DUDLEY ST;HABERFIELD;2045;696.77;M;20240716;20241018;2224333;R2;R;RESIDENCE;;EHH;;0;AU508295;
267_SALES_DATA_NNME_28102024.DAT,B;267;1304939;15;20241028 01:07;;;59;RAMSAY ST;HABERFIELD;2045;1043;M;20240727;20241021;3272000;R2;R;RESIDENCE;;EHH;;0;AU514281;
267_SALES_DATA_NNME_28102024.DAT,B;267;1297272;16;20241028 01:07;;4;31;ELIZABETH ST;ASHFIELD;2131;;;20240912;20241024;700000;;R;RESIDENCE;4;;;0;AU525494;
267_SALES_DATA_NNME_28102024.DAT,B;267;1292322;17;20241028 01:07;;;194;ALT ST;HABERFIELD;2045;396;M;20240926;20241024;3000000;R2;R;RESIDENCE;;ERR;;0;AU523131;
267_SALES_DATA_NNME_28102024.DAT,B;267;3071328;18;20241028 01:07;;23;1;CORONATION AVE;PETERSHAM;2049;;;20240905;20241017;1265000;;R;RESIDENCE;23;;;0;AU505646;
267_SALES_DATA_NNME_28102024.DAT,B;267;3080483;19;20241028 01:07;;;11;NELSON PL;PETERSHAM;2049;195.7;M;20240810;20241021;1880000;R1;R;RESIDENCE;;GRS;;0;AU514730;
267_SALES_DATA_NNME_28102024.DAT,B;267;3536506;20;20241028 01:07;;;27 A;MOORE LANE;LILYFIELD;2040;226.7;M;20240928;20241018;2420000;R1;R;RESIDENCE;;EAN;;0;AU508492;
267_SALES_DATA_NNME_28102024.DAT,B;267;3660348;21;20241028 01:07;;11;1;GIBBENS ST;CAMPERDOWN;2050;;;20240909;20241021;1200000;;R;RESIDENCE;23;;;0;AU516038;
267_SALES_DATA_NNME_28102024.DAT,B;267;4093938;22;20241028 01:07;;308;22 A;GEORGE ST;LEICHHARDT;2040;101;M;20240906;20241018;1090000;;R;RESIDENCE;105;;;0;AU510404;
267_SALES_DATA_NNME_28102024.DAT,B;267;4063916;23;20241028 01:07;;403;3;MUNGO SCOTT PL;SUMMER HILL;2130;;;20240828;20241024;1320000;;R;RESIDENCE;76;;;0;AU524595;
267_SALES_DATA_NNME_28102024.DAT,B;267;4017445;24;20241028 01:07;;;12;FREDERICK ST;SYDENHAM;2044;292.7;M;20240806;20241024;1857000;R2;R;RESIDENCE;;ESS;;0;AU524694;
267_SALES_DATA_NNME_28102024.DAT,B;267;4537520;25;20241028 01:07;;;153 A;ANNANDALE ST;ANNANDALE;2038;490.2;M;20240910;20241021;5975000;R1;R;RESIDENCE;;EKK;;0;AU515513;
267_SALES_DATA_NNME_28102024.DAT,B;267;4568362;26;20241028 01:07;;203;333;LIVERPOOL RD;ASHFIELD;2131;146.2;M;20240618;20241016;1210000;;R;RESIDENCE;18;;;0;AU502127;
267_SALES_DATA_NNME_28102024.DAT,B;267;4548943;27;20241028 01:07;;;76;MOORE ST;LEICHHARDT;2040;203.9;M;20240910;20241022;1850000;R1;R;RESIDENCE;;EAS;;0;AU518364;
267_SALES_DATA_NNME_28102024.DAT,B;267;4542172;28;20241028 01:07;;;20;SURREY ST;MARRICKVILLE;2204;411;M;20240418;20241024;2650000;R2;R;RESIDENCE;;EGN;;0;AU524686;
267_SALES_DATA_NNME_28102024.DAT,B;267;4542737;29;20241028 01:07;;1111;186 E;VICTORIA RD;MARRICKVILLE;2204;114;M;20240923;20241022;1565000;;R;RESIDENCE;270;;;0;AU516720;
267_SALES_DATA_NNME_28102024.DAT,B;267;3132816;30;20241028 01:07;;2;74;JOHNSTON ST;ANNANDALE;2038;;;20240701;20241021;2750000;;R;RESIDENCE;2;;;0;AU513478;
267_SALES_DATA_NNME_28102024.DAT,B;267;3114288;31;20241028 01:07;;7;175;TRAFALGAR ST;STANMORE;2048;;;20240823;20241018;770000;;R;RESIDENCE;7;;;0;AU510446;
267_SALES_DATA_NNME_28102024.DAT,B;267;3165500;32;20241028 01:07;;20;1;GLADSTONE ST;NEWTOWN;2042;;;20240918;20241023;840000;;R;RESIDENCE;13;;;0;AU521906;
267_SALES_DATA_NNME_28102024.DAT,B;267;3213243;33;20241028 01:07;;4;245;MARRICKVILLE RD;MARRICKVILLE;2204;;;20240627;20241021;1500000;;R;RESIDENCE;4;;;0;AU513369;
267_SALES_DATA_NNME_28102024.DAT,B;267;3211978;34;20241028 01:07;;8;26;PERRY ST;MARRICKVILLE;2204;;;20240821;20241021;1735000;;R;RESIDENCE;8;;;0;AU512447;
267_SALES_DATA_NNME_28102024.DAT,B;267;3732157;35;20241028 01:07;THE GANTRY;205;8;GANTRY LANE;CAMPERDOWN;2050;92;M;20240822;20241021;785000;;R;RESIDENCE;12;;;0;AU516040;
267_SALES_DATA_NNME_28102024.DAT,B;267;3635683;36;20241028 01:07;;11;80;VICTORIA RD;MARRICKVILLE;2204;;;20240906;20241018;910000;;R;RESIDENCE;11;;;0;AU508156;
267_SALES_DATA_NNME_28102024.DAT,B;267;3681924;37;20241028 01:07;;86;525;ILLAWARRA RD;MARRICKVILLE;2204;;;20240911;20241023;1170000;;R;RESIDENCE;86;;;0;AU521536;
267_SALES_DATA_NNME_28102024.DAT,B;267;1914076;38;20241028 01:07;;;37;ANNESLEY ST;LEICHHARDT;2040;197.6;M;20240904;20241016;1850000;R1;R;RESIDENCE;;EAS;;0;AU501095;
267_SALES_DATA_NNME_28102024.DAT,B;267;1949414;39;20241028 01:07;;;34;EDWIN ST;TEMPE;2044;211;M;20240912;20241024;1937500;R2;R;RESIDENCE;;EST;;0;AU525165;
267_SALES_DATA_NNME_28102024.DAT,B;267;1941596;40;20241028 01:07;;;19;AGAR ST;MARRICKVILLE;2204;316.2;M;20240727;20241021;3040000;R2;R;RESIDENCE;;EGN;;0;AU514661;
267_SALES_DATA_NNME_28102024.DAT,B;267;1946873;41;20241028 01:07;;;30;CONSTITUTION RD;DULWICH HILL;2203;151.8;M;20240906;20241018;1320000;R2;R;RESIDENCE;;EGP;;0;AU508894;
267_SALES_DATA_NNME_28102024.DAT,B;267;1915821;42;20241028 01:07;;1;27 A;BOOTH ST;ANNANDALE;2038;;;20240801;20241018;2785000;;R;RESIDENCE;1;;;0;AU509533;
267_SALES_DATA_NNME_28102024.DAT,B;267;1933926;43;20241028 01:07;;;37;PERRY ST;LILYFIELD;2040;223.14;M;20240913;20241018;1650000;E1;R;RESIDENCE;;ENC;;0;AU508821;
267_SALES_DATA_NNME_28102024.DAT,B;267;1952431;44;20241028 01:07;;;25;GOODSELL ST;ST PETERS;2044;151.8;M;20240924;20241022;1911000;R2;R;RESIDENCE;;ESS;;0;AU517266;
267_SALES_DATA_NNME_28102024.DAT,B;267;1952518;45;20241028 01:07;;;4;GORMAN ST;MARRICKVILLE;2204;189.7;M;20240825;20241021;1690000;R2;R;RESIDENCE;;EGN;;0;AU515682;
267_SALES_DATA_NNME_28102024.DAT,B;267;1952570;46;20241028 01:07;;1;28;GOULD AVE;LEWISHAM;2049;;;20240912;20241024;1315000;;R;RESIDENCE;1;;;0;AU524534;
267_SALES_DATA_NNME_28102024.DAT,B;267;1921156;47;20241028 01:07;;10;1;DAY ST;LEICHHARDT;2040;;;20240816;20241018;362500;;R;RESIDENCE;10;;;0;AU509312;
267_SALES_DATA_NNME_28102024.DAT,B;267;1921296;48;20241028 01:07;;;71;DENISON ST;ROZELLE;2039;201;M;20240803;20241021;2450000;R1;R;RESIDENCE;;ELL;;0;AU513475;
267_SALES_DATA_NNME_28102024.DAT,B;267;1939362;49;20241028 01:07;;2;48;WATERVIEW ST;BALMAIN;2041;;;20240906;20241018;2260000;;R;RESIDENCE;2;;;0;AU510083;
267_SALES_DATA_NNME_28102024.DAT,B;267;1937198;50;20241028 01:07;;;33;TAYLOR ST;ANNANDALE;2038;202.3;M;20241003;20241021;1668000;R1;R;RESIDENCE;;EKK;;0;AU514257;
267_SALES_DATA_NNME_28102024.DAT,B;267;1916785;51;20241028 01:07;;8 A;1;BUCHANAN ST;BALMAIN;2041;;;20240907;20241021;1589000;;R;RESIDENCE;71;;;0;AU512152;
267_SALES_DATA_NNME_28102024.DAT,B;267;1932147;52;20241028 01:07;;2;9;NICHOLSON ST;BALMAIN EAST;2041;;;20240507;20241018;2060000;;R;RESIDENCE;2;;;0;AU509123;
267_SALES_DATA_NNME_28102024.DAT,B;267;1948104;53;20241028 01:07;;;223;DENISON RD;DULWICH HILL;2203;189.7;M;20240727;20241024;1820000;R2;R;RESIDENCE;;EGP;;0;AU523786;
267_SALES_DATA_NNME_28102024.DAT,B;267;1917073;54;20241028 01:07;;4;8;BURT ST;ROZELLE;2039;;;20240912;20241024;860000;;R;RESIDENCE;4;;;0;AU526074;
267_SALES_DATA_NNME_28102024.DAT,B;267;1935124;55;20241028 01:07;;;15;ROSE ST;ANNANDALE;2038;153.2;M;20240815;20241024;1980000;R1;R;RESIDENCE;;EKK;;0;AU524085;
267_SALES_DATA_NNME_28102024.DAT,B;267;1935235;56;20241028 01:07;;3;5;ROSEBERY PL;BALMAIN;2041;;;20241014;20241022;710050;;3;OFFICE;3;;;0;AU517529;
267_SALES_DATA_NNME_28102024.DAT,B;267;1937764;57;20241028 01:07;;;31;THORBY AVE;LEICHHARDT;2040;132.5;M;20240907;20241021;1600000;R1;R;RESIDENCE;;EAS;;0;AU512919;
267_SALES_DATA_NNME_28102024.DAT,B;267;1937830;58;20241028 01:07;;;4;THORNLEY ST;LEICHHARDT;2040;271.9;M;20240618;20241021;3530000;R1;R;RESIDENCE;;EAS;;0;AU515719;
267_SALES_DATA_NNME_28102024.DAT,B;267;1922366;59;20241028 01:07;;;27;ENNIS ST;BALMAIN;2041;278.2;M;20240823;20241022;4300000;R1;R;RESIDENCE;;ECC;;0;AU517271;
267_SALES_DATA_NNME_28102024.DAT,B;267;1922427;60;20241028 01:07;;;69;EVANS ST;ROZELLE;2039;267;M;20240908;20241022;2750000;R1;R;RESIDENCE;;ELR;;0;AU516822;
267_SALES_DATA_NNME_28102024.DAT,B;267;1930114;61;20241028 01:07;;;45;MAIDA ST;LILYFIELD;2040;;;20240911;20241023;1875000;;R;RESIDENCE;1;;;0;AU521452;
267_SALES_DATA_NNME_28102024.DAT,B;267;1956968;62;20241028 01:07;;8;1;LIVINGSTONE RD;PETERSHAM;2049;;;20240906;20241018;445000;;R;RESIDENCE;8;;;0;AU509823;
267_SALES_DATA_NNME_28102024.DAT,B;267;1917694;63;20241028 01:07;;;63;CARY ST;LEICHHARDT;2040;278.59;M;20220912;20241024;2785000;R1;R;RESIDENCE;;EAS;;0;AU524134;
267_SALES_DATA_NNME_28102024.DAT,B;267;1922625;64;20241028 01:07;;;12;EVANS ST;BALMAIN;2041;142.2;M;20240906;20241018;1612500;R1;R;RESIDENCE;;ECC;;0;AU509425;
267_SALES_DATA_NNME_28102024.DAT,B;267;1935699;65;20241028 01:07;;;8;RUSSELL ST;LILYFIELD;2040;585;M;20240422;20241022;4300000;R1;R;RESIDENCE;;EAN;;0;AU516612;
267_SALES_DATA_NNME_28102024.DAT,B;267;1946175;66;20241028 01:07;;;29;CHARLES ST;STANMORE;2048;120.1;M;20240822;20241024;1700000;R2;R;RESIDENCE;;ETL;;0;AU524563;
267_SALES_DATA_NNME_28102024.DAT,B;267;1940993;67;20241028 01:07;;;353;YOUNG ST;ANNANDALE;2038;147.93;M;20240920;20241018;2230000;R1;R;RESIDENCE;;EKK;;0;AU508746;
267_SALES_DATA_NNME_28102024.DAT,B;267;1970489;68;20241028 01:07;;;14;WARWICK ST;STANMORE;2048;167.34;M;20240907;20241021;2140000;R2;R;RESIDENCE;;ETL;;0;AU512444;
267_SALES_DATA_NNME_28102024.DAT,B;267;1971241;69;20241028 01:07;;25;3;WILLIAMS PDE;DULWICH HILL;2203;;;20240911;20241023;1030000;;R;RESIDENCE;25;;;0;AU521088;
267_SALES_DATA_NNME_28102024.DAT,B;267;1960702;70;20241028 01:07;;10;525;NEW CANTERBURY RD;DULWICH HILL;2203;;;20240912;20241024;742000;;R;RESIDENCE;10;;;0;AU525099;
267_SALES_DATA_NNME_28102024.DAT,B;267;1960860;71;20241028 01:07;;28;363;NEW CANTERBURY RD;DULWICH HILL;2203;;;20240912;20241024;815000;;R;RESIDENCE;28;;;0;AU524542;
267_SALES_DATA_NNME_28102024.DAT,B;267;1969593;72;20241028 01:07;;;149;VICTORIA ST;DULWICH HILL;2203;240.2;M;20240917;20241022;170000;R2;R;RESIDENCE;;EGP;;0;AU516245;
267_SALES_DATA_NNME_28102024.DAT,B;267;1964223;73;20241028 01:07;;8;3;RIVERSIDE CRES;MARRICKVILLE;2204;;;20240731;20241021;800000;;R;RESIDENCE;8;;;0;AU514205;
267_SALES_DATA_NNME_28102024.DAT,B;267;1969717;74;20241028 01:07;;16;10;VIEW ST;MARRICKVILLE;2204;;;20240925;20241023;585000;;R;RESIDENCE;16;;;0;AU520782;
267_SALES_DATA_NNME_28102024.DAT,B;267;2847627;75;20241028 01:07;;3;430;LIVERPOOL RD;CROYDON;2132;115;M;20240912;20241024;875000;;R;RESIDENCE;3;;;0;AU524570;
267_SALES_DATA_NNME_28102024.DAT,B;267;1304081;76;20241028 01:07;;43;12;WEST ST;CROYDON;2132;;;20240906;20241018;530000;;R;RESIDENCE;43;;;0;AU507960;
267_SALES_DATA_NNME_28102024.DAT,B;267;2781945;77;20241028 01:07;;147;20;BUCHANAN ST;BALMAIN;2041;;;20240911;20241023;1387500;;R;RESIDENCE;147;;;0;AU520907;
267_SALES_DATA_NNME_28102024.DAT,B;267;4381922;78;20241028 01:07;;201;383;DARLING ST;BALMAIN;2041;97;M;20240822;20241021;1300000;;R;RESIDENCE;10;;;0;AU513048;
267_SALES_DATA_NNME_28102024.DAT,B;267;3839566;79;20241028 01:07;;2;743;NEW CANTERBURY RD;DULWICH HILL;2203;89;M;20240704;20241023;670000;;R;RESIDENCE;2;;;0;AU520098;
267_SALES_DATA_NNME_28102024.DAT,B;267;3839566;80;20241028 01:07;;4;743;NEW CANTERBURY RD;DULWICH HILL;2203;91;M;20240907;20241021;650000;;R;RESIDENCE;4;;;0;AU514284;
267_SALES_DATA_NNME_28102024.DAT,B;267;3788169;81;20241028 01:07;;1;793;NEW CANTERBURY RD;DULWICH HILL;2203;;;20240907;20241021;825000;;R;RESIDENCE;1;;;0;AU514115;
267_SALES_DATA_NNME_28102024.DAT,B;267;3838446;82;20241028 01:07;;;48;OXFORD ST;NEWTOWN;2042;174.8;M;20240921;20241018;2700000;R2;R;RESIDENCE;;EPL;;0;AU508569;
267_SALES_DATA_NNME_28102024.DAT,B;267;3801088;83;20241028 01:07;;63;2 A;BROWN ST;ASHFIELD;2131;118;M;20240918;20241023;715000;;R;RESIDENCE;63;;;0;AU522222;
267_SALES_DATA_NNME_28102024.DAT,B;267;3950277;84;20241028 01:07;;215;20;HUDSON ST;LEWISHAM;2049;;;20240802;20241022;880000;;R;RESIDENCE;225;;;0;AU517418;
267_SALES_DATA_NNME_28102024.DAT,B;267;3990497;85;20241028 01:07;;106;268;LIVERPOOL RD;ASHFIELD;2131;;;20240823;20241018;765000;;R;RESIDENCE;5;;;0;AU511288;
267_SALES_DATA_NNME_28102024.DAT,B;267;3950277;86;20241028 01:07;;356;3;WILLIAM ST;LEWISHAM;2049;111;M;20240910;20241022;905000;;R;RESIDENCE;22;;;0;AU517621;
267_SALES_DATA_NNME_28102024.DAT,B;267;4318369;87;20241028 01:07;;;86;LORD ST;NEWTOWN;2042;120.1;M;20240806;20241018;1420000;R2;R;RESIDENCE;;EGE;;0;AU508169;
267_SALES_DATA_NNME_28102024.DAT,B;267;4269422;88;20241028 01:07;;;101;LAMB ST;LILYFIELD;2040;282.2;M;20240823;20241018;1800000;R1;R;RESIDENCE;;EAN;;0;AU508632;
269_SALES_DATA_NNME_28102024.DAT,B;269;4574242;1;20241028 01:07;;;3;FINCH CCT;MOAMA;2731;920;M;20220401;20241021;278000;;V;VACANT LAND;;;;0;AU512109;
269_SALES_DATA_NNME_28102024.DAT,B;269;4574244;2;20241028 01:07;;;5;WATTLEBIRD WAY;MOAMA;2731;1000;M;20220426;20241021;300000;;R;RESIDENCE;;;;0;AU515330;
269_SALES_DATA_NNME_28102024.DAT,B;269;4574245;3;20241028 01:07;;;7;WATTLEBIRD WAY;MOAMA;2731;1000;M;20220426;20241021;300000;;R;RESIDENCE;;;;0;AU515777;
269_SALES_DATA_NNME_28102024.DAT,B;269;4574247;4;20241028 01:07;;;42;FINCH CCT;MOAMA;2731;1000;M;20220429;20241021;300000;;R;RESIDENCE;;;;0;AU515241;
269_SALES_DATA_NNME_28102024.DAT,B;269;4574248;5;20241028 01:07;;;40;FINCH CCT;MOAMA;2731;1000;M;20220404;20241021;302000;;V;VACANT LAND;;;;0;AU512110;
269_SALES_DATA_NNME_28102024.DAT,B;269;4574250;6;20241028 01:07;;;36;FINCH CCT;MOAMA;2731;1000;M;20220509;20241021;305000;;R;RESIDENCE;;;;0;AU512103;
269_SALES_DATA_NNME_28102024.DAT,B;269;4574251;7;20241028 01:07;;;34;FINCH CCT;MOAMA;2731;1000;M;20220407;20241021;306000;;V;VACANT LAND;;;;0;AU513603;
269_SALES_DATA_NNME_28102024.DAT,B;269;4574252;8;20241028 01:07;;;32;FINCH CCT;MOAMA;2731;1000;M;20220512;20241021;307000;;V;VACANT LAND;;;;0;AU512313;
269_SALES_DATA_NNME_28102024.DAT,B;269;4574258;9;20241028 01:07;;;41;FINCH CCT;MOAMA;2731;1000;M;20220404;20241022;308000;;V;VACANT LAND;;;;0;AU516702;
269_SALES_DATA_NNME_28102024.DAT,B;269;4574259;10;20241028 01:07;;;39;FINCH CCT;MOAMA;2731;1000;M;20220404;20241022;307000;;V;VACANT LAND;;;;0;AU516687;
269_SALES_DATA_NNME_28102024.DAT,B;269;4574260;11;20241028 01:07;;;37;FINCH CCT;MOAMA;2731;1000;M;20220304;20241021;306000;;V;VACANT LAND;;;;0;AU512111;
269_SALES_DATA_NNME_28102024.DAT,B;269;4574261;12;20241028 01:07;;;35;FINCH CCT;MOAMA;2731;1000;M;20221129;20241021;305000;;V;VACANT LAND;;;;0;AU512105;
269_SALES_DATA_NNME_28102024.DAT,B;269;4574262;13;20241028 01:07;;;33;FINCH CCT;MOAMA;2731;1000;M;20220309;20241021;304000;;V;VACANT LAND;;;;0;AU513516;
269_SALES_DATA_NNME_28102024.DAT,B;269;4574266;14;20241028 01:07;;;25;FINCH CCT;MOAMA;2731;1162;M;20220510;20241021;382000;;V;VACANT LAND;;;;0;AU512660;
269_SALES_DATA_NNME_28102024.DAT,B;269;544176;15;20241028 01:07;;;24 A;BURNES ST;MATHOURA;2710;1897;M;20240924;20241018;325000;RU5;R;RESIDENCE;;ZF1;;0;AU507405;
269_SALES_DATA_NNME_28102024.DAT,B;269;544183;16;20241028 01:07;;;6 A;BURNES ST;MATHOURA;2710;1897;M;20240912;20241023;160000;RU5;R;RESIDENCE;;ZF1;;0;AU520854;
