A;RTSALEDATA;109;20240909 01:06;VALNET;
B;109;1213513;1;20240909 01:06;NYRANG CREEK;;82;LAWRENCES RD;NYRANG CREEK;2804;387.398;H;20240705;20240815;963280;RU1;3;FARM;;RTM;;0;AU336352;
C;109;1213513;1;20240909 01:06;17, 63, 64, 125, 127, 134, 135, 175, 176/750134;
D;109;1213513;1;20240909 01:06;P;;;;;;
D;109;1213513;1;20240909 01:06;V;;;;;;
D;109;1213513;1;20240909 01:06;V;;;;;;
B;109;1213513;2;20240909 01:06;NYRANG CREEK;;82;LAWRENCES RD;NYRANG CREEK;2804;387.398;H;20240705;20240815;1698720;RU1;3;FARM;;RTM;;0;AU336353;
C;109;1213513;2;20240909 01:06;17, 63, 64, 125, 127, 134, 135, 175, 176/750134;
D;109;1213513;2;20240909 01:06;P;;;;;;
D;109;1213513;2;20240909 01:06;V;;;;;;
D;109;1213513;2;20240909 01:06;V;;;;;;
B;109;1215138;3;20240909 01:06;;;48;WEEMILAH PL;CLIFTON GROVE;2800;2.036;H;20240719;20240830;1620000;R5;R;RESIDENCE;;RRK;;0;AU376403;
C;109;1215138;3;20240909 01:06;14/1010358;
D;109;1215138;3;20240909 01:06;P;;;;;;
D;109;1215138;3;20240909 01:06;P;;;;;;
D;109;1215138;3;20240909 01:06;V;;;;;;
D;109;1215138;3;20240909 01:06;V;;;;;;
Z;18;3;3;10;
