A;RTSALEDATA;656;20240909 01:08;VALNET;
B;656;2819776;1;20240909 01:08;;1;9;KARUNGI CRES;PORT MACQUARIE;2444;;;20240423;20240830;500000;;3;COMMERCIAL;1;;;0;AU377339;
C;656;2819776;1;20240909 01:08;1/SP65382;
D;656;2819776;1;20240909 01:08;P;;;;;;
D;656;2819776;1;20240909 01:08;V;;;;;;
B;656;2885775;2;20240909 01:08;;;49;THE POINT DR;PORT MACQUARIE;2444;759.4;M;20240627;20240904;1175000;R1;R;RESIDENCE;;ABD;;0;AU387948;
C;656;2885775;2;20240909 01:08;253/1035161;
D;656;2885775;2;20240909 01:08;P;;;;;;
D;656;2885775;2;20240909 01:08;P;;;;;;
D;656;2885775;2;20240909 01:08;V;;;;;;
D;656;2885775;2;20240909 01:08;V;;;;;;
B;656;2917272;3;20240909 01:08;;;10;CHRYSOBERYL CT;PORT MACQUARIE;2444;795.2;M;20240705;20240830;1240000;R1;R;RESIDENCE;;AAB;;0;AU376611;
C;656;2917272;3;20240909 01:08;938/1041405;
D;656;2917272;3;20240909 01:08;P;;;;;;
D;656;2917272;3;20240909 01:08;P;;;;;;
D;656;2917272;3;20240909 01:08;V;;;;;;
D;656;2917272;3;20240909 01:08;V;;;;;;
B;656;2739656;4;20240909 01:08;;4;51;JINDALEE RD;PORT MACQUARIE;2444;;;20240703;20240830;750000;;3;COMMERCIAL;5;;;0;AU375196;
C;656;2739656;4;20240909 01:08;5/SP68517;
D;656;2739656;4;20240909 01:08;P;;;;;;
D;656;2739656;4;20240909 01:08;V;;;;;;
D;656;2739656;4;20240909 01:08;V;;;;;;
B;656;3455007;5;20240909 01:08;;;6;IVY ST;WAUCHOPE;2446;880.2;M;20240802;20240830;732000;R1;R;RESIDENCE;;AGA;;0;AU377096;
C;656;3455007;5;20240909 01:08;2/1138154;
D;656;3455007;5;20240909 01:08;P;;;;;;
D;656;3455007;5;20240909 01:08;P;;;;;;
D;656;3455007;5;20240909 01:08;V;;;;;;
B;656;4238082;6;20240909 01:08;;;362;ROLLANDS PLAINS RD;TELEGRAPH POINT;2441;11.98;H;20240719;20240830;960000;RU2;R;RESIDENCE;;RWU;;0;AU375994;
C;656;4238082;6;20240909 01:08;33/1229871;
D;656;4238082;6;20240909 01:08;P;;;;;;
D;656;4238082;6;20240909 01:08;P;;;;;;
D;656;4238082;6;20240909 01:08;V;;;;;;
B;656;3020762;7;20240909 01:08;;;82;BANGALAY DR;PORT MACQUARIE;2444;772.5;M;20240719;20240830;850000;R1;R;RESIDENCE;;AAB;;0;AU377431;
C;656;3020762;7;20240909 01:08;1/1057634;
D;656;3020762;7;20240909 01:08;P;;;;;;
D;656;3020762;7;20240909 01:08;P;;;;;;
D;656;3020762;7;20240909 01:08;V;;;;;;
B;656;3071783;8;20240909 01:08;;;21;BLUEBERRY LANE;PORT MACQUARIE;2444;403.9;M;20240815;20240904;600000;R3;R;RESIDENCE;;ABP;;0;AU389456;
C;656;3071783;8;20240909 01:08;27/1065071;
D;656;3071783;8;20240909 01:08;P;;;;;;
D;656;3071783;8;20240909 01:08;P;;;;;;
D;656;3071783;8;20240909 01:08;V;;;;;;
D;656;3071783;8;20240909 01:08;V;;;;;;
B;656;3088204;9;20240909 01:08;;;270;UPSALLS CREEK RD;UPSALLS CREEK;2439;31.26;H;20240809;20240905;1075000;RU1;R;RESIDENCE;;RPG;;0;AU392639;
C;656;3088204;9;20240909 01:08;289/754432;
D;656;3088204;9;20240909 01:08;P;;;;;;
D;656;3088204;9;20240909 01:08;P;;;;;;
D;656;3088204;9;20240909 01:08;V;;;;;;
B;656;3562907;10;20240909 01:08;;;19;DIAMOND DR;PORT MACQUARIE;2444;703.2;M;20240725;20240830;1102854;R1;R;RESIDENCE;;AAB;;0;AU375917;
C;656;3562907;10;20240909 01:08;1429/1160113;
D;656;3562907;10;20240909 01:08;P;;;;;;
D;656;3562907;10;20240909 01:08;V;;;;;;
D;656;3562907;10;20240909 01:08;V;;;;;;
B;656;3577024;11;20240909 01:08;;;44;GORDON ST;PORT MACQUARIE;2444;685.1;M;20240716;20240830;1727000;MU1;3;COMMERCIAL;;MUA;;0;AU377020;
C;656;3577024;11;20240909 01:08;1/1156701;
D;656;3577024;11;20240909 01:08;P;;;;;;
D;656;3577024;11;20240909 01:08;V;;;;;;
B;656;4565831;12;20240909 01:08;;1;33;ORONTES CL;SANCROX;2446;60;M;20240523;20240830;275000;;3;FACTORY;1;;;0;AU377354;
C;656;4565831;12;20240909 01:08;1/SP108378;
D;656;4565831;12;20240909 01:08;P;;;;;;
D;656;4565831;12;20240909 01:08;V;;;;;;
B;656;4565831;13;20240909 01:08;;2;33;ORONTES CL;SANCROX;2446;60;M;20240206;20240830;264000;;R;RESIDENCE;2;;;0;AU376904;
C;656;4565831;13;20240909 01:08;2/SP108378;
D;656;4565831;13;20240909 01:08;P;;;;;;
D;656;4565831;13;20240909 01:08;V;;;;;;
B;656;4565831;14;20240909 01:08;;4;33;ORONTES CL;SANCROX;2446;60;M;20240510;20240830;264000;;3;COMMERCIAL;4;;;0;AU377017;
C;656;4565831;14;20240909 01:08;4/SP108378;
D;656;4565831;14;20240909 01:08;P;;;;;;
D;656;4565831;14;20240909 01:08;P;;;;;;
D;656;4565831;14;20240909 01:08;V;;;;;;
B;656;4565831;15;20240909 01:08;;5;33;ORONTES CL;SANCROX;2446;60;M;20240621;20240830;269500;;3;COMMERCIAL;5;;;0;AU377057;
C;656;4565831;15;20240909 01:08;5/SP108378;
D;656;4565831;15;20240909 01:08;P;;;;;;
D;656;4565831;15;20240909 01:08;V;;;;;;
B;656;4555057;16;20240909 01:08;;;12;ACTON ST;THRUMSTER;2444;519.6;M;20240813;20240903;425000;R1;V;VACANT LAND;;ABD;;0;AU386945;
