A;RTSALEDATA;187;20241014 01:06;VALNET;
B;187;4575164;1;20241014 01:06;;;;HEBER ST;BREEZA;2381;1.745;H;20240723;20240903;31500;;3;PRIMARY PRODUC;;;;0;AU384423;
C;187;4575164;1;20241014 01:06;1/14/758160;
D;187;4575164;1;20241014 01:06;P;;;;;;
D;187;4575164;1;20241014 01:06;V;;;;;;
B;187;1850803;2;20241014 01:06;;;8;LAWSON AVE;GUNNEDAH;2380;857.4;M;20240828;20241010;445000;R2;R;RESIDENCE;;AAS;;0;AU485060;
C;187;1850803;2;20241014 01:06;14/24704;
D;187;1850803;2;20241014 01:06;P;;;;;;
D;187;1850803;2;20241014 01:06;P;;;;;;
D;187;1850803;2;20241014 01:06;V;;;;;;
B;187;1848683;3;20241014 01:06;;;3;ALFORD RD;GUNNEDAH;2380;929.5;M;20240923;20241004;440000;E4;R;RESIDENCE;;EGI;;0;AU472862;
C;187;1848683;3;20241014 01:06;B/391714;
D;187;1848683;3;20241014 01:06;P;;;;;;
D;187;1848683;3;20241014 01:06;P;;;;;;
D;187;1848683;3;20241014 01:06;V;;;;;;
B;187;1849309;4;20241014 01:06;;;10;BREEN ST;GUNNEDAH;2380;758.8;M;20240827;20241004;455000;R2;R;RESIDENCE;;AAS;;0;AU474702;
C;187;1849309;4;20241014 01:06;79/234732;
D;187;1849309;4;20241014 01:06;P;;;;;;
D;187;1849309;4;20241014 01:06;V;;;;;;
D;187;1849309;4;20241014 01:06;V;;;;;;
B;187;4255627;5;20241014 01:06;;;32;BIRCH ST;BREEZA;2381;2023;M;20240428;20240509;72500;RU5;3;OFFICE;;AAT;;0;AU52989;
C;187;4255627;5;20241014 01:06;6/3/758160;
D;187;4255627;5;20241014 01:06;P;;;;;;
D;187;4255627;5;20241014 01:06;P;;;;;;
D;187;4255627;5;20241014 01:06;V;;;;;;
Z;26;5;5;14;
