A;RTSALEDATA;224;20241014 01:07;VALNET;
B;224;2530444;1;20241014 01:07;;;256;BANKS DR;ST CLAIR;2759;562.8;M;20240823;20241004;915000;R2;R;RESIDENCE;;RAA;;0;AU473618;
C;224;2530444;1;20241014 01:07;478/263559;
D;224;2530444;1;20241014 01:07;P;;;;;;
D;224;2530444;1;20241014 01:07;P;;;;;;
D;224;2530444;1;20241014 01:07;V;;;;;;
D;224;2530444;1;20241014 01:07;V;;;;;;
B;224;2864769;2;20241014 01:07;;;116 A;QUEEN ST;ST MARYS;2760;229;M;20240806;20241008;1100000;MU1;R;RESIDENCE;;MSM;;0;AU479272;
C;224;2864769;2;20241014 01:07;11/1034618;
D;224;2864769;2;20241014 01:07;P;;;;;;
D;224;2864769;2;20241014 01:07;V;;;;;;
B;224;2955693;3;20241014 01:07;;2;14;COOMBES DR;PENRITH;2750;;;20240917;20241004;973500;;3;FACTORY;2;;;0;AU472396;
C;224;2955693;3;20241014 01:07;2/SP69167;
D;224;2955693;3;20241014 01:07;P;;;;;;
D;224;2955693;3;20241014 01:07;V;;;;;;
B;224;4136466;4;20241014 01:07;;20;14;HENRY ST;PENRITH;2750;;;20240819;20241004;485000;;R;RESIDENCE;20;;;0;AU475451;
C;224;4136466;4;20241014 01:07;20/SP91900;
D;224;4136466;4;20241014 01:07;P;;;;;;
D;224;4136466;4;20241014 01:07;V;;;;;;
D;224;4136466;4;20241014 01:07;V;;;;;;
B;224;2530136;5;20241014 01:07;;;43;BALLYBUNNION TCE;GLENMORE PARK;2745;435;M;20240823;20241004;920000;R3;R;RESIDENCE;;GMD;;0;AU474699;
C;224;2530136;5;20241014 01:07;7614/872798;
D;224;2530136;5;20241014 01:07;P;;;;;;
D;224;2530136;5;20241014 01:07;P;;;;;;
D;224;2530136;5;20241014 01:07;V;;;;;;
B;224;2528392;6;20241014 01:07;;;47;ALPINE CCT;ST CLAIR;2759;632;M;20240819;20241008;1125000;R2;R;RESIDENCE;;RAA;;0;AU477138;
C;224;2528392;6;20241014 01:07;306/261734;
D;224;2528392;6;20241014 01:07;P;;;;;;
D;224;2528392;6;20241014 01:07;P;;;;;;
D;224;2528392;6;20241014 01:07;V;;;;;;
D;224;2528392;6;20241014 01:07;V;;;;;;
B;224;2528799;7;20241014 01:07;;;40;ANDROMEDA DR;CRANEBROOK;2749;498.9;M;20240912;20241010;895000;R2;R;RESIDENCE;;RAV;;0;AU485419;
C;224;2528799;7;20241014 01:07;5074/817298;
