A;RTSALEDATA;300;20241014 01:08;VALNET;
B;300;1842913;1;20241014 01:08;;;20;FRAZER ST;BINGARA;2404;2023;M;20240910;20241010;430000;RU5;R;RESIDENCE;;ABB;;0;AU484947;
C;300;1842913;1;20241014 01:08;4/41/758111;
D;300;1842913;1;20241014 01:08;P;;;;;;
D;300;1842913;1;20241014 01:08;V;;;;;;
D;300;1842913;1;20241014 01:08;V;;;;;;
B;300;2688843;2;20241014 01:08;KELVINGTON;;6;YETMAN ST;COOLATAI;2402;1.012;H;20240822;20241004;320000;RU5;R;RESIDENCE;;VCT;;0;AU472448;
C;300;2688843;2;20241014 01:08;89, 90, 92, 93, 94/751115;
D;300;2688843;2;20241014 01:08;P;;;;;;
D;300;2688843;2;20241014 01:08;V;;;;;;
D;300;2688843;2;20241014 01:08;V;;;;;;
B;300;2689340;3;20241014 01:08;;;38;GRAGIN RD;WARIALDA;2402;1177;M;20240823;20241004;440000;RU5;R;RESIDENCE;;AMC;;0;AU472177;
C;300;2689340;3;20241014 01:08;1/826405;
D;300;2689340;3;20241014 01:08;P;;;;;;
D;300;2689340;3;20241014 01:08;V;;;;;;
B;300;2689636;4;20241014 01:08;;;89;MARKET ST;WARIALDA;2402;1619;M;20240827;20241008;289000;RU5;R;RESIDENCE;;AMC;;0;AU477365;
C;300;2689636;4;20241014 01:08;29/21669;
D;300;2689636;4;20241014 01:08;P;;;;;;
D;300;2689636;4;20241014 01:08;P;;;;;;
D;300;2689636;4;20241014 01:08;V;;;;;;
B;300;2689653;5;20241014 01:08;;;26;MARKET ST;WARIALDA;2402;1012;M;20240923;20241004;330000;RU5;R;RESIDENCE;;AMC;;0;AU474448;
C;300;2689653;5;20241014 01:08;2/564832;
D;300;2689653;5;20241014 01:08;P;;;;;;
D;300;2689653;5;20241014 01:08;P;;;;;;
D;300;2689653;5;20241014 01:08;V;;;;;;
D;300;2689653;5;20241014 01:08;V;;;;;;
Z;27;5;5;15;
