A;RTSALEDATA;074;20241014 01:05;VALNET;
B;074;2901230;1;20241014 01:05;;;43;HYANDRA ST;GRIFFITH;2680;1439;M;20240815;20241008;1000000;R1;R;RESIDENCE;;NOW;;0;AU481580;
C;074;2901230;1;20241014 01:05;1/1039763;
D;074;2901230;1;20241014 01:05;P;;;;;;
D;074;2901230;1;20241014 01:05;P;;;;;;
D;074;2901230;1;20241014 01:05;V;;;;;;
B;074;2901231;2;20241014 01:05;;;41;HYANDRA ST;GRIFFITH;2680;988.1;M;20240815;20241008;385000;R1;R;RESIDENCE;;NOW;;0;AU481574;
C;074;2901231;2;20241014 01:05;2/1039763;
D;074;2901231;2;20241014 01:05;P;;;;;;
D;074;2901231;2;20241014 01:05;P;;;;;;
D;074;2901231;2;20241014 01:05;V;;;;;;
B;074;3068933;3;20241014 01:05;;;17;SIMONA CL;GRIFFITH;2680;740;M;20240925;20241010;800000;R1;R;RESIDENCE;;NOW;;0;AU485056;
C;074;3068933;3;20241014 01:05;22/1063408;
D;074;3068933;3;20241014 01:05;P;;;;;;
D;074;3068933;3;20241014 01:05;P;;;;;;
D;074;3068933;3;20241014 01:05;V;;;;;;
D;074;3068933;3;20241014 01:05;V;;;;;;
B;074;562833;4;20241014 01:05;;;9;CREGAN PL;GRIFFITH;2680;936.1;M;20240816;20240913;571700;R1;R;RESIDENCE;;CEN;;0;AU414804;
C;074;562833;4;20241014 01:05;57/241400;
D;074;562833;4;20241014 01:05;P;;;;;;
D;074;562833;4;20241014 01:05;P;;;;;;
D;074;562833;4;20241014 01:05;V;;;;;;
D;074;562833;4;20241014 01:05;V;;;;;;
B;074;568463;5;20241014 01:05;;;6;KATRINA PL;YOOGALI;2680;781.5;M;20240917;20241010;637500;RU5;R;RESIDENCE;;YOO;;0;AU486436;
C;074;568463;5;20241014 01:05;2/859934;
D;074;568463;5;20241014 01:05;P;;;;;;
D;074;568463;5;20241014 01:05;P;;;;;;
D;074;568463;5;20241014 01:05;V;;;;;;
B;074;4349350;6;20241014 01:05;;;93;ROSE RD;GRIFFITH;2680;1070;M;20240904;20241002;180000;R1;V;VACANT LAND;;GWE;;0;AU465715;
C;074;4349350;6;20241014 01:05;4/1271770;
D;074;4349350;6;20241014 01:05;P;;;;;;
D;074;4349350;6;20241014 01:05;V;;;;;;
Z;33;6;6;19;
