A;RTSALEDATA;052;20241014 01:05;VALNET;
B;052;509883;1;20241014 01:05;;;6;HENRY ST;HILLSTON;2675;1012;M;20240911;20241009;300000;RU5;R;RESIDENCE;;HHT;;0;AU481941;
C;052;509883;1;20241014 01:05;16/24/257;
D;052;509883;1;20241014 01:05;P;;;;;;
D;052;509883;1;20241014 01:05;V;;;;;;
Z;6;1;1;2;
