A;RTSALEDATA;004;20241014 01:05;VALNET;
B;004;2843295;1;20241014 01:05;;9;5 A;BOLDON CL;CHARLESTOWN;2290;;;20240905;20241010;770000;;R;RESIDENCE;9;;;0;AU485993;
C;004;2843295;1;20241014 01:05;9/SP65542;
D;004;2843295;1;20241014 01:05;P;;;;;;
D;004;2843295;1;20241014 01:05;P;;;;;;
D;004;2843295;1;20241014 01:05;V;;;;;;
D;004;2843295;1;20241014 01:05;V;;;;;;
B;004;2950839;2;20241014 01:05;;;11;WATANGA CRES;WYEE POINT;2259;720;M;20240823;20241004;1275000;R2;R;RESIDENCE;;ANG;;0;AU472925;
C;004;2950839;2;20241014 01:05;229/1045774;
D;004;2950839;2;20241014 01:05;P;;;;;;
D;004;2950839;2;20241014 01:05;P;;;;;;
D;004;2950839;2;20241014 01:05;V;;;;;;
B;004;3374581;3;20241014 01:05;;;27;TULKABA RD;WYEE;2259;916.9;M;20240816;20241008;269000;R2;V;VACANT LAND;;ANL;;0;AU481203;
C;004;3374581;3;20241014 01:05;342/7506;
D;004;3374581;3;20241014 01:05;P;;;;;;
D;004;3374581;3;20241014 01:05;V;;;;;;
B;004;3424656;4;20241014 01:05;;1;9;EXCALIBUR PDE;VALENTINE;2280;;;20240821;20241004;870000;;R;RESIDENCE;1;;;0;AU475496;
C;004;3424656;4;20241014 01:05;1/SP81525;
D;004;3424656;4;20241014 01:05;P;;;;;;
D;004;3424656;4;20241014 01:05;V;;;;;;
D;004;3424656;4;20241014 01:05;V;;;;;;
B;004;3455410;5;20241014 01:05;;;29;HARMONY CRES;MOUNT HUTTON;2290;280;M;20240822;20241010;738000;R3;R;RESIDENCE;;AZF;;0;AU486803;
C;004;3455410;5;20241014 01:05;15/1135243;
D;004;3455410;5;20241014 01:05;P;;;;;;
D;004;3455410;5;20241014 01:05;V;;;;;;
B;004;4186074;6;20241014 01:05;;;50;GAITES DR;CAMERON PARK;2285;661.2;M;20240823;20241004;985000;R2;R;RESIDENCE;;ACP;;0;AU474076;
C;004;4186074;6;20241014 01:05;4011/1248691;
D;004;4186074;6;20241014 01:05;P;;;;;;
D;004;4186074;6;20241014 01:05;P;;;;;;
D;004;4186074;6;20241014 01:05;V;;;;;;
D;004;4186074;6;20241014 01:05;V;;;;;;
B;004;4245213;7;20241014 01:05;;6;300;MAIN RD;FENNELL BAY;2283;161;M;20240823;20241010;600000;;R;RESIDENCE;6;;;0;AU486815;
C;004;4245213;7;20241014 01:05;6/SP100214;
D;004;4245213;7;20241014 01:05;P;;;;;;
D;004;4245213;7;20241014 01:05;P;;;;;;
D;004;4245213;7;20241014 01:05;V;;;;;;
D;004;4245213;7;20241014 01:05;V;;;;;;
B;004;100414;8;20241014 01:05;;;28;HALEWOOD CL;JEWELLS;2280;1213;M;20240826;20241008;1300000;R2;R;RESIDENCE;;AJF;;0;AU478218;
C;004;100414;8;20241014 01:05;294/245256;
D;004;100414;8;20241014 01:05;P;;;;;;
D;004;100414;8;20241014 01:05;V;;;;;;
D;004;100414;8;20241014 01:05;V;;;;;;
B;004;98115;9;20241014 01:05;;;44;ALBERT ST;BELMONT;2280;575.4;M;20240801;20241010;995000;R3;R;RESIDENCE;;AZJ;;0;AU486812;
C;004;98115;9;20241014 01:05;38/13771;
D;004;98115;9;20241014 01:05;P;;;;;;
D;004;98115;9;20241014 01:05;P;;;;;;
D;004;98115;9;20241014 01:05;V;;;;;;
D;004;98115;9;20241014 01:05;V;;;;;;
B;004;101109;10;20241014 01:05;;;3;KANUNDRA ST;BELMONT NORTH;2280;632.3;M;20240824;20241004;740000;R2;R;RESIDENCE;;AJE;;0;AU475638;
C;004;101109;10;20241014 01:05;34/29310;
D;004;101109;10;20241014 01:05;P;;;;;;
D;004;101109;10;20241014 01:05;P;;;;;;
D;004;101109;10;20241014 01:05;V;;;;;;
B;004;103867;11;20241014 01:05;;;24;VINCENT ST;BELMONT NORTH;2280;516;M;20240912;20241010;655000;R3;R;RESIDENCE;;AZJ;;0;AU487237;
C;004;103867;11;20241014 01:05;2/15553;
D;004;103867;11;20241014 01:05;P;;;;;;
D;004;103867;11;20241014 01:05;P;;;;;;
D;004;103867;11;20241014 01:05;V;;;;;;
B;004;96054;12;20241014 01:05;;;31;ARCADIA ST;ARCADIA VALE;2283;524.8;M;20240814;20241010;1255000;R2;R;RESIDENCE;;AME;;0;AU486817;
C;004;96054;12;20241014 01:05;403/13129;
D;004;96054;12;20241014 01:05;P;;;;;;
D;004;96054;12;20241014 01:05;P;;;;;;
D;004;96054;12;20241014 01:05;V;;;;;;
B;004;102237;13;20241014 01:05;;;106;OLD BELMONT RD;BELMONT NORTH;2280;562.7;M;20240916;20241009;800000;R2;R;RESIDENCE;;AJE;;0;AU483111;
C;004;102237;13;20241014 01:05;2/H/13738;
D;004;102237;13;20241014 01:05;P;;;;;;
D;004;102237;13;20241014 01:05;P;;;;;;
D;004;102237;13;20241014 01:05;V;;;;;;
B;004;3023564;14;20241014 01:05;;;94;GLADE ST;ARCADIA VALE;2283;1064;M;20240909;20241004;830000;R2;R;RESIDENCE;;AME;;0;AU473756;
C;004;3023564;14;20241014 01:05;1/1057955;
D;004;3023564;14;20241014 01:05;P;;;;;;
D;004;3023564;14;20241014 01:05;P;;;;;;
D;004;3023564;14;20241014 01:05;V;;;;;;
D;004;3023564;14;20241014 01:05;V;;;;;;
B;004;3067632;15;20241014 01:05;;4;222;THE ESPLANADE;SPEERS POINT;2284;;;20240823;20241009;1060000;;R;RESIDENCE;4;;;0;AU482181;
C;004;3067632;15;20241014 01:05;4/SP71557;
D;004;3067632;15;20241014 01:05;P;;;;;;
D;004;3067632;15;20241014 01:05;V;;;;;;
B;004;3611921;16;20241014 01:05;;;17;AMPHORA DR;BALCOLYN;2264;296.8;M;20240814;20241009;710000;R2;R;RESIDENCE;;ANR;;0;AU482670;
C;004;3611921;16;20241014 01:05;343/1170865;
D;004;3611921;16;20241014 01:05;P;;;;;;
D;004;3611921;16;20241014 01:05;P;;;;;;
D;004;3611921;16;20241014 01:05;V;;;;;;
B;004;4575611;17;20241014 01:05;;;20;RAILWAY ST;DUDLEY;2290;366.7;M;20240712;20240909;1800000;;R;RESIDENCE;;;;0;AU399586;
C;004;4575611;17;20241014 01:05;21/A/2657;
D;004;4575611;17;20241014 01:05;P;;;;;;
D;004;4575611;17;20241014 01:05;P;;;;;;
D;004;4575611;17;20241014 01:05;V;;;;;;
D;004;4575611;17;20241014 01:05;V;;;;;;
B;004;4531782;18;20241014 01:05;;62;2;TEMPLAR PL;BENNETTS GREEN;2290;495;M;20240826;20241010;1505000;;R;RESIDENCE;62;;;0;AU486828;
C;004;4531782;18;20241014 01:05;62/SP107676;
D;004;4531782;18;20241014 01:05;P;;;;;;
D;004;4531782;18;20241014 01:05;V;;;;;;
B;004;4574200;19;20241014 01:05;;;12;SILVER GUM CCT;EDGEWORTH;2285;429;M;20221202;20241008;443000;;R;RESIDENCE;;;;0;AU477765;
C;004;4574200;19;20241014 01:05;405/1299180;
D;004;4574200;19;20241014 01:05;P;;;;;;
