A;RTSALEDATA;148;20241014 01:06;VALNET;
B;148;1645548;1;20241014 01:06;;;20;JOHN SHARPE ST;EAST BALLINA;2478;764.2;M;20240904;20241004;1170000;R2;R;RESIDENCE;;AAE;;0;AU475386;
C;148;1645548;1;20241014 01:06;214/707808;
D;148;1645548;1;20241014 01:06;P;;;;;;
D;148;1645548;1;20241014 01:06;P;;;;;;
D;148;1645548;1;20241014 01:06;V;;;;;;
D;148;1645548;1;20241014 01:06;V;;;;;;
D;148;1645548;1;20241014 01:06;V;;;;;;
B;148;1656551;2;20241014 01:06;;;14;KYLA ST;ALSTONVILLE;2477;934;M;20241008;20241010;165000;R2;R;RESIDENCE;;ADR;;0;AU487380;
C;148;1656551;2;20241014 01:06;125/244651;
D;148;1656551;2;20241014 01:06;P;;;;;;
D;148;1656551;2;20241014 01:06;P;;;;;;
D;148;1656551;2;20241014 01:06;V;;;;;;
D;148;1656551;2;20241014 01:06;V;;;;;;
B;148;1648551;3;20241014 01:06;;;12;SUVLA ST;EAST BALLINA;2478;796.7;M;20240814;20241009;2000000;R3;R;RESIDENCE;;DEC;;0;AU483815;
C;148;1648551;3;20241014 01:06;1/97/758047;
D;148;1648551;3;20241014 01:06;P;;;;;;
D;148;1648551;3;20241014 01:06;V;;;;;;
B;148;1654272;4;20241014 01:06;;;719;FRIDAY HUT RD;BROOKLET;2479;4841;M;20240821;20241004;1800000;P;R;RESIDENCE;;PHS;;0;AU472432;
C;148;1654272;4;20241014 01:06;1/826930;
D;148;1654272;4;20241014 01:06;P;;;;;;
D;148;1654272;4;20241014 01:06;P;;;;;;
D;148;1654272;4;20241014 01:06;V;;;;;;
D;148;1654272;4;20241014 01:06;V;;;;;;
B;148;1657225;5;20241014 01:06;;;36;PARKLAND DR;ALSTONVILLE;2477;651.3;M;20240904;20241004;750000;R2;R;RESIDENCE;;ADR;;0;AU474482;
C;148;1657225;5;20241014 01:06;48/239781;
D;148;1657225;5;20241014 01:06;P;;;;;;
D;148;1657225;5;20241014 01:06;P;;;;;;
D;148;1657225;5;20241014 01:06;V;;;;;;
B;148;1646832;6;20241014 01:06;;;23;OAKLAND AVE;WEST BALLINA;2478;637;M;20240903;20241008;787000;R2;R;RESIDENCE;;AAC;;0;AU479586;
C;148;1646832;6;20241014 01:06;12/244449;
D;148;1646832;6;20241014 01:06;P;;;;;;
D;148;1646832;6;20241014 01:06;P;;;;;;
D;148;1646832;6;20241014 01:06;V;;;;;;
D;148;1646832;6;20241014 01:06;V;;;;;;
B;148;1647005;7;20241014 01:06;;;6;BURNS POINT FERRY RD;WEST BALLINA;2478;4047;M;20221007;20241008;2200000;R3;V;VACANT LAND;;DBF;;0;AU479561;
C;148;1647005;7;20241014 01:06;1/522558;
D;148;1647005;7;20241014 01:06;P;;;;;;
D;148;1647005;7;20241014 01:06;V;;;;;;
D;148;1647005;7;20241014 01:06;V;;;;;;
B;148;1652729;8;20241014 01:06;;;43;CARLISLE ST;WARDELL;2477;834;M;20240826;20241008;850000;R3;R;RESIDENCE;;WWW;;0;AU478292;
C;148;1652729;8;20241014 01:06;2/831656;
D;148;1652729;8;20241014 01:06;P;;;;;;
D;148;1652729;8;20241014 01:06;P;;;;;;
D;148;1652729;8;20241014 01:06;V;;;;;;
B;148;1658017;9;20241014 01:06;;;14;BLETCHINGLY ST;WOLLONGBAR;2477;923.2;M;20240911;20241010;780000;R2;R;RESIDENCE;;ADW;;0;AU487371;
C;148;1658017;9;20241014 01:06;12/791869;
