A;RTSALEDATA;232;20241014 01:07;VALNET;
B;232;2610843;1;20241014 01:07;;;59;CANNONBAR ST;NYNGAN;2825;1012;M;20240902;20241004;200000;R1;R;RESIDENCE;;AXK;;50;AU473386;
C;232;2610843;1;20241014 01:07;82/703016;
D;232;2610843;1;20241014 01:07;P;;;;;;
D;232;2610843;1;20241014 01:07;V;;;;;;
D;232;2610843;1;20241014 01:07;V;;;;;;
B;232;2610545;2;20241014 01:07;;;46;BOURKE ST;GIRILAMBONE;2831;2023;M;20240917;20241008;99000;RU5;R;RESIDENCE;;ZZB;;0;AU480014;
C;232;2610545;2;20241014 01:07;1/22/758441;
D;232;2610545;2;20241014 01:07;P;;;;;;
D;232;2610545;2;20241014 01:07;V;;;;;;
Z;11;2;2;5;
