A;RTSALEDATA;117;20241014 01:06;VALNET;
B;117;1245644;1;20241014 01:06;WHAKATIPU;;365;CALARIE RD;FORBES;2871;2.795;H;20240820;20241004;825000;R5;R;RESIDENCE;;RRF;;0;AU474753;
C;117;1245644;1;20241014 01:06;101/844277;
D;117;1245644;1;20241014 01:06;P;;;;;;
D;117;1245644;1;20241014 01:06;P;;;;;;
D;117;1245644;1;20241014 01:06;V;;;;;;
D;117;1245644;1;20241014 01:06;V;;;;;;
B;117;2938950;2;20241014 01:06;;4;19 A;OXFORD ST;FORBES;2871;246.2;M;20240301;20241010;391209;R1;R;RESIDENCE;;AAB;;0;AU486913;
C;117;2938950;2;20241014 01:06;5/285754;
D;117;2938950;2;20241014 01:06;P;;;;;;
D;117;2938950;2;20241014 01:06;V;;;;;;
D;117;2938950;2;20241014 01:06;V;;;;;;
D;117;2938950;2;20241014 01:06;V;;;;;;
Z;14;2;2;8;
