A;RTSALEDATA;214;20241014 01:06;VALNET;
B;214;2933180;1;20241014 01:06;;;42;POTTERY CCT;WOODCROFT;2767;293;M;20240824;20241008;925000;R2;R;RESIDENCE;;RDW;;0;AU478782;
C;214;2933180;1;20241014 01:06;1/1044627;
D;214;2933180;1;20241014 01:06;P;;;;;;
D;214;2933180;1;20241014 01:06;P;;;;;;
D;214;2933180;1;20241014 01:06;V;;;;;;
D;214;2933180;1;20241014 01:06;V;;;;;;
B;214;2965482;2;20241014 01:06;;;55;TANGERINE DR;QUAKERS HILL;2763;509.7;M;20240830;20241010;1500000;R2;R;RESIDENCE;;RQH;;0;AU486283;
C;214;2965482;2;20241014 01:06;1016/1043379;
D;214;2965482;2;20241014 01:06;P;;;;;;
D;214;2965482;2;20241014 01:06;P;;;;;;
D;214;2965482;2;20241014 01:06;V;;;;;;
B;214;2977459;3;20241014 01:06;;9;1;HILLCREST RD;QUAKERS HILL;2763;;;20240831;20241004;875000;;R;RESIDENCE;9;;;0;AU472067;
C;214;2977459;3;20241014 01:06;9/SP69295;
D;214;2977459;3;20241014 01:06;P;;;;;;
D;214;2977459;3;20241014 01:06;V;;;;;;
D;214;2977459;3;20241014 01:06;V;;;;;;
B;214;2967029;4;20241014 01:06;;;4;EXETER PL;BIDWILL;2770;584.1;M;20240825;20241008;761500;R2;R;RESIDENCE;;RAT;;0;AU477083;
C;214;2967029;4;20241014 01:06;7/1049300;
D;214;2967029;4;20241014 01:06;P;;;;;;
D;214;2967029;4;20241014 01:06;P;;;;;;
D;214;2967029;4;20241014 01:06;V;;;;;;
D;214;2967029;4;20241014 01:06;V;;;;;;
B;214;3379657;5;20241014 01:06;;;23;ACACIA TCE;BIDWILL;2770;878.7;M;20240825;20241008;695000;R2;R;RESIDENCE;;RAT;;0;AU480485;
C;214;3379657;5;20241014 01:06;44/1114316;
D;214;3379657;5;20241014 01:06;P;;;;;;
D;214;3379657;5;20241014 01:06;V;;;;;;
D;214;3379657;5;20241014 01:06;V;;;;;;
B;214;3403983;6;20241014 01:06;;17;29;O'BRIEN ST;MOUNT DRUITT;2770;;;20240825;20241008;770000;;R;RESIDENCE;17;;;0;AU477790;
C;214;3403983;6;20241014 01:06;17/SP81103;
D;214;3403983;6;20241014 01:06;P;;;;;;
