A;RTSALEDATA;217;20241014 01:06;VALNET;
B;217;4242096;1;20241014 01:06;;;7;FAIRBANK DR;GLEDSWOOD HILLS;2557;296.4;M;20240909;20241008;1025000;R1;R;RESIDENCE;;GHS;;0;AU481037;
C;217;4242096;1;20241014 01:06;18/286861;
D;217;4242096;1;20241014 01:06;P;;;;;;
D;217;4242096;1;20241014 01:06;V;;;;;;
B;217;4209664;2;20241014 01:06;;;31;CABALLO ST;GLEDSWOOD HILLS;2557;411.3;M;20240910;20241004;1590000;R1;R;RESIDENCE;;GHS;;0;AU474582;
C;217;4209664;2;20241014 01:06;4159/1243919;
D;217;4209664;2;20241014 01:06;P;;;;;;
D;217;4209664;2;20241014 01:06;P;;;;;;
D;217;4209664;2;20241014 01:06;V;;;;;;
D;217;4209664;2;20241014 01:06;V;;;;;;
B;217;4200927;3;20241014 01:06;;;42 B;CUMBERLAND ST;GREGORY HILLS;2557;340.8;M;20240826;20241008;995000;R1;R;RESIDENCE;;GCJ;;0;AU477925;
C;217;4200927;3;20241014 01:06;1/1229328;
D;217;4200927;3;20241014 01:06;P;;;;;;
D;217;4200927;3;20241014 01:06;V;;;;;;
B;217;3053081;4;20241014 01:06;;;3;DUNLOP AVE;HARRINGTON PARK;2567;510.8;M;20240826;20241008;1175000;R2;R;RESIDENCE;;AWA;;0;AU479003;
C;217;3053081;4;20241014 01:06;2616/1058956;
D;217;3053081;4;20241014 01:06;P;;;;;;
D;217;3053081;4;20241014 01:06;V;;;;;;
B;217;3111899;5;20241014 01:06;;;1;ALEXANDRA CRES;HARRINGTON PARK;2567;683;M;20240813;20241008;1330000;R2;R;RESIDENCE;;AWA;;0;AU478683;
C;217;3111899;5;20241014 01:06;3025/1064202;
D;217;3111899;5;20241014 01:06;P;;;;;;
D;217;3111899;5;20241014 01:06;P;;;;;;
D;217;3111899;5;20241014 01:06;V;;;;;;
D;217;3111899;5;20241014 01:06;V;;;;;;
B;217;3555165;6;20241014 01:06;;;14;LUFF CL;ORAN PARK;2570;540;M;20240807;20241009;1145000;R1;R;RESIDENCE;;GCA;;0;AU483150;
C;217;3555165;6;20241014 01:06;1617/1153030;
D;217;3555165;6;20241014 01:06;P;;;;;;
D;217;3555165;6;20241014 01:06;V;;;;;;
D;217;3555165;6;20241014 01:06;V;;;;;;
B;217;3601129;7;20241014 01:06;;;8;GALL PL;ORAN PARK;2570;450.1;M;20240912;20241010;1070000;R1;R;RESIDENCE;;GCA;;0;AU486327;
C;217;3601129;7;20241014 01:06;9218/1153076;
D;217;3601129;7;20241014 01:06;P;;;;;;
D;217;3601129;7;20241014 01:06;P;;;;;;
D;217;3601129;7;20241014 01:06;V;;;;;;
D;217;3601129;7;20241014 01:06;V;;;;;;
B;217;3626684;8;20241014 01:06;;;16;FOGARTY ST;GREGORY HILLS;2557;445.5;M;20240715;20241008;1175000;R1;R;RESIDENCE;;GCJ;;0;AU480060;
C;217;3626684;8;20241014 01:06;1328/1165509;
D;217;3626684;8;20241014 01:06;P;;;;;;
D;217;3626684;8;20241014 01:06;V;;;;;;
D;217;3626684;8;20241014 01:06;V;;;;;;
B;217;4031615;9;20241014 01:06;;;8;ABBOTT ST;SPRING FARM;2570;390;M;20240829;20241010;1025000;R1;R;RESIDENCE;;EAA;;0;AU487200;
C;217;4031615;9;20241014 01:06;161/1213289;
D;217;4031615;9;20241014 01:06;P;;;;;;
D;217;4031615;9;20241014 01:06;P;;;;;;
D;217;4031615;9;20241014 01:06;V;;;;;;
B;217;4093675;10;20241014 01:06;;;70;STEWARD DR;ORAN PARK;2570;614.8;M;20240827;20241009;1575000;R1;R;RESIDENCE;;GCA;;0;AU482170;
C;217;4093675;10;20241014 01:06;12/1230246;
D;217;4093675;10;20241014 01:06;P;;;;;;
D;217;4093675;10;20241014 01:06;V;;;;;;
D;217;4093675;10;20241014 01:06;V;;;;;;
B;217;4022563;11;20241014 01:06;;;21;PRICE RDGE;LEPPINGTON;2179;568.8;M;20240906;20241010;1740000;R2;R;RESIDENCE;;EHE;;0;AU485696;
C;217;4022563;11;20241014 01:06;1376/1198251;
D;217;4022563;11;20241014 01:06;P;;;;;;
D;217;4022563;11;20241014 01:06;P;;;;;;
D;217;4022563;11;20241014 01:06;V;;;;;;
B;217;4070829;12;20241014 01:06;;;6;RICHMOND RD;ORAN PARK;2570;375;M;20240801;20241008;270000;R2;R;RESIDENCE;;AWA;;0;AU480251;
C;217;4070829;12;20241014 01:06;1201/1218055;
D;217;4070829;12;20241014 01:06;P;;;;;;
D;217;4070829;12;20241014 01:06;V;;;;;;
D;217;4070829;12;20241014 01:06;V;;;;;;
B;217;4018960;13;20241014 01:06;;;98;DONOVAN BVD;GREGORY HILLS;2557;375;M;20240826;20241008;1015000;R1;R;RESIDENCE;;GCJ;;0;AU481497;
C;217;4018960;13;20241014 01:06;5202/1211732;
D;217;4018960;13;20241014 01:06;P;;;;;;
D;217;4018960;13;20241014 01:06;P;;;;;;
D;217;4018960;13;20241014 01:06;V;;;;;;
B;217;4015956;14;20241014 01:06;;;93;AQUEDUCT ST;LEPPINGTON;2179;390;M;20240726;20241004;1295000;R2;R;RESIDENCE;;LRS;;0;AU472695;
C;217;4015956;14;20241014 01:06;5139/1211914;
D;217;4015956;14;20241014 01:06;P;;;;;;
D;217;4015956;14;20241014 01:06;P;;;;;;
D;217;4015956;14;20241014 01:06;V;;;;;;
B;217;4115816;15;20241014 01:06;;;3;HODGSON ST;ORAN PARK;2570;330.4;M;20240806;20241009;981000;R2;R;RESIDENCE;;AWA;;0;AU483811;
C;217;4115816;15;20241014 01:06;109/1238155;
D;217;4115816;15;20241014 01:06;P;;;;;;
D;217;4115816;15;20241014 01:06;V;;;;;;
B;217;4565059;16;20241014 01:06;;;27;ODYSSEY ST;LEPPINGTON;2179;250.3;M;20240720;20241004;575000;R2;R;RESIDENCE;;LEW;;0;AU475406;
C;217;4565059;16;20241014 01:06;6/1266077;
D;217;4565059;16;20241014 01:06;P;;;;;;
D;217;4565059;16;20241014 01:06;V;;;;;;
D;217;4565059;16;20241014 01:06;V;;;;;;
B;217;4565056;17;20241014 01:06;;;33;ODYSSEY ST;LEPPINGTON;2179;250.3;M;20240823;20241004;585000;R2;R;RESIDENCE;;LEW;;0;AU474546;
C;217;4565056;17;20241014 01:06;3/1266077;
D;217;4565056;17;20241014 01:06;P;;;;;;
D;217;4565056;17;20241014 01:06;V;;;;;;
D;217;4565056;17;20241014 01:06;V;;;;;;
B;217;4570532;18;20241014 01:06;;;31;CHRISTIE ST;ORAN PARK;2570;375;M;20221017;20241004;724000;;V;VACANT LAND;;;;0;AU474912;
C;217;4570532;18;20241014 01:06;1038/1284392;
D;217;4570532;18;20241014 01:06;P;;;;;;
D;217;4570532;18;20241014 01:06;V;;;;;;
B;217;4570533;19;20241014 01:06;;;29;CHRISTIE ST;ORAN PARK;2570;450;M;20221017;20241004;790000;;V;VACANT LAND;;;;0;AU474930;
