A;RTSALEDATA;207;20241014 01:06;VALNET;
B;207;1991718;1;20241014 01:06;;5;4;CREER ST;RANDWICK;2031;80;M;20240827;20241008;1085000;;R;RESIDENCE;5;;;0;AU478756;
C;207;1991718;1;20241014 01:06;5/SP19275;
D;207;1991718;1;20241014 01:06;P;;;;;;
D;207;1991718;1;20241014 01:06;P;;;;;;
D;207;1991718;1;20241014 01:06;V;;;;;;
B;207;2013325;2;20241014 01:06;;14;24;PORTLAND CRES;MAROUBRA;2035;85;M;20240826;20241004;1010000;;R;RESIDENCE;14;;;0;AU474238;
C;207;2013325;2;20241014 01:06;14/SP57886;
D;207;2013325;2;20241014 01:06;P;;;;;;
D;207;2013325;2;20241014 01:06;V;;;;;;
B;207;2005239;3;20241014 01:06;;;190;MALABAR RD;SOUTH COOGEE;2034;271.9;M;20240829;20241010;2510000;R2;R;RESIDENCE;;ALK;;0;AU485662;
C;207;2005239;3;20241014 01:06;B/405171;
D;207;2005239;3;20241014 01:06;P;;;;;;
D;207;2005239;3;20241014 01:06;V;;;;;;
B;207;2013572;4;20241014 01:06;;16;25;PRINCE ST;RANDWICK;2031;54;M;20240911;20241004;1205000;;R;RESIDENCE;16;;;0;AU475649;
C;207;2013572;4;20241014 01:06;16/SP10769;
D;207;2013572;4;20241014 01:06;P;;;;;;
D;207;2013572;4;20241014 01:06;V;;;;;;
D;207;2013572;4;20241014 01:06;V;;;;;;
B;207;2013572;5;20241014 01:06;;19;25;PRINCE ST;RANDWICK;2031;38;M;20240911;20241004;1205000;;R;RESIDENCE;19;;;0;AU475649;
C;207;2013572;5;20241014 01:06;19/SP10769;
D;207;2013572;5;20241014 01:06;P;;;;;;
D;207;2013572;5;20241014 01:06;V;;;;;;
D;207;2013572;5;20241014 01:06;V;;;;;;
B;207;2010999;6;20241014 01:06;;;55;NEW ORLEANS CRES;MAROUBRA;2035;335.1;M;20240810;20241008;1775000;R3;R;RESIDENCE;;AMN;;0;AU479613;
C;207;2010999;6;20241014 01:06;638/32151;
D;207;2010999;6;20241014 01:06;P;;;;;;
D;207;2010999;6;20241014 01:06;V;;;;;;
