A;RTSALEDATA;050;20241014 01:05;VALNET;
B;050;3472773;1;20241014 01:05;;;33;KENDALL DR;HAMILTON VALLEY;2641;599.9;M;20240916;20241004;650000;R1;R;RESIDENCE;;AHV;;0;AU473150;
C;050;3472773;1;20241014 01:05;7/1130995;
D;050;3472773;1;20241014 01:05;P;;;;;;
D;050;3472773;1;20241014 01:05;P;;;;;;
D;050;3472773;1;20241014 01:05;V;;;;;;
D;050;3472773;1;20241014 01:05;V;;;;;;
B;050;4164956;2;20241014 01:05;;;17;POTOROO AVE;THURGOONA;2640;633.5;M;20240906;20241008;735000;R1;R;RESIDENCE;;ATN;;0;AU477203;
C;050;4164956;2;20241014 01:05;111/1247709;
D;050;4164956;2;20241014 01:05;P;;;;;;
D;050;4164956;2;20241014 01:05;P;;;;;;
D;050;4164956;2;20241014 01:05;V;;;;;;
D;050;4164956;2;20241014 01:05;V;;;;;;
B;050;487620;3;20241014 01:05;;;288;CHEYENNE DR;LAVINGTON;2641;777.8;M;20240829;20241004;480000;R1;R;RESIDENCE;;ALV;;0;AU474732;
C;050;487620;3;20241014 01:05;93/241373;
D;050;487620;3;20241014 01:05;P;;;;;;
D;050;487620;3;20241014 01:05;P;;;;;;
D;050;487620;3;20241014 01:05;V;;;;;;
B;050;488039;4;20241014 01:05;;;17;CRACKENBACK ST;THURGOONA;2640;857;M;20240906;20241004;500000;R1;R;RESIDENCE;;ATO;;0;AU472442;
C;050;488039;4;20241014 01:05;240/258263;
D;050;488039;4;20241014 01:05;P;;;;;;
D;050;488039;4;20241014 01:05;P;;;;;;
D;050;488039;4;20241014 01:05;V;;;;;;
D;050;488039;4;20241014 01:05;V;;;;;;
B;050;485566;5;20241014 01:05;;;679;BELGRAVIA AVE;GLENROY;2640;879;M;20240906;20241008;480000;R1;R;RESIDENCE;;AGR;;0;AU477285;
C;050;485566;5;20241014 01:05;10/240877;
D;050;485566;5;20241014 01:05;P;;;;;;
D;050;485566;5;20241014 01:05;V;;;;;;
D;050;485566;5;20241014 01:05;V;;;;;;
B;050;499522;6;20241014 01:05;;;419 E;ROSS CCT;LAVINGTON;2641;669.6;M;20240826;20241008;497000;R1;R;RESIDENCE;;ALV;;0;AU480206;
C;050;499522;6;20241014 01:05;60/260452;
D;050;499522;6;20241014 01:05;P;;;;;;
D;050;499522;6;20241014 01:05;V;;;;;;
B;050;491620;7;20241014 01:05;;;323;HAINES CT;LAVINGTON;2641;1093;M;20240829;20241010;410000;R1;R;RESIDENCE;;ALV;;0;AU486078;
C;050;491620;7;20241014 01:05;137/244357;
D;050;491620;7;20241014 01:05;P;;;;;;
