A;RTSALEDATA;575;20241021 01:08;VALNET;
B;575;2916786;1;20241021 01:08;;;4;BOYD PL;TOLLAND;2650;617.5;M;20240902;20241014;410000;R1;R;RESIDENCE;;TDH;;0;AU495466;
C;575;2916786;1;20241021 01:08;171/705940;
D;575;2916786;1;20241021 01:08;P;;;;;;
D;575;2916786;1;20241021 01:08;V;;;;;;
D;575;2916786;1;20241021 01:08;V;;;;;;
B;575;3380281;2;20241021 01:08;;;1542;OLYMPIC HWY;BRUCEDALE;2650;3.82;H;20240830;20241014;2600000;RAZ;3;FARM;;RIZ;;0;AU495127;
C;575;3380281;2;20241021 01:08;2/1115399;
D;575;3380281;2;20241021 01:08;P;;;;;;
D;575;3380281;2;20241021 01:08;V;;;;;;
B;575;4572746;3;20241021 01:08;;;152;MUTTAMA PDE;GOBBAGOMBALIN;2650;828.5;M;20231220;20241011;330000;R1;V;VACANT LAND;;ESR;;0;AU488761;
C;575;4572746;3;20241021 01:08;657/1300695;
D;575;4572746;3;20241021 01:08;P;;;;;;
D;575;4572746;3;20241021 01:08;V;;;;;;
B;575;4572748;4;20241021 01:08;;;6;LAWRENCE AVE;GOBBAGOMBALIN;2650;800;M;20240220;20241011;330000;R1;V;VACANT LAND;;ESR;;0;AU489462;
C;575;4572748;4;20241021 01:08;659/1300695;
D;575;4572748;4;20241021 01:08;P;;;;;;
D;575;4572748;4;20241021 01:08;V;;;;;;
B;575;4572750;5;20241021 01:08;;;10;LAWRENCE AVE;GOBBAGOMBALIN;2650;802.3;M;20240110;20241011;330000;R1;V;VACANT LAND;;ESR;;0;AU488619;
C;575;4572750;5;20241021 01:08;661/1300695;
D;575;4572750;5;20241021 01:08;P;;;;;;
D;575;4572750;5;20241021 01:08;V;;;;;;
B;575;4572751;6;20241021 01:08;;;12;LAWRENCE AVE;GOBBAGOMBALIN;2650;797.8;M;20231222;20241011;330000;R1;V;VACANT LAND;;ESR;;0;AU489054;
C;575;4572751;6;20241021 01:08;662/1300695;
D;575;4572751;6;20241021 01:08;P;;;;;;
D;575;4572751;6;20241021 01:08;V;;;;;;
B;575;4572752;7;20241021 01:08;;;14;LAWRENCE AVE;GOBBAGOMBALIN;2650;800;M;20231222;20241011;330000;R1;V;VACANT LAND;;ESR;;0;AU488658;
C;575;4572752;7;20241021 01:08;663/1300695;
D;575;4572752;7;20241021 01:08;P;;;;;;
D;575;4572752;7;20241021 01:08;V;;;;;;
B;575;4572753;8;20241021 01:08;;;16;LAWRENCE AVE;GOBBAGOMBALIN;2650;800;M;20240220;20241011;330000;R1;V;VACANT LAND;;ESR;;0;AU489473;
C;575;4572753;8;20241021 01:08;664/1300695;
D;575;4572753;8;20241021 01:08;P;;;;;;
D;575;4572753;8;20241021 01:08;V;;;;;;
B;575;4572755;9;20241021 01:08;;;20;LAWRENCE AVE;GOBBAGOMBALIN;2650;800;M;20240206;20241011;330000;R1;V;VACANT LAND;;ESR;;0;AU489455;
C;575;4572755;9;20241021 01:08;666/1300695;
D;575;4572755;9;20241021 01:08;P;;;;;;
D;575;4572755;9;20241021 01:08;V;;;;;;
B;575;4572756;10;20241021 01:08;;;22;LAWRENCE AVE;GOBBAGOMBALIN;2650;800;M;20240110;20241011;330000;R1;V;VACANT LAND;;ESR;;0;AU492404;
C;575;4572756;10;20241021 01:08;667/1300695;
D;575;4572756;10;20241021 01:08;P;;;;;;
D;575;4572756;10;20241021 01:08;V;;;;;;
B;575;4572757;11;20241021 01:08;;;214;MUTTAMA PDE;GOBBAGOMBALIN;2650;919;M;20231220;20241011;350000;R1;V;VACANT LAND;;ESR;;0;AU488764;
C;575;4572757;11;20241021 01:08;668/1300695;
D;575;4572757;11;20241021 01:08;P;;;;;;
D;575;4572757;11;20241021 01:08;V;;;;;;
B;575;4572759;12;20241021 01:08;;;245;MUTTAMA PDE;GOBBAGOMBALIN;2650;760.3;M;20240226;20241011;300000;R1;V;VACANT LAND;;ESR;;0;AU488660;
C;575;4572759;12;20241021 01:08;670/1300695;
D;575;4572759;12;20241021 01:08;P;;;;;;
D;575;4572759;12;20241021 01:08;V;;;;;;
B;575;4572762;13;20241021 01:08;;;19;LAWRENCE AVE;GOBBAGOMBALIN;2650;867.5;M;20240220;20241011;335000;R1;V;VACANT LAND;;ESR;;0;AU490308;
C;575;4572762;13;20241021 01:08;673/1300695;
D;575;4572762;13;20241021 01:08;P;;;;;;
D;575;4572762;13;20241021 01:08;V;;;;;;
B;575;4572766;14;20241021 01:08;;;11;LAWRENCE AVE;GOBBAGOMBALIN;2650;676.5;M;20231222;20241011;300000;R1;R;RESIDENCE;;ESR;;0;AU488614;
C;575;4572766;14;20241021 01:08;677/1300695;
D;575;4572766;14;20241021 01:08;P;;;;;;
D;575;4572766;14;20241021 01:08;V;;;;;;
B;575;4572769;15;20241021 01:08;;;5;LAWRENCE AVE;GOBBAGOMBALIN;2650;640;M;20240904;20241011;300000;R1;V;VACANT LAND;;ESR;;0;AU488647;
C;575;4572769;15;20241021 01:08;680/1300695;
D;575;4572769;15;20241021 01:08;P;;;;;;
D;575;4572769;15;20241021 01:08;P;;;;;;
D;575;4572769;15;20241021 01:08;V;;;;;;
B;575;4572770;16;20241021 01:08;;;3;LAWRENCE AVE;GOBBAGOMBALIN;2650;641.8;M;20240120;20241011;300000;R1;R;RESIDENCE;;ESR;;0;AU488624;
C;575;4572770;16;20241021 01:08;681/1300695;
D;575;4572770;16;20241021 01:08;P;;;;;;
D;575;4572770;16;20241021 01:08;P;;;;;;
D;575;4572770;16;20241021 01:08;V;;;;;;
B;575;4572771;17;20241021 01:08;;;1;LAWRENCE AVE;GOBBAGOMBALIN;2650;867.5;M;20231220;20241011;335000;R1;V;VACANT LAND;;ESR;;0;AU488645;
C;575;4572771;17;20241021 01:08;682/1300695;
D;575;4572771;17;20241021 01:08;P;;;;;;
D;575;4572771;17;20241021 01:08;V;;;;;;
B;575;4572772;18;20241021 01:08;;;156;MUTTAMA PDE;GOBBAGOMBALIN;2650;800;M;20240131;20241011;330000;R1;V;VACANT LAND;;ESR;;0;AU488612;
C;575;4572772;18;20241021 01:08;683/1300695;
D;575;4572772;18;20241021 01:08;P;;;;;;
D;575;4572772;18;20241021 01:08;V;;;;;;
B;575;4572773;19;20241021 01:08;;;158;MUTTAMA PDE;GOBBAGOMBALIN;2650;800;M;20240110;20241011;330000;R1;V;VACANT LAND;;ESR;;0;AU492414;
C;575;4572773;19;20241021 01:08;684/1300695;
D;575;4572773;19;20241021 01:08;P;;;;;;
D;575;4572773;19;20241021 01:08;V;;;;;;
B;575;4572774;20;20241021 01:08;;;160;MUTTAMA PDE;GOBBAGOMBALIN;2650;800;M;20240221;20241011;330000;R1;V;VACANT LAND;;ESR;;0;AU490966;
C;575;4572774;20;20241021 01:08;685/1300695;
D;575;4572774;20;20241021 01:08;P;;;;;;
D;575;4572774;20;20241021 01:08;V;;;;;;
B;575;4572775;21;20241021 01:08;;;5;ROTO ST;GOBBAGOMBALIN;2650;740.4;M;20240917;20241015;310000;R1;V;VACANT LAND;;ESR;;0;AU497567;
C;575;4572775;21;20241021 01:08;686/1300695;
D;575;4572775;21;20241021 01:08;P;;;;;;
D;575;4572775;21;20241021 01:08;P;;;;;;
D;575;4572775;21;20241021 01:08;V;;;;;;
