A;RTSALEDATA;257;20241021 01:07;VALNET;
B;257;2887610;1;20241021 01:07;;;250;WANDSWORTH RD;WANDSWORTH;2365;1157;H;20240823;20241004;8000000;RU1;3;FARM;;RRN;;0;AU474983;
C;257;2887610;1;20241021 01:07;21/1034582;
D;257;2887610;1;20241021 01:07;P;;;;;;
D;257;2887610;1;20241021 01:07;V;;;;;;
D;257;2887610;1;20241021 01:07;V;;;;;;
D;257;2887610;1;20241021 01:07;V;;;;;;
D;257;2887610;1;20241021 01:07;V;;;;;;
D;257;2887610;1;20241021 01:07;V;;;;;;
D;257;2887610;1;20241021 01:07;V;;;;;;
D;257;2887610;1;20241021 01:07;V;;;;;;
B;257;4572817;2;20241021 01:07;;;30;RUJALA LANE;ARMIDALE;2350;1;H;20240215;20241015;450000;;V;VACANT LAND;;;;0;AU498032;
C;257;4572817;2;20241021 01:07;309/1309069;
D;257;4572817;2;20241021 01:07;P;;;;;;
D;257;4572817;2;20241021 01:07;P;;;;;;
D;257;4572817;2;20241021 01:07;V;;;;;;
B;257;4506081;3;20241021 01:07;;;6;COLIN CRES;ARMIDALE;2350;856.7;M;20240904;20241017;195000;R1;V;VACANT LAND;;AAA;;0;AU503824;
C;257;4506081;3;20241021 01:07;306/1297588;
D;257;4506081;3;20241021 01:07;P;;;;;;
D;257;4506081;3;20241021 01:07;V;;;;;;
D;257;4506081;3;20241021 01:07;V;;;;;;
B;257;4527161;4;20241021 01:07;;;44;SPEARMOUNT DR;ARMIDALE;2350;883.9;M;20241010;20241015;198000;R1;V;VACANT LAND;;AAA;;0;AU499936;
C;257;4527161;4;20241021 01:07;407/1301981;
D;257;4527161;4;20241021 01:07;P;;;;;;
D;257;4527161;4;20241021 01:07;P;;;;;;
D;257;4527161;4;20241021 01:07;V;;;;;;
B;257;1844653;5;20241021 01:07;GLENGARIFF;;322;CLAREMONT RD;DUMARESQ;2350;91.35;H;20240801;20240912;1750000;RU1;R;RESIDENCE;;REZ;;0;AU409591;
C;257;1844653;5;20241021 01:07;3/809178 Enclosure Permit 617723;
D;257;1844653;5;20241021 01:07;P;;;;;;
D;257;1844653;5;20241021 01:07;P;;;;;;
D;257;1844653;5;20241021 01:07;V;;;;;;
B;257;2642992;6;20241021 01:07;;;6;MARNE ST;GUYRA;2365;1012;M;20240717;20241017;360000;R1;R;RESIDENCE;;GAA;;0;AU505312;
C;257;2642992;6;20241021 01:07;1/527031;
D;257;2642992;6;20241021 01:07;P;;;;;;
D;257;2642992;6;20241021 01:07;P;;;;;;
D;257;2642992;6;20241021 01:07;V;;;;;;
B;257;2643007;7;20241021 01:07;;;13;NIELSEN ST;GUYRA;2365;1024.36;M;20240916;20241015;144048;R1;R;RESIDENCE;;GAA;;0;AU498953;
C;257;2643007;7;20241021 01:07;1/329605;
D;257;2643007;7;20241021 01:07;P;;;;;;
D;257;2643007;7;20241021 01:07;V;;;;;;
D;257;2643007;7;20241021 01:07;V;;;;;;
B;257;2643298;8;20241021 01:07;JELLY BEAN CARAVAN PARK;;245;FALCONER ST;SOUTH GUYRA;2365;2.142;H;20240828;20241011;750000;R1;R;RESIDENCE;;GAA;;0;AU491822;
C;257;2643298;8;20241021 01:07;452/755824;
D;257;2643298;8;20241021 01:07;P;;;;;;
D;257;2643298;8;20241021 01:07;P;;;;;;
D;257;2643298;8;20241021 01:07;V;;;;;;
B;257;2643577;9;20241021 01:07;MICKEY GULLY;;7135;GUYRA RD;GUYRA;2365;92.678;H;20240906;20241011;2030000;RU1;3;FARM;;RRB;;0;AU491015;
C;257;2643577;9;20241021 01:07;183/665518 190, 416/755824;
D;257;2643577;9;20241021 01:07;P;;;;;;
D;257;2643577;9;20241021 01:07;P;;;;;;
D;257;2643577;9;20241021 01:07;V;;;;;;
D;257;2643577;9;20241021 01:07;V;;;;;;
B;257;2752023;10;20241021 01:07;;;168;MARKHAM ST;ARMIDALE;2350;493.2;M;20240910;20241015;420000;R1;R;RESIDENCE;;AAF;;0;AU498629;
C;257;2752023;10;20241021 01:07;10/39/758032;
D;257;2752023;10;20241021 01:07;P;;;;;;
D;257;2752023;10;20241021 01:07;P;;;;;;
D;257;2752023;10;20241021 01:07;V;;;;;;
B;257;2753499;11;20241021 01:07;;;4;POWER PL;ARMIDALE;2350;1026;M;20240725;20241017;600000;R1;R;RESIDENCE;;AAC;;0;AU504033;
C;257;2753499;11;20241021 01:07;12/253846;
D;257;2753499;11;20241021 01:07;P;;;;;;
D;257;2753499;11;20241021 01:07;V;;;;;;
D;257;2753499;11;20241021 01:07;V;;;;;;
B;257;2753830;12;20241021 01:07;;;68;RUSDEN ST;ARMIDALE;2350;914.1;M;20240712;20241011;450000;R1;R;RESIDENCE;;AAF;;0;AU491823;
C;257;2753830;12;20241021 01:07;1/794254;
D;257;2753830;12;20241021 01:07;P;;;;;;
D;257;2753830;12;20241021 01:07;V;;;;;;
B;257;2751440;13;20241021 01:07;;1;169;KIRKWOOD ST;ARMIDALE;2350;;;20240913;20241011;340000;;R;RESIDENCE;1;;;0;AU491963;
C;257;2751440;13;20241021 01:07;1/SP11527;
D;257;2751440;13;20241021 01:07;P;;;;;;
D;257;2751440;13;20241021 01:07;V;;;;;;
B;257;3872193;14;20241021 01:07;;22;22;FREEMAN CRES;ARMIDALE;2350;526.7;M;20240913;20241011;675000;R1;R;RESIDENCE;;ANH;;0;AU491961;
C;257;3872193;14;20241021 01:07;23/270931;
D;257;3872193;14;20241021 01:07;P;;;;;;
D;257;3872193;14;20241021 01:07;V;;;;;;
Z;75;14;14;45;
