A;RTSALEDATA;560;20241021 01:08;VALNET;
B;560;4139830;1;20241021 01:08;;;7;SOUTH ST;HENTY;2658;1176;M;20240717;20241015;505000;RU5;R;RESIDENCE;;VSA;;0;AU497342;
C;560;4139830;1;20241021 01:08;18/C/5282;
D;560;4139830;1;20241021 01:08;P;;;;;;
D;560;4139830;1;20241021 01:08;P;;;;;;
D;560;4139830;1;20241021 01:08;V;;;;;;
D;560;4139830;1;20241021 01:08;V;;;;;;
B;560;4185391;2;20241021 01:08;;;51;MARKET ST;WALLA WALLA;2659;814.3;M;20240911;20241014;525000;RU5;R;RESIDENCE;;VWW;;0;AU494972;
C;560;4185391;2;20241021 01:08;321/1231353;
D;560;4185391;2;20241021 01:08;P;;;;;;
D;560;4185391;2;20241021 01:08;P;;;;;;
D;560;4185391;2;20241021 01:08;V;;;;;;
D;560;4185391;2;20241021 01:08;V;;;;;;
B;560;4208600;3;20241021 01:08;;;19;FROSTY LANE;JINDERA;2642;4252;M;20240911;20241016;1100000;R2;R;RESIDENCE;;DJD;;0;AU500871;
C;560;4208600;3;20241021 01:08;407/1252780;
D;560;4208600;3;20241021 01:08;P;;;;;;
D;560;4208600;3;20241021 01:08;V;;;;;;
D;560;4208600;3;20241021 01:08;V;;;;;;
B;560;519593;4;20241021 01:08;;;6;THIRD ST;HENTY;2658;1069.5;M;20240913;20241011;305000;RU5;R;RESIDENCE;;VSA;;0;AU491815;
C;560;519593;4;20241021 01:08;107/12560;
D;560;519593;4;20241021 01:08;P;;;;;;
D;560;519593;4;20241021 01:08;V;;;;;;
D;560;519593;4;20241021 01:08;V;;;;;;
B;560;520257;5;20241021 01:08;;;7;HOPETOUN ST;CULCAIRN;2660;1012;M;20240828;20241014;372000;RU5;R;RESIDENCE;;VCA;;0;AU494543;
C;560;520257;5;20241021 01:08;101/565765;
D;560;520257;5;20241021 01:08;P;;;;;;
D;560;520257;5;20241021 01:08;V;;;;;;
D;560;520257;5;20241021 01:08;V;;;;;;
B;560;520792;6;20241021 01:08;;;56;BILLABONG ST;WALBUNDRIE;2642;1012;M;20240904;20241016;295000;RU5;R;RESIDENCE;;VWB;;0;AU501650;
C;560;520792;6;20241021 01:08;6/27/759034;
D;560;520792;6;20241021 01:08;P;;;;;;
D;560;520792;6;20241021 01:08;P;;;;;;
D;560;520792;6;20241021 01:08;V;;;;;;
B;560;531316;7;20241021 01:08;;;12;ST JOHNS CT;JINDERA;2642;850.2;M;20240814;20241014;585000;RU5;R;RESIDENCE;;VJA;;0;AU493344;
C;560;531316;7;20241021 01:08;6/773623;
D;560;531316;7;20241021 01:08;P;;;;;;
D;560;531316;7;20241021 01:08;P;;;;;;
D;560;531316;7;20241021 01:08;V;;;;;;
D;560;531316;7;20241021 01:08;V;;;;;;
Z;40;7;7;24;
