A;RTSALEDATA;239;20241021 01:07;VALNET;
B;239;2635857;1;20241021 01:07;;;2;TARCOON ST;BOURKE;2840;1214;M;20240626;20241011;220000;R1;R;RESIDENCE;;AAD;;0;AU491813;
C;239;2635857;1;20241021 01:07;3/89/758144;
D;239;2635857;1;20241021 01:07;P;;;;;;
D;239;2635857;1;20241021 01:07;V;;;;;;
D;239;2635857;1;20241021 01:07;V;;;;;;
B;239;2863391;2;20241021 01:07;;;18;WARRAWEENA ST;BOURKE;2840;3035;M;20240726;20241010;260000;R1;R;RESIDENCE;;AAD;;0;AU486505;
C;239;2863391;2;20241021 01:07;10, 14/35/758144 Western Land Lease 5890;
D;239;2863391;2;20241021 01:07;P;;;;;;
D;239;2863391;2;20241021 01:07;V;;;;;;
D;239;2863391;2;20241021 01:07;V;;;;;;
D;239;2863391;2;20241021 01:07;V;;;;;;
B;239;2863391;3;20241021 01:07;;;18;WARRAWEENA ST;BOURKE;2840;3035;M;20240726;20241010;260000;R1;R;RESIDENCE;;AAD;;0;AU486504;
C;239;2863391;3;20241021 01:07;10, 14/35/758144 Western Land Lease 5890;
D;239;2863391;3;20241021 01:07;P;;;;;;
D;239;2863391;3;20241021 01:07;V;;;;;;
D;239;2863391;3;20241021 01:07;V;;;;;;
D;239;2863391;3;20241021 01:07;V;;;;;;
Z;19;3;3;11;
