A;RTSALEDATA;085;20241007 01:06;VALNET;
B;085;724608;1;20241007 01:06;;7;60;EPPING RD;LANE COVE NORTH;2066;;;20240820;20241001;770000;;R;RESIDENCE;7;;;0;AU464037;
C;085;724608;1;20241007 01:06;7/SP22599;
D;085;724608;1;20241007 01:06;P;;;;;;
D;085;724608;1;20241007 01:06;P;;;;;;
D;085;724608;1;20241007 01:06;V;;;;;;
B;085;730012;2;20241007 01:06;;22;400;MOWBRAY RD W;LANE COVE NORTH;2066;;;20240819;20240930;822500;;R;RESIDENCE;22;;;0;AU459092;
C;085;730012;2;20241007 01:06;22/SP1756;
D;085;730012;2;20241007 01:06;P;;;;;;
D;085;730012;2;20241007 01:06;P;;;;;;
D;085;730012;2;20241007 01:06;V;;;;;;
D;085;730012;2;20241007 01:06;V;;;;;;
B;085;730012;3;20241007 01:06;;22;400;MOWBRAY RD W;LANE COVE NORTH;2066;;;20240819;20240930;822500;;R;RESIDENCE;38;;;0;AU459092;
C;085;730012;3;20241007 01:06;38/SP1756;
D;085;730012;3;20241007 01:06;P;;;;;;
D;085;730012;3;20241007 01:06;P;;;;;;
D;085;730012;3;20241007 01:06;V;;;;;;
D;085;730012;3;20241007 01:06;V;;;;;;
B;085;733322;4;20241007 01:06;;11;2;STOKES ST;LANE COVE NORTH;2066;;;20240807;20241002;895000;;R;RESIDENCE;65;;;0;AU467697;
C;085;733322;4;20241007 01:06;65/SP15298;
D;085;733322;4;20241007 01:06;P;;;;;;
D;085;733322;4;20241007 01:06;P;;;;;;
D;085;733322;4;20241007 01:06;V;;;;;;
D;085;733322;4;20241007 01:06;V;;;;;;
B;085;4187503;5;20241007 01:06;;502;8;BIRDWOOD AVE;LANE COVE;2066;204;M;20220823;20240930;1759500;;R;RESIDENCE;143;;;0;AU459683;
C;085;4187503;5;20241007 01:06;143/SP98941;
D;085;4187503;5;20241007 01:06;P;;;;;;
D;085;4187503;5;20241007 01:06;V;;;;;;
B;085;4068740;6;20241007 01:06;;103;9;MINDARIE ST;LANE COVE NORTH;2066;81;M;20240903;20240927;610000;;R;RESIDENCE;11;;;0;AU451755;
C;085;4068740;6;20241007 01:06;11/SP89796;
D;085;4068740;6;20241007 01:06;P;;;;;;
D;085;4068740;6;20241007 01:06;P;;;;;;
D;085;4068740;6;20241007 01:06;V;;;;;;
B;085;4081091;7;20241007 01:06;;105;56;GORDON CRES;LANE COVE NORTH;2066;109;M;20240720;20241001;1000000;;R;RESIDENCE;13;;;0;AU464040;
C;085;4081091;7;20241007 01:06;13/SP96663;
D;085;4081091;7;20241007 01:06;P;;;;;;
D;085;4081091;7;20241007 01:06;V;;;;;;
B;085;3109588;8;20241007 01:06;;111;460;PACIFIC HWY;ST LEONARDS;2065;;;20240923;20240927;577500;;3;COMMERCIAL;17;;;0;AU453579;
C;085;3109588;8;20241007 01:06;17/SP73221;
D;085;3109588;8;20241007 01:06;P;;;;;;
D;085;3109588;8;20241007 01:06;V;;;;;;
B;085;720301;9;20241007 01:06;;;12;AMINYA PL;RIVERVIEW;2066;600.7;M;20240803;20241002;4525000;R2;R;RESIDENCE;;RAB;;0;AU467443;
C;085;720301;9;20241007 01:06;22/221001;
