A;RTSALEDATA;088;20241007 01:06;VALNET;
B;088;777033;1;20241007 01:06;;4;11;CREMORNE RD;CREMORNE POINT;2090;;;20240930;20240930;2050000;;R;RESIDENCE;4;;;0;AU457152;
C;088;777033;1;20241007 01:06;4/SP8089;
D;088;777033;1;20241007 01:06;P;;;;;;
D;088;777033;1;20241007 01:06;V;;;;;;
D;088;777033;1;20241007 01:06;V;;;;;;
B;088;771765;2;20241007 01:06;;403;221;BEN BOYD RD;CREMORNE;2090;;;20240711;20240930;1585000;;R;RESIDENCE;12;;;0;AU458224;
C;088;771765;2;20241007 01:06;12/SP7144;
D;088;771765;2;20241007 01:06;P;;;;;;
D;088;771765;2;20241007 01:06;V;;;;;;
D;088;771765;2;20241007 01:06;V;;;;;;
B;088;777207;3;20241007 01:06;;1;72;CREMORNE RD;CREMORNE POINT;2090;;;20240830;20241003;2700000;;R;RESIDENCE;1;;;0;AU469745;
C;088;777207;3;20241007 01:06;1/SP40915;
D;088;777207;3;20241007 01:06;P;;;;;;
D;088;777207;3;20241007 01:06;P;;;;;;
D;088;777207;3;20241007 01:06;V;;;;;;
D;088;777207;3;20241007 01:06;V;;;;;;
B;088;785907;4;20241007 01:06;;21;143;KURRABA RD;KURRABA POINT;2089;;;20240816;20240927;733000;;R;RESIDENCE;13;;;0;AU453502;
C;088;785907;4;20241007 01:06;13/SP8290;
D;088;785907;4;20241007 01:06;P;;;;;;
D;088;785907;4;20241007 01:06;V;;;;;;
B;088;772183;5;20241007 01:06;;1;108;BEN BOYD RD;NEUTRAL BAY;2089;;;20240822;20241002;1380000;;R;RESIDENCE;1;;;0;AU465538;
C;088;772183;5;20241007 01:06;1/SP3905;
D;088;772183;5;20241007 01:06;P;;;;;;
D;088;772183;5;20241007 01:06;V;;;;;;
D;088;772183;5;20241007 01:06;V;;;;;;
B;088;783148;6;20241007 01:06;;2;49;HIGH ST;NORTH SYDNEY;2060;83;M;20240828;20240927;1100000;;R;RESIDENCE;2;;;0;AU453303;
C;088;783148;6;20241007 01:06;2/SP30105;
D;088;783148;6;20241007 01:06;P;;;;;;
D;088;783148;6;20241007 01:06;V;;;;;;
B;088;787716;7;20241007 01:06;;1;10;MCKYE ST;WAVERTON;2060;;;20240827;20241002;1700000;;R;RESIDENCE;1;;;0;AU465349;
C;088;787716;7;20241007 01:06;1/SP5550;
D;088;787716;7;20241007 01:06;P;;;;;;
D;088;787716;7;20241007 01:06;V;;;;;;
B;088;786898;8;20241007 01:06;;;3;LILLIS ST;CAMMERAY;2062;252.9;M;20240924;20240927;1700000;R3;R;RESIDENCE;;RMB;;0;AU455968;
C;088;786898;8;20241007 01:06;D/34183;
D;088;786898;8;20241007 01:06;P;;;;;;
D;088;786898;8;20241007 01:06;P;;;;;;
D;088;786898;8;20241007 01:06;V;;;;;;
