A;RTSALEDATA;301;20241007 01:08;VALNET;
B;301;1872685;1;20241007 01:08;BOMPA;;124;CLIFT LANE;CURRABUBULA;2342;13.87;H;20240926;20240930;1000000;RU1;R;RESIDENCE;;RFL;;0;AU458431;
C;301;1872685;1;20241007 01:08;1/1007075;
D;301;1872685;1;20241007 01:08;P;;;;;;
D;301;1872685;1;20241007 01:08;V;;;;;;
D;301;1872685;1;20241007 01:08;V;;;;;;
B;301;1878347;2;20241007 01:08;;;12;VICTOR ST;WALLABADAH;2343;7588;M;20240605;20240927;395000;RU5;R;RESIDENCE;;AWB;;0;AU451930;
C;301;1878347;2;20241007 01:08;10, 11, 12, 13/17/759037;
D;301;1878347;2;20241007 01:08;P;;;;;;
D;301;1878347;2;20241007 01:08;P;;;;;;
D;301;1878347;2;20241007 01:08;V;;;;;;
B;301;1873308;3;20241007 01:08;;;41;SINGLE ST;WERRIS CREEK;2341;1657;M;20240815;20240930;925000;E1;3;COMMERCIAL;;ELW;;0;AU460984;
C;301;1873308;3;20241007 01:08;1, 2/311065;
D;301;1873308;3;20241007 01:08;P;;;;;;
D;301;1873308;3;20241007 01:08;V;;;;;;
B;301;1873318;4;20241007 01:08;;;56;SINGLE ST;WERRIS CREEK;2341;3582;M;20240815;20240930;925000;E1;3;COMMERCIAL;;ELW;;0;AU460984;
C;301;1873318;4;20241007 01:08;7/3/1109 2/208030 2/581435;
D;301;1873318;4;20241007 01:08;P;;;;;;
D;301;1873318;4;20241007 01:08;V;;;;;;
B;301;1878817;5;20241007 01:08;;;17;DALLEY ST;QUIRINDI;2343;626;M;20240927;20241001;420000;R1;R;RESIDENCE;;AQW;;0;AU461518;
C;301;1878817;5;20241007 01:08;6/12776;
D;301;1878817;5;20241007 01:08;P;;;;;;
D;301;1878817;5;20241007 01:08;P;;;;;;
D;301;1878817;5;20241007 01:08;V;;;;;;
Z;25;5;5;13;
