A;RTSALEDATA;266;20241007 01:08;VALNET;
B;266;412684;1;20241007 01:08;;;11;BURRANGONG ST;MURRINGO;2586;2023;M;20240830;20240927;325000;RU5;R;RESIDENCE;;YZA;;0;AU451457;
C;266;412684;1;20241007 01:08;9/27/758734;
D;266;412684;1;20241007 01:08;P;;;;;;
D;266;412684;1;20241007 01:08;P;;;;;;
D;266;412684;1;20241007 01:08;V;;;;;;
D;266;412684;1;20241007 01:08;V;;;;;;
B;266;413751;2;20241007 01:08;;;187;MILLY MILLY LANE;BURRANGONG;2594;7.509;H;20240802;20240930;1300000;RU1;R;RESIDENCE;;YMA;;0;AU459007;
C;266;413751;2;20241007 01:08;1/579420;
D;266;413751;2;20241007 01:08;P;;;;;;
D;266;413751;2;20241007 01:08;P;;;;;;
D;266;413751;2;20241007 01:08;V;;;;;;
D;266;413751;2;20241007 01:08;V;;;;;;
B;266;411560;3;20241007 01:08;;;115;GRASSY CREEK RD;RYE PARK;2586;58.16;H;20240917;20240930;1200000;RU1;3;FARM;;BHA;;0;AU457722;
C;266;411560;3;20241007 01:08;20, 21/754136 81/754145;
D;266;411560;3;20241007 01:08;P;;;;;;
D;266;411560;3;20241007 01:08;P;;;;;;
D;266;411560;3;20241007 01:08;P;;;;;;
D;266;411560;3;20241007 01:08;V;;;;;;
D;266;411560;3;20241007 01:08;V;;;;;;
B;266;415746;4;20241007 01:08;;;15;HARDY AVE;YOUNG;2594;760.3;M;20240911;20241001;420000;R1;R;RESIDENCE;;YAC;;0;AU463121;
C;266;415746;4;20241007 01:08;15/258032;
D;266;415746;4;20241007 01:08;P;;;;;;
D;266;415746;4;20241007 01:08;P;;;;;;
D;266;415746;4;20241007 01:08;V;;;;;;
B;266;3383309;5;20241007 01:08;;;70;SOUTH ST;BOOROWA;2586;821.1;M;20240719;20241001;430000;R1;R;RESIDENCE;;BAA;;0;AU462932;
C;266;3383309;5;20241007 01:08;10/1124893;
D;266;3383309;5;20241007 01:08;P;;;;;;
D;266;3383309;5;20241007 01:08;V;;;;;;
B;266;452549;6;20241007 01:08;;;1030;KINGSVALE RD;KINGSVALE;2587;1.672;H;20240717;20241001;550000;RU1;3;WAREHOUSE;;HUT;;0;AU464794;
C;266;452549;6;20241007 01:08;1/819489;
D;266;452549;6;20241007 01:08;P;;;;;;
D;266;452549;6;20241007 01:08;V;;;;;;
B;266;452582;7;20241007 01:08;BENDEMEER;;;TIVERTON RD;HARDEN;2587;210.03;H;20240717;20241001;4100000;RU1;3;FARM;;HMA;;0;AU464789;
C;266;452582;7;20241007 01:08;200, 201/753607 3, 4, 24, 25, 27, 28, 29, 155, 282/753611 1/1114354;
D;266;452582;7;20241007 01:08;P;;;;;;
D;266;452582;7;20241007 01:08;V;;;;;;
B;266;3539289;8;20241007 01:08;;;10;MOLLOY PL;YOUNG;2594;701.1;M;20240906;20240930;530000;R1;R;RESIDENCE;;YAD;;0;AU458968;
C;266;3539289;8;20241007 01:08;6/1156351;
D;266;3539289;8;20241007 01:08;P;;;;;;
D;266;3539289;8;20241007 01:08;P;;;;;;
D;266;3539289;8;20241007 01:08;V;;;;;;
B;266;3323718;9;20241007 01:08;;;134;NEILL ST;HARDEN;2587;1012;M;20240620;20240709;170000;R1;R;RESIDENCE;;HAA;;0;AU461280;
C;266;3323718;9;20241007 01:08;18/29/758737;
D;266;3323718;9;20241007 01:08;P;;;;;;
D;266;3323718;9;20241007 01:08;V;;;;;;
Z;47;9;9;27;
