A;RTSALEDATA;054;20241007 01:05;VALNET;
B;054;511879;1;20241007 01:05;;;27;LOCH ST;GANMAIN;2702;986.4;M;20240905;20241003;280000;RU5;R;RESIDENCE;;GAM;;0;AU469589;
C;054;511879;1;20241007 01:05;B/391170;
D;054;511879;1;20241007 01:05;P;;;;;;
D;054;511879;1;20241007 01:05;P;;;;;;
D;054;511879;1;20241007 01:05;V;;;;;;
D;054;511879;1;20241007 01:05;V;;;;;;
B;054;512042;2;20241007 01:05;;;16;ASHBRIDGE RD;GANMAIN;2702;1.265;H;20240913;20240927;250000;RU4;R;RESIDENCE;;HGM;;0;AU453533;
C;054;512042;2;20241007 01:05;112/750834;
D;054;512042;2;20241007 01:05;P;;;;;;
D;054;512042;2;20241007 01:05;V;;;;;;
Z;12;2;2;6;
