A;RTSALEDATA;005;20241007 01:05;VALNET;
B;005;3401657;1;20241007 01:05;;13;12;DENTON PARK DR;RUTHERFORD;2320;;;20240722;20241001;490000;;R;RESIDENCE;13;;;0;AU463526;
C;005;3401657;1;20241007 01:05;13/SP79824;
D;005;3401657;1;20241007 01:05;P;;;;;;
D;005;3401657;1;20241007 01:05;V;;;;;;
D;005;3401657;1;20241007 01:05;V;;;;;;
B;005;3050224;2;20241007 01:05;;;61;NORFOLK ST;ASHTONFIELD;2323;658.7;M;20240902;20240930;840000;R1;R;RESIDENCE;;AAG;;0;AU456947;
C;005;3050224;2;20241007 01:05;2/1060446;
D;005;3050224;2;20241007 01:05;P;;;;;;
D;005;3050224;2;20241007 01:05;V;;;;;;
B;005;3594716;3;20241007 01:05;;;14;COOLABAH ST;ABERGLASSLYN;2320;488.7;M;20240816;20240927;725000;R1;R;RESIDENCE;;AAT;;0;AU452344;
C;005;3594716;3;20241007 01:05;2/1167575;
D;005;3594716;3;20241007 01:05;P;;;;;;
D;005;3594716;3;20241007 01:05;V;;;;;;
D;005;3594716;3;20241007 01:05;V;;;;;;
B;005;3563984;4;20241007 01:05;;;3;SHORTLAND DR;RUTHERFORD;2320;1134;M;20240830;20240930;795000;R1;R;RESIDENCE;;AAT;;0;AU457993;
C;005;3563984;4;20241007 01:05;56/1132100;
D;005;3563984;4;20241007 01:05;P;;;;;;
D;005;3563984;4;20241007 01:05;P;;;;;;
D;005;3563984;4;20241007 01:05;V;;;;;;
B;005;3580001;5;20241007 01:05;;;50;HORIZON ST;GILLIESTON HEIGHTS;2321;631.4;M;20240905;20241003;750000;R1;R;RESIDENCE;;ABC;;0;AU468701;
C;005;3580001;5;20241007 01:05;408/1161356;
D;005;3580001;5;20241007 01:05;P;;;;;;
D;005;3580001;5;20241007 01:05;P;;;;;;
D;005;3580001;5;20241007 01:05;V;;;;;;
B;005;3640777;6;20241007 01:05;;;29;LAPWING ST;ABERGLASSLYN;2320;646;M;20240731;20240930;825000;R1;R;RESIDENCE;;AAT;;0;AU458597;
C;005;3640777;6;20241007 01:05;2322/1169717;
D;005;3640777;6;20241007 01:05;P;;;;;;
D;005;3640777;6;20241007 01:05;V;;;;;;
D;005;3640777;6;20241007 01:05;V;;;;;;
B;005;4040897;7;20241007 01:05;;;24;DARLASTON AVE;THORNTON;2322;536.1;M;20240902;20241003;955000;R1;R;RESIDENCE;;AAD;;0;AU471283;
C;005;4040897;7;20241007 01:05;114/1230785;
D;005;4040897;7;20241007 01:05;P;;;;;;
D;005;4040897;7;20241007 01:05;P;;;;;;
D;005;4040897;7;20241007 01:05;V;;;;;;
B;005;4023495;8;20241007 01:05;;;12;ROCKMASTER ST;CHISHOLM;2322;510;M;20240816;20240927;825000;R1;R;RESIDENCE;;AAB;;0;AU455986;
C;005;4023495;8;20241007 01:05;2423/1224017;
D;005;4023495;8;20241007 01:05;P;;;;;;
D;005;4023495;8;20241007 01:05;P;;;;;;
D;005;4023495;8;20241007 01:05;V;;;;;;
B;005;4570786;9;20241007 01:05;;;5;HERDSMEN RD;LOCHINVAR;2321;477.5;M;20240221;20240930;349000;;V;VACANT LAND;;;;0;AU458942;
C;005;4570786;9;20241007 01:05;503/1299082;
D;005;4570786;9;20241007 01:05;P;;;;;;
D;005;4570786;9;20241007 01:05;P;;;;;;
D;005;4570786;9;20241007 01:05;V;;;;;;
B;005;4570787;10;20241007 01:05;;;7;HERDSMEN RD;LOCHINVAR;2321;477.9;M;20240227;20240930;349000;;V;VACANT LAND;;;;0;AU458890;
C;005;4570787;10;20241007 01:05;504/1299082;
D;005;4570787;10;20241007 01:05;P;;;;;;
D;005;4570787;10;20241007 01:05;P;;;;;;
D;005;4570787;10;20241007 01:05;V;;;;;;
B;005;4570788;11;20241007 01:05;;;38;TILLAGE DR;LOCHINVAR;2321;532.9;M;20240716;20241001;350000;;V;VACANT LAND;;;;0;AU464446;
C;005;4570788;11;20241007 01:05;505/1299082;
D;005;4570788;11;20241007 01:05;P;;;;;;
D;005;4570788;11;20241007 01:05;P;;;;;;
D;005;4570788;11;20241007 01:05;V;;;;;;
B;005;4570789;12;20241007 01:05;;;36;TILLAGE DR;LOCHINVAR;2321;480;M;20240419;20241002;360000;;V;VACANT LAND;;;;0;AU465172;
C;005;4570789;12;20241007 01:05;506/1299082;
D;005;4570789;12;20241007 01:05;P;;;;;;
D;005;4570789;12;20241007 01:05;V;;;;;;
B;005;4570790;13;20241007 01:05;;;65;TILLAGE DR;LOCHINVAR;2321;546.2;M;20240319;20240930;370000;;V;VACANT LAND;;;;0;AU457766;
C;005;4570790;13;20241007 01:05;507/1299082;
D;005;4570790;13;20241007 01:05;P;;;;;;
D;005;4570790;13;20241007 01:05;P;;;;;;
D;005;4570790;13;20241007 01:05;V;;;;;;
B;005;4570799;14;20241007 01:05;;;2;HERDSMEN RD;LOCHINVAR;2321;702.6;M;20240805;20240930;399000;;V;VACANT LAND;;;;0;AU459029;
C;005;4570799;14;20241007 01:05;516/1299082;
D;005;4570799;14;20241007 01:05;P;;;;;;
D;005;4570799;14;20241007 01:05;V;;;;;;
B;005;4570807;15;20241007 01:05;;;40;SPRINGFIELD DR;LOCHINVAR;2321;1042;M;20240419;20240930;385000;;V;VACANT LAND;;;;0;AU458855;
C;005;4570807;15;20241007 01:05;524/1299082;
D;005;4570807;15;20241007 01:05;P;;;;;;
D;005;4570807;15;20241007 01:05;P;;;;;;
D;005;4570807;15;20241007 01:05;V;;;;;;
B;005;4561313;16;20241007 01:05;;;19;LEYLAND CCT;LOCHINVAR;2321;450;M;20240821;20241002;360000;R1;V;VACANT LAND;;AAZ;;0;AU466065;
C;005;4561313;16;20241007 01:05;322/1271230;
D;005;4561313;16;20241007 01:05;P;;;;;;
D;005;4561313;16;20241007 01:05;V;;;;;;
D;005;4561313;16;20241007 01:05;V;;;;;;
B;005;4507489;17;20241007 01:05;;;45;ELLIPSE CCT;CHISHOLM;2322;470.3;M;20240902;20241003;999900;R1;R;RESIDENCE;;AAB;;0;AU469506;
C;005;4507489;17;20241007 01:05;3930/1272080;
D;005;4507489;17;20241007 01:05;P;;;;;;
D;005;4507489;17;20241007 01:05;P;;;;;;
D;005;4507489;17;20241007 01:05;V;;;;;;
B;005;4507499;18;20241007 01:05;;;9;SIERRA WAY;CHISHOLM;2322;963.8;M;20240828;20241002;650000;R1;V;VACANT LAND;;AAB;;0;AU466314;
C;005;4507499;18;20241007 01:05;3940/1272080;
D;005;4507499;18;20241007 01:05;P;;;;;;
D;005;4507499;18;20241007 01:05;V;;;;;;
B;005;4507507;19;20241007 01:05;;;2;SIERRA WAY;CHISHOLM;2322;689.5;M;20240827;20241001;536000;R1;V;VACANT LAND;;AAB;;0;AU462906;
C;005;4507507;19;20241007 01:05;3948/1272080;
D;005;4507507;19;20241007 01:05;P;;;;;;
D;005;4507507;19;20241007 01:05;P;;;;;;
D;005;4507507;19;20241007 01:05;V;;;;;;
B;005;4560494;20;20241007 01:05;;;12;HEWITT RD;LOCHINVAR;2321;556.2;M;20220627;20240927;365000;R1;R;RESIDENCE;;AAZ;;0;AU452128;
C;005;4560494;20;20241007 01:05;135/1303379;
D;005;4560494;20;20241007 01:05;P;;;;;;
D;005;4560494;20;20241007 01:05;P;;;;;;
D;005;4560494;20;20241007 01:05;V;;;;;;
B;005;4533119;21;20241007 01:05;;;104;SPRINGFIELD DR;LOCHINVAR;2321;931.3;M;20240821;20241002;430000;R1;V;VACANT LAND;;AAZ;;0;AU465917;
C;005;4533119;21;20241007 01:05;250/1271229;
D;005;4533119;21;20241007 01:05;P;;;;;;
D;005;4533119;21;20241007 01:05;P;;;;;;
D;005;4533119;21;20241007 01:05;V;;;;;;
D;005;4533119;21;20241007 01:05;V;;;;;;
B;005;175396;22;20241007 01:05;;;17;CEDAR CL;METFORD;2323;856.5;M;20240821;20241002;695000;R1;R;RESIDENCE;;AAF;;0;AU465877;
C;005;175396;22;20241007 01:05;2217/811773;
D;005;175396;22;20241007 01:05;P;;;;;;
D;005;175396;22;20241007 01:05;V;;;;;;
B;005;178284;23;20241007 01:05;;;21 A;FARNSWORTH ST;THORNTON;2322;680;M;20240909;20240930;750000;R1;R;RESIDENCE;;AAC;;0;AU458993;
C;005;178284;23;20241007 01:05;13/719507;
D;005;178284;23;20241007 01:05;P;;;;;;
D;005;178284;23;20241007 01:05;P;;;;;;
D;005;178284;23;20241007 01:05;V;;;;;;
B;005;173308;24;20241007 01:05;;;1;BELAIR CL;RUTHERFORD;2320;805.9;M;20240819;20240930;649000;R1;R;RESIDENCE;;AAX;;0;AU460544;
C;005;173308;24;20241007 01:05;89/262726;
D;005;173308;24;20241007 01:05;P;;;;;;
D;005;173308;24;20241007 01:05;P;;;;;;
D;005;173308;24;20241007 01:05;V;;;;;;
D;005;173308;24;20241007 01:05;V;;;;;;
B;005;176070;25;20241007 01:05;;;22;CLAYTON CRES;RUTHERFORD;2320;692.2;M;20240919;20240930;700000;R1;R;RESIDENCE;;AAX;;0;AU457541;
C;005;176070;25;20241007 01:05;290/793990;
D;005;176070;25;20241007 01:05;P;;;;;;
D;005;176070;25;20241007 01:05;P;;;;;;
D;005;176070;25;20241007 01:05;V;;;;;;
B;005;179113;26;20241007 01:05;;;206;GEORGE ST;EAST MAITLAND;2323;1081;M;20240801;20241001;750000;R1;R;RESIDENCE;;AAI;;0;AU463299;
C;005;179113;26;20241007 01:05;50/524781;
D;005;179113;26;20241007 01:05;P;;;;;;
D;005;179113;26;20241007 01:05;V;;;;;;
D;005;179113;26;20241007 01:05;V;;;;;;
B;005;182601;27;20241007 01:05;;;27;KING ST;LORN;2320;919.89;M;20240831;20240927;1110000;R1;R;RESIDENCE;;AAS;;0;AU451895;
C;005;182601;27;20241007 01:05;9/4/6373;
D;005;182601;27;20241007 01:05;P;;;;;;
D;005;182601;27;20241007 01:05;V;;;;;;
D;005;182601;27;20241007 01:05;V;;;;;;
B;005;188418;28;20241007 01:05;;;109;REGIMENT RD;RUTHERFORD;2320;870;M;20240822;20241003;860000;R1;R;RESIDENCE;;AAX;;0;AU469423;
C;005;188418;28;20241007 01:05;315/793990;
D;005;188418;28;20241007 01:05;P;;;;;;
D;005;188418;28;20241007 01:05;P;;;;;;
D;005;188418;28;20241007 01:05;V;;;;;;
D;005;188418;28;20241007 01:05;V;;;;;;
B;005;186085;29;20241007 01:05;;;124;NEW ENGLAND HWY;LOCHINVAR;2321;1284;M;20240711;20241003;890000;R1;R;RESIDENCE;;AAZ;;0;AU469527;
C;005;186085;29;20241007 01:05;1/1052148;
D;005;186085;29;20241007 01:05;P;;;;;;
D;005;186085;29;20241007 01:05;V;;;;;;
B;005;180748;30;20241007 01:05;KIORA HOUSE;;7;HIGH ST;MORPETH;2321;4275;M;20240418;20240926;2300000;R1;R;RESIDENCE;;AAO;;0;AU449206;
C;005;180748;30;20241007 01:05;1/535966;
D;005;180748;30;20241007 01:05;P;;;;;;
D;005;180748;30;20241007 01:05;P;;;;;;
D;005;180748;30;20241007 01:05;V;;;;;;
B;005;186760;31;20241007 01:05;;;15;OSBORN CL;THORNTON;2322;544.5;M;20240822;20241003;615000;R1;R;RESIDENCE;;AAE;;0;AU469949;
C;005;186760;31;20241007 01:05;171/248905;
D;005;186760;31;20241007 01:05;P;;;;;;
D;005;186760;31;20241007 01:05;P;;;;;;
D;005;186760;31;20241007 01:05;V;;;;;;
B;005;184231;32;20241007 01:05;;;88;MAIZE ST;TENAMBIT;2323;670.3;M;20240828;20241003;750000;R1;R;RESIDENCE;;AAM;;0;AU469579;
C;005;184231;32;20241007 01:05;41/27152;
D;005;184231;32;20241007 01:05;P;;;;;;
D;005;184231;32;20241007 01:05;P;;;;;;
D;005;184231;32;20241007 01:05;V;;;;;;
B;005;186942;33;20241007 01:05;;3;14;PARK ST;EAST MAITLAND;2323;;;20240827;20241001;405000;;R;RESIDENCE;3;;;0;AU463708;
C;005;186942;33;20241007 01:05;3/SP41518;
D;005;186942;33;20241007 01:05;P;;;;;;
D;005;186942;33;20241007 01:05;V;;;;;;
B;005;184442;34;20241007 01:05;;;;NEW ENGLAND HWY;LOCHINVAR;2321;1618.6;M;20240711;20241003;890000;R1;R;RESIDENCE;;AAZ;;0;AU469527;
C;005;184442;34;20241007 01:05;2, 3/1052148;
D;005;184442;34;20241007 01:05;P;;;;;;
D;005;184442;34;20241007 01:05;V;;;;;;
B;005;181990;35;20241007 01:05;;;53;JOHN ARTHUR AVE;THORNTON;2322;722.8;M;20240829;20241003;641000;R1;R;RESIDENCE;;AAE;;0;AU469837;
C;005;181990;35;20241007 01:05;522/262190;
D;005;181990;35;20241007 01:05;P;;;;;;
D;005;181990;35;20241007 01:05;P;;;;;;
D;005;181990;35;20241007 01:05;V;;;;;;
B;005;182069;36;20241007 01:05;;;14;JOSHUA CL;RUTHERFORD;2320;759.2;M;20240816;20240927;812500;R1;R;RESIDENCE;;AAV;;0;AU453470;
C;005;182069;36;20241007 01:05;428/832153;
D;005;182069;36;20241007 01:05;P;;;;;;
D;005;182069;36;20241007 01:05;V;;;;;;
D;005;182069;36;20241007 01:05;V;;;;;;
