A;RTSALEDATA;084;20241028 01:05;VALNET;
B;084;3439262;1;20241028 01:05;;540;17;MEMORIAL AVE;ST IVES;2075;118;M;20240920;20241018;900000;;R;RESIDENCE;136;;;0;AU508399;
C;084;3439262;1;20241028 01:05;136/SP82186;
D;084;3439262;1;20241028 01:05;P;;;;;;
D;084;3439262;1;20241028 01:05;V;;;;;;
B;084;3458742;2;20241028 01:05;;6;2;BUNDARRA AVE S;WAHROONGA;2076;;;20240821;20241021;740000;;R;RESIDENCE;6;;;0;AU512155;
C;084;3458742;2;20241028 01:05;6/SP82287;
D;084;3458742;2;20241028 01:05;P;;;;;;
D;084;3458742;2;20241028 01:05;P;;;;;;
D;084;3458742;2;20241028 01:05;V;;;;;;
D;084;3458742;2;20241028 01:05;V;;;;;;
B;084;3463232;3;20241028 01:05;;22;1689;PACIFIC HWY;WAHROONGA;2076;;;20240926;20241024;625000;;R;RESIDENCE;22;;;0;AU524442;
C;084;3463232;3;20241028 01:05;22/SP82457;
D;084;3463232;3;20241028 01:05;P;;;;;;
D;084;3463232;3;20241028 01:05;V;;;;;;
D;084;3463232;3;20241028 01:05;V;;;;;;
B;084;3491247;4;20241028 01:05;;;10;CYRUS AVE;WAHROONGA;2076;362.1;M;20240715;20241018;2400000;R2;R;RESIDENCE;;REA;;0;AU509878;
C;084;3491247;4;20241028 01:05;1/1145706;
D;084;3491247;4;20241028 01:05;P;;;;;;
D;084;3491247;4;20241028 01:05;P;;;;;;
D;084;3491247;4;20241028 01:05;V;;;;;;
B;084;4244302;5;20241028 01:05;;12;126 B;KILLEATON ST;ST IVES;2075;;;20240906;20241018;1017500;;R;RESIDENCE;40;;;0;AU510208;
C;084;4244302;5;20241028 01:05;40/SP100107;
D;084;4244302;5;20241028 01:05;P;;;;;;
D;084;4244302;5;20241028 01:05;V;;;;;;
D;084;4244302;5;20241028 01:05;V;;;;;;
B;084;4244302;6;20241028 01:05;;15;126 B;KILLEATON ST;ST IVES;2075;;;20240910;20241022;1220000;;R;RESIDENCE;43;;;0;AU519267;
C;084;4244302;6;20241028 01:05;43/SP100107;
D;084;4244302;6;20241028 01:05;P;;;;;;
D;084;4244302;6;20241028 01:05;P;;;;;;
D;084;4244302;6;20241028 01:05;V;;;;;;
B;084;4248089;7;20241028 01:05;;519;1454;PACIFIC HWY;TURRAMURRA;2074;;;20240910;20241022;950000;;R;RESIDENCE;88;;;0;AU516618;
C;084;4248089;7;20241028 01:05;88/SP89317;
D;084;4248089;7;20241028 01:05;P;;;;;;
D;084;4248089;7;20241028 01:05;V;;;;;;
D;084;4248089;7;20241028 01:05;V;;;;;;
B;084;3524438;8;20241028 01:05;FILADELFIA;56;3;BUNDARRA AVE S;WAHROONGA;2076;;;20240911;20241023;960000;;R;RESIDENCE;56;;;0;AU521299;
C;084;3524438;8;20241028 01:05;56/SP83732;
D;084;3524438;8;20241028 01:05;P;;;;;;
D;084;3524438;8;20241028 01:05;V;;;;;;
B;084;3567715;9;20241028 01:05;;14;2;STURT PL;ST IVES;2075;;;20241021;20241021;640500;;R;RESIDENCE;14;;;0;AU514181;
C;084;3567715;9;20241028 01:05;14/SP84533;
D;084;3567715;9;20241028 01:05;P;;;;;;
D;084;3567715;9;20241028 01:05;P;;;;;;
D;084;3567715;9;20241028 01:05;V;;;;;;
D;084;3567715;9;20241028 01:05;V;;;;;;
B;084;4119700;10;20241028 01:05;;203;19;TURRAMURRA AVE;TURRAMURRA;2074;130;M;20240727;20241018;1350000;;R;RESIDENCE;21;;;0;AU510986;
C;084;4119700;10;20241028 01:05;21/SP96952;
D;084;4119700;10;20241028 01:05;P;;;;;;
D;084;4119700;10;20241028 01:05;V;;;;;;
B;084;3164260;11;20241028 01:05;;;26;CURAGUL RD;NORTH TURRAMURRA;2074;789.6;M;20240824;20241021;3610000;C4;R;RESIDENCE;;ELD;;0;AU512734;
C;084;3164260;11;20241028 01:05;11/1077837;
D;084;3164260;11;20241028 01:05;P;;;;;;
D;084;3164260;11;20241028 01:05;V;;;;;;
B;084;3675976;12;20241028 01:05;ALCOVE;247;132;KILLEATON ST;ST IVES;2075;109;M;20240919;20241024;800000;;R;RESIDENCE;172;;;0;AU526347;
C;084;3675976;12;20241028 01:05;172/SP88426;
D;084;3675976;12;20241028 01:05;P;;;;;;
D;084;3675976;12;20241028 01:05;P;;;;;;
D;084;3675976;12;20241028 01:05;V;;;;;;
B;084;3701825;13;20241028 01:05;BUILDING A;501;6;DUMARESQ ST;GORDON;2072;225;M;20240823;20241018;1780000;;R;RESIDENCE;50;;;0;AU509871;
C;084;3701825;13;20241028 01:05;50/SP88232;
D;084;3701825;13;20241028 01:05;P;;;;;;
D;084;3701825;13;20241028 01:05;P;;;;;;
D;084;3701825;13;20241028 01:05;V;;;;;;
D;084;3701825;13;20241028 01:05;V;;;;;;
B;084;702293;14;20241028 01:05;;;9;LISTER ST;NORTH WAHROONGA;2076;1208;M;20240531;20241024;500000;C4;R;RESIDENCE;;ELF;;0;AU525021;
C;084;702293;14;20241028 01:05;103/740965;
D;084;702293;14;20241028 01:05;P;;;;;;
D;084;702293;14;20241028 01:05;P;;;;;;
D;084;702293;14;20241028 01:05;P;;;;;;
D;084;702293;14;20241028 01:05;P;;;;;;
D;084;702293;14;20241028 01:05;V;;;;;;
D;084;702293;14;20241028 01:05;V;;;;;;
B;084;686528;15;20241028 01:05;;2;2 A;BLOOMSBURY AVE;PYMBLE;2073;;;20240910;20241022;1106000;;R;RESIDENCE;2;;;0;AU516836;
C;084;686528;15;20241028 01:05;2/SP16576;
D;084;686528;15;20241028 01:05;P;;;;;;
D;084;686528;15;20241028 01:05;P;;;;;;
D;084;686528;15;20241028 01:05;V;;;;;;
B;084;686842;16;20241028 01:05;HUON PARK;15;381;BOBBIN HEAD RD;TURRAMURRA;2074;;;20240529;20240827;1695000;;R;RESIDENCE;15;;;0;AU365008;
C;084;686842;16;20241028 01:05;15/SP42159;
D;084;686842;16;20241028 01:05;P;;;;;;
D;084;686842;16;20241028 01:05;P;;;;;;
D;084;686842;16;20241028 01:05;V;;;;;;
B;084;700384;17;20241028 01:05;;;40;KIRKPATRICK ST;NORTH TURRAMURRA;2074;1313;M;20240907;20241018;4000000;C4;R;RESIDENCE;;ELD;;0;AU509027;
C;084;700384;17;20241028 01:05;70/718158;
D;084;700384;17;20241028 01:05;P;;;;;;
D;084;700384;17;20241028 01:05;P;;;;;;
D;084;700384;17;20241028 01:05;V;;;;;;
B;084;684249;18;20241028 01:05;THE GRANGE;;43;ARNOLD ST;KILLARA;2071;1933;M;20240911;20241023;16580000;R2;R;RESIDENCE;;RGM;;0;AU521266;
C;084;684249;18;20241028 01:05;M/377653;
D;084;684249;18;20241028 01:05;P;;;;;;
D;084;684249;18;20241028 01:05;P;;;;;;
D;084;684249;18;20241028 01:05;V;;;;;;
D;084;684249;18;20241028 01:05;V;;;;;;
B;084;692703;19;20241028 01:05;;;3;DEAKIN PL;EAST KILLARA;2071;967.5;M;20240720;20241021;4250000;C4;R;RESIDENCE;;ELH;;0;AU514623;
C;084;692703;19;20241028 01:05;11/28200;
D;084;692703;19;20241028 01:05;P;;;;;;
D;084;692703;19;20241028 01:05;V;;;;;;
