A;RTSALEDATA;240;20241028 01:06;VALNET;
B;240;2637587;1;20241028 01:06;;;108;MILLER ST;GILGANDRA;2827;3744;M;20240802;20241017;605000;R1;R;RESIDENCE;;GFZ;;0;AU503808;
C;240;2637587;1;20241028 01:06;12, 13, 14, 15, 16/17/6674;
D;240;2637587;1;20241028 01:06;P;;;;;;
D;240;2637587;1;20241028 01:06;V;;;;;;
D;240;2637587;1;20241028 01:06;V;;;;;;
B;240;2639092;2;20241028 01:06;;;2;BRENNAN ST;TOORAWEENAH;2817;1783;M;20231222;20241018;190000;RU5;R;RESIDENCE;;ZAT;;0;AU509325;
C;240;2639092;2;20241028 01:06;1, 2/15/7415;
D;240;2639092;2;20241028 01:06;P;;;;;;
D;240;2639092;2;20241028 01:06;V;;;;;;
B;240;2639239;3;20241028 01:06;;;4882;NATIONAL PARK RD;WARRUMBUNGLE;2828;424.6;H;20240826;20241008;1800000;RU1;3;FARM;;RTC;;0;AU479447;
C;240;2639239;3;20241028 01:06;PT 64/754265;
D;240;2639239;3;20241028 01:06;P;;;;;;
D;240;2639239;3;20241028 01:06;P;;;;;;
D;240;2639239;3;20241028 01:06;V;;;;;;
Z;16;3;3;8;
