A;RTSALEDATA;255;20241028 01:06;VALNET;
B;255;2686343;1;20241028 01:06;;;30;TAPIO ST;DARETON;2717;240.3;M;20240411;20241014;150000;RU5;3;COMMERCIAL;;AJ1;;0;AU494860;
C;255;2686343;1;20241028 01:06;PT 5/11/758338;
D;255;2686343;1;20241028 01:06;P;;;;;;
D;255;2686343;1;20241028 01:06;V;;;;;;
B;255;2686344;2;20241028 01:06;;;28;TAPIO ST;DARETON;2717;240.3;M;20240411;20241014;150000;RU5;3;COMMERCIAL;;AJ1;;0;AU494860;
C;255;2686344;2;20241028 01:06;PT 5/11/758338;
D;255;2686344;2;20241028 01:06;P;;;;;;
D;255;2686344;2;20241028 01:06;V;;;;;;
B;255;3901150;3;20241028 01:06;;;38;HENDY RD;BURONGA;2739;6974;M;20240911;20241023;1570000;RU5;R;RESIDENCE;;AD1;;0;AU522679;
C;255;3901150;3;20241028 01:06;2/1185850;
D;255;3901150;3;20241028 01:06;P;;;;;;
D;255;3901150;3;20241028 01:06;V;;;;;;
D;255;3901150;3;20241028 01:06;V;;;;;;
D;255;3901150;3;20241028 01:06;V;;;;;;
Z;16;3;3;8;
