A;RTSALEDATA;226;20241028 01:06;VALNET;
B;226;3484757;1;20241028 01:06;;;75;BURRELLS RD;MENANGLE;2568;2.363;H;20240910;20241022;2175000;C4;R;RESIDENCE;;DOV;;0;AU517359;
C;226;3484757;1;20241028 01:06;108/1144392;
D;226;3484757;1;20241028 01:06;P;;;;;;
D;226;3484757;1;20241028 01:06;P;;;;;;
D;226;3484757;1;20241028 01:06;V;;;;;;
B;226;2593314;2;20241028 01:06;;;7;COLDENHAM RD;PICTON;2571;4029;M;20240727;20241021;1356000;R5;R;RESIDENCE;;PIN;;0;AU515294;
C;226;2593314;2;20241028 01:06;113/736187;
D;226;2593314;2;20241028 01:06;P;;;;;;
D;226;2593314;2;20241028 01:06;P;;;;;;
D;226;2593314;2;20241028 01:06;V;;;;;;
B;226;2591036;3;20241028 01:06;;;8;BANKSIA PL;OAKDALE;2570;1011;M;20240925;20241021;845000;R2;R;RESIDENCE;;OAK;;0;AU513804;
C;226;2591036;3;20241028 01:06;20/253929;
D;226;2591036;3;20241028 01:06;P;;;;;;
D;226;2591036;3;20241028 01:06;V;;;;;;
D;226;2591036;3;20241028 01:06;V;;;;;;
B;226;2602784;4;20241028 01:06;;;33;THIRTEENTH ST;WARRAGAMBA;2752;929.5;M;20240723;20241023;890000;R2;R;RESIDENCE;;WAR;;0;AU521570;
C;226;2602784;4;20241028 01:06;9/244149;
D;226;2602784;4;20241028 01:06;P;;;;;;
D;226;2602784;4;20241028 01:06;P;;;;;;
D;226;2602784;4;20241028 01:06;V;;;;;;
D;226;2602784;4;20241028 01:06;V;;;;;;
B;226;2597701;5;20241028 01:06;;;615;MENANGLE RD;DOUGLAS PARK;2569;1.384;H;20240628;20241021;1660000;RU2;R;RESIDENCE;;ADD;;0;AU515604;
C;226;2597701;5;20241028 01:06;11/635151;
D;226;2597701;5;20241028 01:06;P;;;;;;
D;226;2597701;5;20241028 01:06;P;;;;;;
D;226;2597701;5;20241028 01:06;V;;;;;;
D;226;2597701;5;20241028 01:06;V;;;;;;
B;226;2595314;6;20241028 01:06;;;76;HALLIDAY RD;OAKDALE;2570;10.49;H;20240618;20241018;875000;RU1;R;RESIDENCE;;TWA;;0;AU509166;
C;226;2595314;6;20241028 01:06;7/245618;
D;226;2595314;6;20241028 01:06;P;;;;;;
D;226;2595314;6;20241028 01:06;V;;;;;;
B;226;2595690;7;20241028 01:06;;;41 A;HILL ST;PICTON;2571;551.2;M;20240910;20241018;800000;R2;R;RESIDENCE;;PIC;;0;AU508365;
C;226;2595690;7;20241028 01:06;8/852137;
D;226;2595690;7;20241028 01:06;P;;;;;;
D;226;2595690;7;20241028 01:06;P;;;;;;
D;226;2595690;7;20241028 01:06;V;;;;;;
D;226;2595690;7;20241028 01:06;V;;;;;;
B;226;2598669;8;20241028 01:06;;;11;MYRTLE CREEK AVE;TAHMOOR;2573;3591;M;20240812;20241021;1450000;R2;R;RESIDENCE;;TAE;;0;AU514682;
C;226;2598669;8;20241028 01:06;82/10669;
D;226;2598669;8;20241028 01:06;P;;;;;;
D;226;2598669;8;20241028 01:06;P;;;;;;
D;226;2598669;8;20241028 01:06;V;;;;;;
B;226;2598795;9;20241028 01:06;;;89;NEPEAN ST;DOUGLAS PARK;2569;6952;M;20240722;20241018;1500000;RU2;R;RESIDENCE;;ADD;;0;AU508428;
C;226;2598795;9;20241028 01:06;2/580786;
D;226;2598795;9;20241028 01:06;P;;;;;;
D;226;2598795;9;20241028 01:06;P;;;;;;
D;226;2598795;9;20241028 01:06;P;;;;;;
D;226;2598795;9;20241028 01:06;P;;;;;;
D;226;2598795;9;20241028 01:06;V;;;;;;
D;226;2598795;9;20241028 01:06;V;;;;;;
B;226;2596141;10;20241028 01:06;;;8;JUSTINE CL;BARGO;2574;976.1;M;20240906;20241018;920000;R2;R;RESIDENCE;;BAR;;0;AU510925;
C;226;2596141;10;20241028 01:06;19/262281;
D;226;2596141;10;20241028 01:06;P;;;;;;
D;226;2596141;10;20241028 01:06;V;;;;;;
D;226;2596141;10;20241028 01:06;V;;;;;;
B;226;2601544;11;20241028 01:06;;;770;SILVERDALE RD;WEROMBI;2570;3151;M;20241008;20241018;525000;C4;R;RESIDENCE;;XAA;;0;AU509113;
C;226;2601544;11;20241028 01:06;4/1006875;
D;226;2601544;11;20241028 01:06;P;;;;;;
D;226;2601544;11;20241028 01:06;P;;;;;;
D;226;2601544;11;20241028 01:06;P;;;;;;
D;226;2601544;11;20241028 01:06;P;;;;;;
D;226;2601544;11;20241028 01:06;V;;;;;;
D;226;2601544;11;20241028 01:06;V;;;;;;
B;226;2944247;12;20241028 01:06;WARATAH HIGHLANDS RETIREMENT VILLAGE;25;25;TYLERS RD;BARGO;2574;;;20240813;20241004;465094;;R;RESIDENCE;33;;;0;AU474109;
C;226;2944247;12;20241028 01:06;33/SP71438;
D;226;2944247;12;20241028 01:06;P;;;;;;
D;226;2944247;12;20241028 01:06;V;;;;;;
B;226;4509842;13;20241028 01:06;;;31;DAIRY CRES;MENANGLE;2568;459;M;20240919;20241018;580900;R2;V;VACANT LAND;;MEN;;0;AU509067;
C;226;4509842;13;20241028 01:06;330/1276089;
D;226;4509842;13;20241028 01:06;P;;;;;;
D;226;4509842;13;20241028 01:06;V;;;;;;
B;226;4507359;14;20241028 01:06;;;69;CUTTRISS CRES;WILTON;2571;450;M;20240920;20241018;605000;R2;R;RESIDENCE;;WIP;;0;AU508998;
C;226;4507359;14;20241028 01:06;135/280093;
D;226;4507359;14;20241028 01:06;P;;;;;;
D;226;4507359;14;20241028 01:06;P;;;;;;
D;226;4507359;14;20241028 01:06;V;;;;;;
B;226;4542237;15;20241028 01:06;;;37;KARKANAH ST;WILTON;2571;700;M;20240917;20241018;770000;R2;R;RESIDENCE;;WIP;;0;AU508249;
C;226;4542237;15;20241028 01:06;355/280093;
D;226;4542237;15;20241028 01:06;P;;;;;;
D;226;4542237;15;20241028 01:06;P;;;;;;
D;226;4542237;15;20241028 01:06;V;;;;;;
B;226;2601662;16;20241028 01:06;;;85;SKARRATS LANE;LAKESLAND;2572;3.164;H;20240723;20241021;2075000;RU1;R;RESIDENCE;;TWH;;0;AU513440;
C;226;2601662;16;20241028 01:06;26/979241;
D;226;2601662;16;20241028 01:06;P;;;;;;
D;226;2601662;16;20241028 01:06;P;;;;;;
D;226;2601662;16;20241028 01:06;V;;;;;;
D;226;2601662;16;20241028 01:06;V;;;;;;
B;226;2599533;17;20241028 01:06;;;180;PHEASANTS NEST RD;PHEASANTS NEST;2574;9.65;H;20240809;20241018;1937500;RU1;R;RESIDENCE;;BAP;;0;AU508423;
C;226;2599533;17;20241028 01:06;7211/805980;
D;226;2599533;17;20241028 01:06;P;;;;;;
D;226;2599533;17;20241028 01:06;P;;;;;;
D;226;2599533;17;20241028 01:06;V;;;;;;
D;226;2599533;17;20241028 01:06;V;;;;;;
