A;RTSALEDATA;214;20241028 01:06;VALNET;
B;214;2200639;1;20241028 01:06;;23;48;LUXFORD RD;MOUNT DRUITT;2770;;;20240910;20241022;405000;;R;RESIDENCE;23;;;0;AU517285;
C;214;2200639;1;20241028 01:06;23/SP66512;
D;214;2200639;1;20241028 01:06;P;;;;;;
D;214;2200639;1;20241028 01:06;V;;;;;;
B;214;2882359;2;20241028 01:06;;;629;LUXFORD RD;BIDWILL;2770;559;M;20240911;20241021;778000;R2;R;RESIDENCE;;RAT;;0;AU513188;
C;214;2882359;2;20241028 01:06;2317/1037035;
D;214;2882359;2;20241028 01:06;P;;;;;;
D;214;2882359;2;20241028 01:06;V;;;;;;
D;214;2882359;2;20241028 01:06;V;;;;;;
B;214;2180650;3;20241028 01:06;;5;8;FORGE ST;BLACKTOWN;2148;;;20240913;20241021;1320000;;3;FACTORY;5;;;0;AU512490;
C;214;2180650;3;20241028 01:06;5/SP66827;
D;214;2180650;3;20241028 01:06;P;;;;;;
D;214;2180650;3;20241028 01:06;V;;;;;;
D;214;2180650;3;20241028 01:06;V;;;;;;
D;214;2180650;3;20241028 01:06;V;;;;;;
D;214;2180650;3;20241028 01:06;V;;;;;;
B;214;2911179;4;20241028 01:06;;;45;KENTWELL CRES;STANHOPE GARDENS;2768;600.6;M;20240824;20241022;1800000;R2;R;RESIDENCE;;RTP;;0;AU518879;
C;214;2911179;4;20241028 01:06;20/270284;
D;214;2911179;4;20241028 01:06;P;;;;;;
D;214;2911179;4;20241028 01:06;P;;;;;;
D;214;2911179;4;20241028 01:06;V;;;;;;
D;214;2911179;4;20241028 01:06;V;;;;;;
B;214;2899950;5;20241028 01:06;;;9;GARNET GR;GLENWOOD;2768;300;M;20240831;20241021;1160000;R2;R;RESIDENCE;;RAA;;0;AU515143;
C;214;2899950;5;20241028 01:06;8618/1037711;
D;214;2899950;5;20241028 01:06;P;;;;;;
D;214;2899950;5;20241028 01:06;P;;;;;;
D;214;2899950;5;20241028 01:06;V;;;;;;
D;214;2899950;5;20241028 01:06;V;;;;;;
B;214;2826400;6;20241028 01:06;;12;151;HYATTS RD;PLUMPTON;2761;;;20240826;20241022;640000;;R;RESIDENCE;12;;;0;AU518732;
C;214;2826400;6;20241028 01:06;12/SP67652;
D;214;2826400;6;20241028 01:06;P;;;;;;
D;214;2826400;6;20241028 01:06;P;;;;;;
D;214;2826400;6;20241028 01:06;V;;;;;;
B;214;2985277;7;20241028 01:06;;8;14;MARCIA ST;TOONGABBIE;2146;;;20240912;20241021;837000;;R;RESIDENCE;8;;;0;AU513006;
C;214;2985277;7;20241028 01:06;8/SP69510;
D;214;2985277;7;20241028 01:06;P;;;;;;
D;214;2985277;7;20241028 01:06;V;;;;;;
D;214;2985277;7;20241028 01:06;V;;;;;;
B;214;2987002;8;20241028 01:06;;6;152;METELLA RD;TOONGABBIE;2146;;;20240910;20241022;899999;;R;RESIDENCE;6;;;0;AU517507;
C;214;2987002;8;20241028 01:06;6/SP70375;
D;214;2987002;8;20241028 01:06;P;;;;;;
D;214;2987002;8;20241028 01:06;P;;;;;;
D;214;2987002;8;20241028 01:06;V;;;;;;
D;214;2987002;8;20241028 01:06;V;;;;;;
B;214;3003260;9;20241028 01:06;;;;MILTON RD;ANGUS;2765;1188.8;M;20240912;20241024;180000;RU4;V;VACANT LAND;;NMP;;0;AU523495;
C;214;3003260;9;20241028 01:06;138, 139, 140, 141/8/1229;
D;214;3003260;9;20241028 01:06;P;;;;;;
D;214;3003260;9;20241028 01:06;V;;;;;;
B;214;3424883;10;20241028 01:06;;;45;BANDICOOT DR;WOODCROFT;2767;190.4;M;20241002;20241024;850000;R2;R;RESIDENCE;;RDW;;0;AU524824;
C;214;3424883;10;20241028 01:06;139/270508;
D;214;3424883;10;20241028 01:06;P;;;;;;
D;214;3424883;10;20241028 01:06;P;;;;;;
D;214;3424883;10;20241028 01:06;V;;;;;;
B;214;4152282;11;20241028 01:06;;;72;OVERLY CRES;SCHOFIELDS;2762;;;20240815;20241023;1110000;;R;RESIDENCE;1;;;0;AU520650;
C;214;4152282;11;20241028 01:06;1/SP98056;
D;214;4152282;11;20241028 01:06;P;;;;;;
D;214;4152282;11;20241028 01:06;P;;;;;;
D;214;4152282;11;20241028 01:06;V;;;;;;
D;214;4152282;11;20241028 01:06;V;;;;;;
B;214;4177860;12;20241028 01:06;;;18;DURGA CRES;RIVERSTONE;2765;326.1;M;20240906;20241018;1045000;R2;R;RESIDENCE;;RRB;;0;AU509887;
C;214;4177860;12;20241028 01:06;41/1249266;
D;214;4177860;12;20241028 01:06;P;;;;;;
D;214;4177860;12;20241028 01:06;V;;;;;;
B;214;4159258;13;20241028 01:06;;;43;LUDHIANA GLD;SCHOFIELDS;2762;193;M;20240907;20241021;895000;;R;RESIDENCE;90;;;0;AU512653;
C;214;4159258;13;20241028 01:06;90/SP93663;
D;214;4159258;13;20241028 01:06;P;;;;;;
D;214;4159258;13;20241028 01:06;P;;;;;;
D;214;4159258;13;20241028 01:06;V;;;;;;
B;214;4159258;14;20241028 01:06;;;18;SAGWAN GLD;SCHOFIELDS;2762;;;20240911;20241023;900000;;R;RESIDENCE;104;;;0;AU520248;
C;214;4159258;14;20241028 01:06;104/SP93663;
D;214;4159258;14;20241028 01:06;P;;;;;;
D;214;4159258;14;20241028 01:06;P;;;;;;
D;214;4159258;14;20241028 01:06;V;;;;;;
D;214;4159258;14;20241028 01:06;V;;;;;;
B;214;4167143;15;20241028 01:06;;204;53;KILDARE RD;BLACKTOWN;2148;109;M;20240908;20241021;560000;;R;RESIDENCE;18;;;0;AU515127;
C;214;4167143;15;20241028 01:06;18/SP95045;
D;214;4167143;15;20241028 01:06;P;;;;;;
D;214;4167143;15;20241028 01:06;V;;;;;;
B;214;4161004;16;20241028 01:06;;6;66;WITNEY ST;PROSPECT;2148;186;M;20240912;20241024;720000;;R;RESIDENCE;6;;;0;AU524881;
C;214;4161004;16;20241028 01:06;6/SP94308;
D;214;4161004;16;20241028 01:06;P;;;;;;
D;214;4161004;16;20241028 01:06;V;;;;;;
B;214;4247316;17;20241028 01:06;;1306;5;SECOND AVE;BLACKTOWN;2148;97;M;20240905;20241021;427000;;R;RESIDENCE;82;;;0;AU515121;
C;214;4247316;17;20241028 01:06;82/SP99454;
D;214;4247316;17;20241028 01:06;P;;;;;;
D;214;4247316;17;20241028 01:06;P;;;;;;
D;214;4247316;17;20241028 01:06;V;;;;;;
B;214;4216178;18;20241028 01:06;;;5;FURBER ST;THE PONDS;2769;265.5;M;20240912;20241021;1298000;R2;R;RESIDENCE;;RTP;;0;AU513838;
C;214;4216178;18;20241028 01:06;142/1247144;
D;214;4216178;18;20241028 01:06;P;;;;;;
D;214;4216178;18;20241028 01:06;V;;;;;;
B;214;4231816;19;20241028 01:06;;124;5;ADONIS AVE;ROUSE HILL;2155;93;M;20240920;20241018;610000;;R;RESIDENCE;26;;;0;AU508330;
C;214;4231816;19;20241028 01:06;26/SP98453;
D;214;4231816;19;20241028 01:06;P;;;;;;
D;214;4231816;19;20241028 01:06;V;;;;;;
D;214;4231816;19;20241028 01:06;V;;;;;;
B;214;4231816;20;20241028 01:06;;228;5;ADONIS AVE;ROUSE HILL;2155;102;M;20240910;20241022;590000;;R;RESIDENCE;48;;;0;AU517513;
C;214;4231816;20;20241028 01:06;48/SP98453;
D;214;4231816;20;20241028 01:06;P;;;;;;
D;214;4231816;20;20241028 01:06;V;;;;;;
