A;RTSALEDATA;043;20241028 01:05;VALNET;
B;043;477822;1;20241028 01:05;;;8;EDWARD SQ;GREENETHORPE;2809;537.49;M;20240924;20241022;60000;RU5;R;RESIDENCE;;AWV;;0;AU516860;
C;043;477822;1;20241028 01:05;4/F/6279;
D;043;477822;1;20241028 01:05;P;;;;;;
D;043;477822;1;20241028 01:05;V;;;;;;
B;043;478744;2;20241028 01:05;;;2;BOGALONG ST;GRENFELL;2810;1214;M;20240920;20241023;160000;R1;R;RESIDENCE;;AGR;;0;AU522338;
C;043;478744;2;20241028 01:05;1/22/758473;
D;043;478744;2;20241028 01:05;P;;;;;;
D;043;478744;2;20241028 01:05;V;;;;;;
D;043;478744;2;20241028 01:05;V;;;;;;
B;043;3082071;3;20241028 01:05;;;;ADELARGO RD;GRENFELL;2810;5.003;H;20240912;20241024;285000;R5;V;VACANT LAND;;RAB;;0;AU524128;
C;043;3082071;3;20241028 01:05;21/1063500;
D;043;3082071;3;20241028 01:05;P;;;;;;
D;043;3082071;3;20241028 01:05;V;;;;;;
B;043;4328010;4;20241028 01:05;;;62;WEST ST;GRENFELL;2810;8094;M;20240909;20241021;280000;R1;R;RESIDENCE;;AFR;;0;AU514840;
C;043;4328010;4;20241028 01:05;299/754578;
D;043;4328010;4;20241028 01:05;P;;;;;;
D;043;4328010;4;20241028 01:05;V;;;;;;
D;043;4328010;4;20241028 01:05;V;;;;;;
Z;20;4;4;10;
