A;RTSALEDATA;158;20241028 01:06;VALNET;
B;158;1739128;1;20241028 01:06;;;1653;IRON POT CREEK RD;GHINNI GHI;2474;133.72;H;20241015;20241018;1200000;RU1;3;FARM;;RPE;;0;AU510007;
C;158;1739128;1;20241028 01:06;2/534684 8/755683;
D;158;1739128;1;20241028 01:06;P;;;;;;
D;158;1739128;1;20241028 01:06;P;;;;;;
D;158;1739128;1;20241028 01:06;V;;;;;;
B;158;1743280;2;20241028 01:06;;;54;TOOLOOM ST;MALLANGANEE;2469;3465;M;20240920;20241018;135000;RU5;R;RESIDENCE;;VVG;;0;AU508210;
C;158;1743280;2;20241028 01:06;3/112024 81, 82/752395;
D;158;1743280;2;20241028 01:06;P;;;;;;
D;158;1743280;2;20241028 01:06;P;;;;;;
D;158;1743280;2;20241028 01:06;V;;;;;;
B;158;4073080;3;20241028 01:06;;;;ETTRICK RD;ETTRICK;2474;2.029;H;20240930;20241018;725000;RU1;R;RESIDENCE;;RRB;;0;AU508011;
C;158;4073080;3;20241028 01:06;163/866369;
D;158;4073080;3;20241028 01:06;P;;;;;;
D;158;4073080;3;20241028 01:06;P;;;;;;
D;158;4073080;3;20241028 01:06;V;;;;;;
Z;17;3;3;9;
