A;RTSALEDATA;042;20241028 01:05;VALNET;
B;042;475221;1;20241028 01:05;;;46;KITE ST;COWRA;2794;1094;M;20241010;20241022;420000;R1;R;RESIDENCE;;ACR;;0;AU517984;
C;042;475221;1;20241028 01:05;1/212878;
D;042;475221;1;20241028 01:05;P;;;;;;
D;042;475221;1;20241028 01:05;P;;;;;;
D;042;475221;1;20241028 01:05;V;;;;;;
B;042;475739;2;20241028 01:05;;;3;MACASSAR ST;COWRA;2794;575.4;M;20240910;20241022;300000;R1;R;RESIDENCE;;ACC;;0;AU517876;
C;042;475739;2;20241028 01:05;5/38561;
D;042;475739;2;20241028 01:05;P;;;;;;
D;042;475739;2;20241028 01:05;V;;;;;;
D;042;475739;2;20241028 01:05;V;;;;;;
B;042;476107;3;20241028 01:05;;;7;PARKES ST;COWRA;2794;999;M;20240826;20241021;360000;R1;R;RESIDENCE;;ACC;;0;AU514998;
C;042;476107;3;20241028 01:05;4/6/5791;
D;042;476107;3;20241028 01:05;P;;;;;;
D;042;476107;3;20241028 01:05;V;;;;;;
Z;16;3;3;8;
