A;RTSALEDATA;139;20241028 01:06;VALNET;
B;139;4171381;1;20241028 01:06;;210;16;HILLY ST;MORTLAKE;2137;;;20240912;20241024;830000;;R;RESIDENCE;52;;;0;AU525160;
C;139;4171381;1;20241028 01:06;52/SP95582;
D;139;4171381;1;20241028 01:06;P;;;;;;
D;139;4171381;1;20241028 01:06;P;;;;;;
D;139;4171381;1;20241028 01:06;V;;;;;;
B;139;3130348;2;20241028 01:06;;22;104;WILLIAM ST;FIVE DOCK;2046;;;20240917;20241022;985000;;R;RESIDENCE;22;;;0;AU517339;
C;139;3130348;2;20241028 01:06;22/SP73162;
D;139;3130348;2;20241028 01:06;P;;;;;;
D;139;3130348;2;20241028 01:06;V;;;;;;
B;139;3506599;3;20241028 01:06;;61;48;WALKER ST;RHODES;2138;;;20240911;20241023;930000;;R;RESIDENCE;55;;;0;AU520732;
C;139;3506599;3;20241028 01:06;55/SP82939;
D;139;3506599;3;20241028 01:06;P;;;;;;
D;139;3506599;3;20241028 01:06;V;;;;;;
D;139;3506599;3;20241028 01:06;V;;;;;;
B;139;3563349;4;20241028 01:06;;103;10;PENINSULA DR;BREAKFAST POINT;2137;;;20240930;20241024;905000;;R;RESIDENCE;3;;;0;AU524343;
C;139;3563349;4;20241028 01:06;3/SP83977;
D;139;3563349;4;20241028 01:06;P;;;;;;
D;139;3563349;4;20241028 01:06;P;;;;;;
D;139;3563349;4;20241028 01:06;V;;;;;;
B;139;3668098;5;20241028 01:06;AZURE APARTMENTS;801;42;SHORELINE DR;RHODES;2138;;;20240912;20241024;690000;;R;RESIDENCE;114;;;0;AU524592;
C;139;3668098;5;20241028 01:06;114/SP87506;
D;139;3668098;5;20241028 01:06;P;;;;;;
D;139;3668098;5;20241028 01:06;V;;;;;;
B;139;4574978;6;20241028 01:06;;;22;TYLER CRES;ABBOTSFORD;2046;254.8;M;20240617;20241023;3680000;R2;R;RESIDENCE;;RPP;;0;AU522838;
C;139;4574978;6;20241028 01:06;502/1303790;
D;139;4574978;6;20241028 01:06;P;;;;;;
D;139;4574978;6;20241028 01:06;P;;;;;;
D;139;4574978;6;20241028 01:06;V;;;;;;
B;139;4572247;7;20241028 01:06;;;1 B;WALLAROY ST;CONCORD WEST;2138;461;M;20240628;20241018;2885000;;R;RESIDENCE;2;;;0;AU511270;
C;139;4572247;7;20241028 01:06;2/SP107991;
D;139;4572247;7;20241028 01:06;P;;;;;;
D;139;4572247;7;20241028 01:06;P;;;;;;
D;139;4572247;7;20241028 01:06;V;;;;;;
B;139;4565571;8;20241028 01:06;;1001;36;WALKER ST;RHODES;2138;125;M;20240920;20241018;1403360;;R;RESIDENCE;53;;;0;AU510422;
C;139;4565571;8;20241028 01:06;53/SP107946;
D;139;4565571;8;20241028 01:06;P;;;;;;
D;139;4565571;8;20241028 01:06;V;;;;;;
B;139;4565571;9;20241028 01:06;;1709;36;WALKER ST;RHODES;2138;103;M;20200326;20241021;1099000;;R;RESIDENCE;124;;;0;AU515334;
C;139;4565571;9;20241028 01:06;124/SP107946;
D;139;4565571;9;20241028 01:06;P;;;;;;
D;139;4565571;9;20241028 01:06;V;;;;;;
B;139;4565571;10;20241028 01:06;TOWER E;2804;36;WALKER ST;RHODES;2138;110;M;20190125;20241024;1119160;;R;RESIDENCE;216;;;0;AU525621;
C;139;4565571;10;20241028 01:06;216/SP107948;
D;139;4565571;10;20241028 01:06;P;;;;;;
D;139;4565571;10;20241028 01:06;V;;;;;;
B;139;4565571;11;20241028 01:06;TOWER E;3208;36;WALKER ST;RHODES;2138;126;M;20200706;20241024;1600000;;R;RESIDENCE;256;;;0;AU525531;
C;139;4565571;11;20241028 01:06;256/SP107948;
D;139;4565571;11;20241028 01:06;P;;;;;;
D;139;4565571;11;20241028 01:06;V;;;;;;
B;139;4565571;12;20241028 01:06;TOWER E;3405;36;WALKER ST;RHODES;2138;101;M;20210202;20241022;1166000;;R;RESIDENCE;271;;;0;AU518449;
C;139;4565571;12;20241028 01:06;271/SP107948;
D;139;4565571;12;20241028 01:06;P;;;;;;
D;139;4565571;12;20241028 01:06;V;;;;;;
B;139;4530299;13;20241028 01:06;;;8 A;ROWLEY RD;RUSSELL LEA;2046;233.5;M;20240916;20241021;2630000;;R;RESIDENCE;2;;;0;AU515063;
C;139;4530299;13;20241028 01:06;2/SP105594;
D;139;4530299;13;20241028 01:06;P;;;;;;
D;139;4530299;13;20241028 01:06;V;;;;;;
D;139;4530299;13;20241028 01:06;V;;;;;;
B;139;4570135;14;20241028 01:06;;;16;MELBOURNE ST;CONCORD;2137;283;M;20240903;20241021;2600000;;R;RESIDENCE;1;;;0;AU513116;
C;139;4570135;14;20241028 01:06;1/SP105024;
D;139;4570135;14;20241028 01:06;P;;;;;;
D;139;4570135;14;20241028 01:06;P;;;;;;
D;139;4570135;14;20241028 01:06;V;;;;;;
B;139;1449921;15;20241028 01:06;;;12;CHARLTON DR;LIBERTY GROVE;2138;143.6;M;20240913;20241023;1590000;R3;R;RESIDENCE;;EQD;;0;AU520716;
C;139;1449921;15;20241028 01:06;316/270137;
D;139;1449921;15;20241028 01:06;P;;;;;;
D;139;1449921;15;20241028 01:06;P;;;;;;
D;139;1449921;15;20241028 01:06;V;;;;;;
D;139;1449921;15;20241028 01:06;V;;;;;;
B;139;1448049;16;20241028 01:06;;;1;BAYVIEW ST;CONCORD;2137;550.1;M;20240518;20241018;2825000;R2;R;RESIDENCE;;EKK;;0;AU508683;
C;139;1448049;16;20241028 01:06;17/16276;
