A;RTSALEDATA;007;20241028 01:05;VALNET;
B;007;3593818;1;20241028 01:05;;;27;BELMORE ST;MUSWELLBROOK;2333;753.3;M;20240912;20241024;610000;R1;R;RESIDENCE;;AB;;0;AU525004;
C;007;3593818;1;20241028 01:05;1/1162015;
D;007;3593818;1;20241028 01:05;P;;;;;;
D;007;3593818;1;20241028 01:05;P;;;;;;
D;007;3593818;1;20241028 01:05;P;;;;;;
D;007;3593818;1;20241028 01:05;V;;;;;;
D;007;3593818;1;20241028 01:05;V;;;;;;
B;007;3593846;2;20241028 01:05;;;1;ROSS ST;MUSWELLBROOK;2333;674.2;M;20240918;20241023;595000;R1;R;RESIDENCE;;AB;;0;AU520352;
C;007;3593846;2;20241028 01:05;12/1162016;
D;007;3593846;2;20241028 01:05;P;;;;;;
D;007;3593846;2;20241028 01:05;P;;;;;;
D;007;3593846;2;20241028 01:05;V;;;;;;
B;007;4578597;3;20241028 01:05;;;2181;MARTINDALE RD;MARTINDALE;2328;33.59;H;20240823;20241011;330000;;R;RESIDENCE;;;;0;AU489046;
C;007;4578597;3;20241028 01:05;16, 19/753794;
D;007;4578597;3;20241028 01:05;P;;;;;;
D;007;4578597;3;20241028 01:05;V;;;;;;
B;007;199226;4;20241028 01:05;;;74;KING ST;MUSWELLBROOK;2333;719;M;20240912;20241024;505000;R1;R;RESIDENCE;;AW;;0;AU523777;
C;007;199226;4;20241028 01:05;30/617009;
D;007;199226;4;20241028 01:05;P;;;;;;
D;007;199226;4;20241028 01:05;V;;;;;;
B;007;197150;5;20241028 01:05;;;29;ACACIA DR;MUSWELLBROOK;2333;774.3;M;20240906;20241018;490000;R1;R;RESIDENCE;;AL;;0;AU510506;
C;007;197150;5;20241028 01:05;40/258257;
D;007;197150;5;20241028 01:05;P;;;;;;
D;007;197150;5;20241028 01:05;V;;;;;;
B;007;197155;6;20241028 01:05;;;19;ACACIA DR;MUSWELLBROOK;2333;720;M;20240909;20241018;520000;R1;R;RESIDENCE;;AL;;0;AU511159;
C;007;197155;6;20241028 01:05;35/258257;
D;007;197155;6;20241028 01:05;P;;;;;;
D;007;197155;6;20241028 01:05;V;;;;;;
D;007;197155;6;20241028 01:05;V;;;;;;
B;007;198169;7;20241028 01:05;;;10;CLIFFORD ST;MUSWELLBROOK;2333;689.2;M;20240914;20241021;295000;R1;R;RESIDENCE;;AS;;0;AU513640;
C;007;198169;7;20241028 01:05;13/38731;
D;007;198169;7;20241028 01:05;P;;;;;;
D;007;198169;7;20241028 01:05;P;;;;;;
D;007;198169;7;20241028 01:05;V;;;;;;
B;007;195630;8;20241028 01:05;;;7;FERN CL;DENMAN;2328;615.2;M;20241002;20241023;420000;RU5;R;RESIDENCE;;DV;;0;AU522284;
C;007;195630;8;20241028 01:05;13/261318;
D;007;195630;8;20241028 01:05;P;;;;;;
D;007;195630;8;20241028 01:05;V;;;;;;
B;007;195774;9;20241028 01:05;;4;6;MARTINDALE ST;DENMAN;2328;;;20240926;20241024;315000;;R;RESIDENCE;4;;;0;AU524622;
C;007;195774;9;20241028 01:05;4/SP22750;
D;007;195774;9;20241028 01:05;P;;;;;;
D;007;195774;9;20241028 01:05;V;;;;;;
B;007;198474;10;20241028 01:05;;;8;EUCALYPT AVE;MUSWELLBROOK;2333;1009;M;20240906;20241018;550000;R1;R;RESIDENCE;;AL;;0;AU510413;
C;007;198474;10;20241028 01:05;21/258257;
D;007;198474;10;20241028 01:05;P;;;;;;
D;007;198474;10;20241028 01:05;V;;;;;;
D;007;198474;10;20241028 01:05;V;;;;;;
B;007;196074;11;20241028 01:05;;;15;TURTLE ST;DENMAN;2328;970.8;M;20240902;20241021;570000;RU5;R;RESIDENCE;;DV;;0;AU513029;
C;007;196074;11;20241028 01:05;101/597745;
D;007;196074;11;20241028 01:05;P;;;;;;
D;007;196074;11;20241028 01:05;P;;;;;;
D;007;196074;11;20241028 01:05;V;;;;;;
D;007;196074;11;20241028 01:05;V;;;;;;
B;007;3232647;12;20241028 01:05;;;55;BIMBADEEN DR;MUSWELLBROOK;2333;845.1;M;20240906;20241018;615000;R1;R;RESIDENCE;;AB;;0;AU509569;
C;007;3232647;12;20241028 01:05;421/1089305;
D;007;3232647;12;20241028 01:05;P;;;;;;
D;007;3232647;12;20241028 01:05;P;;;;;;
D;007;3232647;12;20241028 01:05;V;;;;;;
Z;60;12;12;34;
