A;RTSALEDATA;238;20241028 01:06;VALNET;
B;238;2632382;1;20241028 01:06;MUTTAMA STATION ;;3698;QUAMBONE RD;QUAMBONE;2831;12198;H;20240830;20241011;42380000;RU1;3;FARM;;RGA;;0;AU491049;
C;238;2632382;1;20241028 01:06;F2/19015 1, 2/132220 1/132377 1, 2, 3, 4, 5, 6, 7/132523 2/512172 2/57;
C;238;2632382;1;20241028 01:06;7254 11/610895 4/705200 2, 3, 28, 30, 32, 45, 46/754191 2, 3, 5, 6, 7,;
C;238;2632382;1;20241028 01:06; 9, 15, 16, 18, 19, 20, 23, 26, 27, 28, 29, 30, 31, 34, 35, 36, 37, 38;
C;238;2632382;1;20241028 01:06;, 39, 40, 47, 48, 49, 50, 51, 52, 66, 68/754204 37, 42, 43, 44, 45, 47;
C;238;2632382;1;20241028 01:06;, 48, 51/754238 2, 3, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21;
C;238;2632382;1;20241028 01:06;, 22, 24, 25, 26, 27, 28, 29, 30, 33, 38, 41, 51, 52, 53, 54, 55/75426;
C;238;2632382;1;20241028 01:06;7 Enclosure Permit 25227 Enclosure Permit 25228 Enclosure Permit 25808;
C;238;2632382;1;20241028 01:06; Enclosure Permit 25936 Enclosure Permit 26029 Enclosure Permit 26718;
D;238;2632382;1;20241028 01:06;P;;;;;;
D;238;2632382;1;20241028 01:06;V;;;;;;
D;238;2632382;1;20241028 01:06;V;;;;;;
B;238;2632473;2;20241028 01:06;;;116;ABERFORD ST;COONAMBLE;2829;1012;M;20240927;20241018;215000;E3;R;RESIDENCE;;BBD;;0;AU510198;
C;238;2632473;2;20241028 01:06;16/3541;
D;238;2632473;2;20241028 01:06;P;;;;;;
D;238;2632473;2;20241028 01:06;V;;;;;;
D;238;2632473;2;20241028 01:06;V;;;;;;
B;238;2633812;3;20241028 01:06;MURRAYFIELD ;;2180;QUAMBONE RD;COONAMBLE;2829;160.8;H;20240925;20241021;535000;RU1;R;RESIDENCE;;RMD;;0;AU512008;
C;238;2633812;3;20241028 01:06;252/839422;
D;238;2633812;3;20241028 01:06;P;;;;;;
D;238;2633812;3;20241028 01:06;V;;;;;;
D;238;2633812;3;20241028 01:06;V;;;;;;
B;238;4578279;4;20241028 01:06;WOOROONOO;;789;QUANDONG RD;COONAMBLE;2829;23.6;H;20240110;20240903;8779;;V;VACANT LAND;;;;0;AU391175;
C;238;4578279;4;20241028 01:06;4/1308311;
D;238;4578279;4;20241028 01:06;P;;;;;;
D;238;4578279;4;20241028 01:06;P;;;;;;
D;238;4578279;4;20241028 01:06;V;;;;;;
B;238;2634654;5;20241028 01:06;;;3212;NATIONAL PARK RD;WARRUMBUNGLE;2828;28.33;H;20240826;20241008;1800000;RU1;3;FARM;;RMA;;0;AU479447;
C;238;2634654;5;20241028 01:06;PT 64/754265;
D;238;2634654;5;20241028 01:06;P;;;;;;
D;238;2634654;5;20241028 01:06;P;;;;;;
D;238;2634654;5;20241028 01:06;V;;;;;;
Z;34;5;12;15;
