A;RTSALEDATA;061;20241028 01:05;VALNET;
B;061;4578584;1;20241028 01:05;;;10;RIVER RD;WANTABADGERY;2650;131.53;H;20241016;20241018;3200000;;3;FARM;;;;0;AU511350;
C;061;4578584;1;20241028 01:05;12/1304638 Enclosure Permit 655884 Permissive Occupancy 13315 Permissi;
C;061;4578584;1;20241028 01:05;ve Occupancy 149574;
D;061;4578584;1;20241028 01:05;P;;;;;;
D;061;4578584;1;20241028 01:05;P;;;;;;
D;061;4578584;1;20241028 01:05;V;;;;;;
D;061;4578584;1;20241028 01:05;V;;;;;;
B;061;4516166;2;20241028 01:05;;;;EMERYS LANE;DIRNASEER;2666;292.18;H;20240919;20241014;1500000;RU1;R;RESIDENCE;;RMB;;0;AU496399;
C;061;4516166;2;20241028 01:05;1, 2/184092 153, 154, 166, 186, 273/751401 Enclosure Permit 26268;
D;061;4516166;2;20241028 01:05;P;;;;;;
D;061;4516166;2;20241028 01:05;P;;;;;;
D;061;4516166;2;20241028 01:05;V;;;;;;
D;061;4516166;2;20241028 01:05;V;;;;;;
B;061;533309;3;20241028 01:05;;;;ROEDIGERS LANE;HAREFIELD;2650;64.75;H;20240923;20241024;950000;RU1;3;FARM;;RMA;;0;AU525788;
C;061;533309;3;20241028 01:05;70/751425;
D;061;533309;3;20241028 01:05;P;;;;;;
D;061;533309;3;20241028 01:05;V;;;;;;
B;061;533321;4;20241028 01:05;;;;ROEDIGERS LANE;HAREFIELD;2650;64.75;H;20240923;20241024;950000;RU1;3;FARM;;RMA;;0;AU525787;
C;061;533321;4;20241028 01:05;2/609524;
D;061;533321;4;20241028 01:05;P;;;;;;
D;061;533321;4;20241028 01:05;V;;;;;;
D;061;533321;4;20241028 01:05;V;;;;;;
Z;24;4;5;13;
