A;RTSALEDATA;149;20241028 01:06;VALNET;
B;149;1662329;1;20241028 01:06;;;14;JOHNSON AVE;MYLESTOM;2454;404.7;M;20240719;20241024;850000;R1;R;RESIDENCE;;RCV;;0;AU523605;
C;149;1662329;1;20241028 01:06;16/246419;
D;149;1662329;1;20241028 01:06;P;;;;;;
D;149;1662329;1;20241028 01:06;V;;;;;;
B;149;1662512;2;20241028 01:06;;;5;FOSTER CL;BELLINGEN;2454;921.1;M;20240910;20241022;955000;R1;R;RESIDENCE;;RBG;;0;AU518061;
C;149;1662512;2;20241028 01:06;5/877059;
D;149;1662512;2;20241028 01:06;P;;;;;;
D;149;1662512;2;20241028 01:06;P;;;;;;
D;149;1662512;2;20241028 01:06;V;;;;;;
D;149;1662512;2;20241028 01:06;V;;;;;;
B;149;1659981;3;20241028 01:06;;;532;BOWRAVILLE RD;BRIERFIELD;2454;19.12;H;20240703;20241010;655000;RU1;V;VACANT LAND;;RBL;;0;AU486460;
C;149;1659981;3;20241028 01:06;3/755543;
D;149;1659981;3;20241028 01:06;P;;;;;;
D;149;1659981;3;20241028 01:06;P;;;;;;
D;149;1659981;3;20241028 01:06;V;;;;;;
D;149;1659981;3;20241028 01:06;V;;;;;;
B;149;1663247;4;20241028 01:06;;;25;SCOTCHMAN RD;BELLINGEN;2454;6248;M;20240717;20241021;1330000;RU4;R;RESIDENCE;;RSB;;0;AU513787;
C;149;1663247;4;20241028 01:06;21/608799;
D;149;1663247;4;20241028 01:06;P;;;;;;
D;149;1663247;4;20241028 01:06;P;;;;;;
D;149;1663247;4;20241028 01:06;V;;;;;;
D;149;1663247;4;20241028 01:06;V;;;;;;
B;149;3684603;5;20241028 01:06;;;45;MCNALLY ST;BELLINGEN;2454;321.2;M;20240910;20241022;965000;R1;R;RESIDENCE;;RBG;;0;AU517395;
C;149;3684603;5;20241028 01:06;61/1182114;
D;149;3684603;5;20241028 01:06;P;;;;;;
D;149;3684603;5;20241028 01:06;P;;;;;;
D;149;3684603;5;20241028 01:06;V;;;;;;
D;149;3684603;5;20241028 01:06;V;;;;;;
Z;30;5;5;18;
