A;RTSALEDATA;230;20240916 01:07;VALNET;
B;230;2605685;1;20240916 01:07;;;57;MAHER ST;EUSTON;2737;837.7;M;20240809;20240909;246000;RU5;R;RESIDENCE;;ZE1;;0;AU401677;
C;230;2605685;1;20240916 01:07;7/21/758402 Western Land Lease 12722;
D;230;2605685;1;20240916 01:07;P;;;;;;
D;230;2605685;1;20240916 01:07;P;;;;;;
D;230;2605685;1;20240916 01:07;V;;;;;;
D;230;2605685;1;20240916 01:07;V;;;;;;
B;230;4447833;2;20240916 01:07;;;200;MARKET ST;BALRANALD;2715;4.19;H;20240821;20240911;210000;RU1;3;FARM;;RH1;;0;AU407042;
C;230;4447833;2;20240916 01:07;115/751170;
D;230;4447833;2;20240916 01:07;P;;;;;;
D;230;4447833;2;20240916 01:07;P;;;;;;
D;230;4447833;2;20240916 01:07;V;;;;;;
Z;13;2;2;7;
