A;RTSALEDATA;187;20240916 01:06;VALNET;
B;187;3450064;1;20240916 01:06;;;15;TALLOWWOOD DR;GUNNEDAH;2380;756;M;20240731;20240906;645000;R2;R;RESIDENCE;;AAS;;0;AU397902;
C;187;3450064;1;20240916 01:06;121/1137786;
D;187;3450064;1;20240916 01:06;P;;;;;;
D;187;3450064;1;20240916 01:06;P;;;;;;
D;187;3450064;1;20240916 01:06;V;;;;;;
B;187;1851881;2;20240916 01:06;;;140;STOCK RD;GUNNEDAH;2380;2431;M;20240806;20240909;730000;R2;R;RESIDENCE;;AAS;;0;AU402088;
C;187;1851881;2;20240916 01:06;1/380590;
D;187;1851881;2;20240916 01:06;P;;;;;;
D;187;1851881;2;20240916 01:06;P;;;;;;
D;187;1851881;2;20240916 01:06;V;;;;;;
B;187;1849046;3;20240916 01:06;;;29;BEULAH ST;GUNNEDAH;2380;847.3;M;20240808;20240910;410000;R2;R;RESIDENCE;;AAA;;0;AU403625;
C;187;1849046;3;20240916 01:06;4/59/112075;
D;187;1849046;3;20240916 01:06;P;;;;;;
D;187;1849046;3;20240916 01:06;V;;;;;;
B;187;1852438;4;20240916 01:06;TURON PARK;;2136;GOOLHI RD;MARYS MOUNT;2380;574.6;H;20240725;20240910;4000000;RU1;3;FARM;;RMC;;0;AU403215;
C;187;1852438;4;20240916 01:06;2/563436 84, 87, 88, 89, 101/755472;
D;187;1852438;4;20240916 01:06;P;;;;;;
D;187;1852438;4;20240916 01:06;V;;;;;;
B;187;3733825;5;20240916 01:06;;;54;BEULAH ST;GUNNEDAH;2380;505.5;M;20240726;20240906;380000;R3;R;RESIDENCE;;AAF;;0;AU396686;
C;187;3733825;5;20240916 01:06;1/1190246;
D;187;3733825;5;20240916 01:06;P;;;;;;
D;187;3733825;5;20240916 01:06;V;;;;;;
D;187;3733825;5;20240916 01:06;V;;;;;;
Z;25;5;5;13;
