A;RTSALEDATA;117;20240916 01:06;VALNET;
B;117;1247922;1;20240916 01:06;;;12;FERRY ST;FORBES;2871;1012;M;20240801;20240912;225000;RU1;R;RESIDENCE;;RRL;;0;AU409494;
C;117;1247922;1;20240916 01:06;4/55/758418;
D;117;1247922;1;20240916 01:06;P;;;;;;
D;117;1247922;1;20240916 01:06;V;;;;;;
D;117;1247922;1;20240916 01:06;V;;;;;;
B;117;1245443;2;20240916 01:06;PINJARRA;;;BEDGERABONG RD;BEDGERABONG;2871;22.97;H;20240711;20240823;880000;RU1;3;FARM;;RRW;;0;AU356854;
C;117;1245443;2;20240916 01:06;85/752083;
D;117;1245443;2;20240916 01:06;P;;;;;;
D;117;1245443;2;20240916 01:06;P;;;;;;
D;117;1245443;2;20240916 01:06;V;;;;;;
D;117;1245443;2;20240916 01:06;V;;;;;;
B;117;1248474;3;20240916 01:06;;;71;LACHLAN ST;FORBES;2871;657.6;M;20240816;20240906;880000;E1;3;COMMERCIAL;;BBA;;0;AU397444;
C;117;1248474;3;20240916 01:06;2/507401;
D;117;1248474;3;20240916 01:06;P;;;;;;
D;117;1248474;3;20240916 01:06;V;;;;;;
D;117;1248474;3;20240916 01:06;V;;;;;;
B;117;1248478;4;20240916 01:06;;;89;LACHLAN ST;FORBES;2871;75.9;M;20240717;20240906;250000;E1;3;COMMERCIAL;;BBA;;0;AU397457;
C;117;1248478;4;20240916 01:06;6/216973;
D;117;1248478;4;20240916 01:06;P;;;;;;
D;117;1248478;4;20240916 01:06;V;;;;;;
D;117;1248478;4;20240916 01:06;V;;;;;;
B;117;1248547;5;20240916 01:06;;;6;MARCIA ST;FORBES;2871;866.3;M;20240822;20240909;479000;R1;R;RESIDENCE;;AAD;;0;AU399074;
C;117;1248547;5;20240916 01:06;3/508945;
D;117;1248547;5;20240916 01:06;P;;;;;;
D;117;1248547;5;20240916 01:06;P;;;;;;
D;117;1248547;5;20240916 01:06;V;;;;;;
D;117;1248547;5;20240916 01:06;V;;;;;;
B;117;1246665;6;20240916 01:06;;;8;BATHURST ST;FORBES;2871;1012;M;20240814;20240909;610000;R1;R;RESIDENCE;;AAB;;0;AU401051;
C;117;1246665;6;20240916 01:06;8/20/758418;
D;117;1246665;6;20240916 01:06;P;;;;;;
D;117;1246665;6;20240916 01:06;P;;;;;;
D;117;1246665;6;20240916 01:06;V;;;;;;
D;117;1246665;6;20240916 01:06;V;;;;;;
B;117;1247421;7;20240916 01:06;;;2;DOVER ST;FORBES;2871;794.3;M;20240801;20240912;445000;R1;R;RESIDENCE;;AAC;;0;AU410404;
C;117;1247421;7;20240916 01:06;119/255587;
D;117;1247421;7;20240916 01:06;P;;;;;;
D;117;1247421;7;20240916 01:06;P;;;;;;
D;117;1247421;7;20240916 01:06;V;;;;;;
D;117;1247421;7;20240916 01:06;V;;;;;;
B;117;4568567;8;20240916 01:06;;;173;MCPHIES RD;FORBES;2871;258.863;H;20240731;20240911;1765500;;3;FARM;;;;0;AU406037;
C;117;4568567;8;20240916 01:06;1/651658 182, 206, 207/752931;
D;117;4568567;8;20240916 01:06;P;;;;;;
D;117;4568567;8;20240916 01:06;V;;;;;;
B;117;3165868;9;20240916 01:06;PINJARRA;;2380;BEDGERABONG RD;BEDGERABONG;2871;24.744;H;20240711;20240823;880000;RU1;3;FARM;;RSH;;0;AU356854;
C;117;3165868;9;20240916 01:06;86, 88/752083 Licence 368061;
D;117;3165868;9;20240916 01:06;P;;;;;;
D;117;3165868;9;20240916 01:06;P;;;;;;
D;117;3165868;9;20240916 01:06;V;;;;;;
D;117;3165868;9;20240916 01:06;V;;;;;;
D;117;3165868;9;20240916 01:06;V;;;;;;
Z;52;9;9;32;
