A;RTSALEDATA;902;20240916 01:08;VALNET;
B;902;3264549;1;20240916 01:08;;;;SILVERTON RD;SILVERTON;2880;1.169;H;20240605;20240827;300000;;3;COMMERCIAL;;;;0;AU366356;
C;902;3264549;1;20240916 01:08;2268/764551 Western Land Lease 10839;
D;902;3264549;1;20240916 01:08;P;;;;;;
D;902;3264549;1;20240916 01:08;V;;;;;;
Z;6;1;1;2;
