A;RTSALEDATA;070;20240916 01:05;VALNET;
B;070;549369;1;20240916 01:05;;;7481;STURT HWY;SANDIGO;2700;4.047;H;20240801;20240912;150000;RU1;V;VACANT LAND;;HBL;;0;AU409241;
C;070;549369;1;20240916 01:05;117, 122, 150, 151/754550;
D;070;549369;1;20240916 01:05;P;;;;;;
D;070;549369;1;20240916 01:05;P;;;;;;
D;070;549369;1;20240916 01:05;V;;;;;;
B;070;549976;2;20240916 01:05;;;33 A;ARTHUR ST;NARRANDERA;2700;733.5;M;20240711;20240912;765000;RU5;R;RESIDENCE;;NVM;;0;AU411445;
C;070;549976;2;20240916 01:05;6/G/2888 26/501903;
D;070;549976;2;20240916 01:05;P;;;;;;
D;070;549976;2;20240916 01:05;V;;;;;;
D;070;549976;2;20240916 01:05;V;;;;;;
B;070;551604;3;20240916 01:05;;;50;TWYNAM ST;NARRANDERA;2700;1012;M;20240618;20240910;280000;RU5;R;RESIDENCE;;NVM;;0;AU405577;
C;070;551604;3;20240916 01:05;2/314620;
D;070;551604;3;20240916 01:05;P;;;;;;
D;070;551604;3;20240916 01:05;V;;;;;;
D;070;551604;3;20240916 01:05;V;;;;;;
Z;17;3;3;9;
