A;RTSALEDATA;042;20240916 01:05;VALNET;
B;042;4190681;1;20240916 01:05;;;11;TOKYO TCE;COWRA;2794;3482;M;20240814;20240911;300000;R1;R;RESIDENCE;;ACN;;0;AU406463;
C;042;4190681;1;20240916 01:05;6/1250412;
D;042;4190681;1;20240916 01:05;P;;;;;;
D;042;4190681;1;20240916 01:05;V;;;;;;
B;042;472290;2;20240916 01:05;;;495;GOODWINS LOOKOUT RD;COWRA;2794;121.5;H;20240826;20240910;500000;RU1;V;VACANT LAND;;RMS;;0;AU403514;
C;042;472290;2;20240916 01:05;113/752946;
D;042;472290;2;20240916 01:05;P;;;;;;
D;042;472290;2;20240916 01:05;V;;;;;;
D;042;472290;2;20240916 01:05;V;;;;;;
B;042;475556;3;20240916 01:05;;;12;LIVERPOOL ST;COWRA;2794;696;M;20240729;20240909;360000;R1;R;RESIDENCE;;ACC;;0;AU399722;
C;042;475556;3;20240916 01:05;2/509557;
D;042;475556;3;20240916 01:05;P;;;;;;
D;042;475556;3;20240916 01:05;V;;;;;;
D;042;475556;3;20240916 01:05;V;;;;;;
B;042;475769;4;20240916 01:05;;;20;MACASSAR ST;COWRA;2794;645;M;20240712;20240906;450500;R1;R;RESIDENCE;;ACC;;0;AU395070;
C;042;475769;4;20240916 01:05;6/2/6356;
D;042;475769;4;20240916 01:05;P;;;;;;
D;042;475769;4;20240916 01:05;V;;;;;;
D;042;475769;4;20240916 01:05;V;;;;;;
B;042;471708;5;20240916 01:05;;;60;WAUGOOLA RD;WYANGALA;2808;697.1;M;20240821;20240906;295000;RU5;R;RESIDENCE;;VWY;;0;AU397429;
C;042;471708;5;20240916 01:05;2/602860;
D;042;471708;5;20240916 01:05;P;;;;;;
D;042;471708;5;20240916 01:05;V;;;;;;
D;042;471708;5;20240916 01:05;V;;;;;;
B;042;474876;6;20240916 01:05;;;18;HENDERSON ST;COWRA;2794;692.47;M;20240813;20240910;385000;R1;R;RESIDENCE;;ACC;;0;AU404259;
C;042;474876;6;20240916 01:05;5/52/758300;
D;042;474876;6;20240916 01:05;P;;;;;;
D;042;474876;6;20240916 01:05;V;;;;;;
B;042;3916222;7;20240916 01:05;;;24;RIVER PARK RD;COWRA;2794;1.006;H;20240809;20240912;800000;R5;R;RESIDENCE;;LLC;;0;AU410512;
C;042;3916222;7;20240916 01:05;5/1105978;
D;042;3916222;7;20240916 01:05;P;;;;;;
D;042;3916222;7;20240916 01:05;V;;;;;;
D;042;3916222;7;20240916 01:05;V;;;;;;
B;042;4285045;8;20240916 01:05;;;53 B;COMERFORD ST;COWRA;2794;585;M;20240821;20240912;600000;R1;R;RESIDENCE;;ACN;;0;AU410504;
C;042;4285045;8;20240916 01:05;2/1262625;
D;042;4285045;8;20240916 01:05;P;;;;;;
D;042;4285045;8;20240916 01:05;P;;;;;;
D;042;4285045;8;20240916 01:05;V;;;;;;
D;042;4285045;8;20240916 01:05;V;;;;;;
B;042;4309678;9;20240916 01:05;;;32;RIVER PARK RD;COWRA;2794;1.012;H;20240731;20240911;850000;R5;R;RESIDENCE;;LLC;;0;AU407779;
C;042;4309678;9;20240916 01:05;3/1105978;
D;042;4309678;9;20240916 01:05;P;;;;;;
D;042;4309678;9;20240916 01:05;V;;;;;;
D;042;4309678;9;20240916 01:05;V;;;;;;
D;042;4309678;9;20240916 01:05;V;;;;;;
Z;47;9;9;27;
